Value,Description
187,INVOICE PERIOD END
188,CREDIT ADVICE
188,PREVIOUS CURRENT ACCOUNT DATE
189,DEBIT ADVICE
189,"DEPARTURE DATE/TIME, SCHEDULED"
19,UNLOADED
190,RELEASED TO VESSEL
190,TRANSHIPMENT DATE/TIME
191,"DELIVERY DATE/TIME, EXPECTED"
191,MATERIAL SPECIFICATION
192,DELIVERY TICKET
192,EXPIRATION DATE/TIME OF CUSTOMS DOCUMENT
193,EXECUTION DATE
193,PERIOD START
194,PERIOD END
194,START DATE/TIME
195,CONTRACT RE-OPEN
195,EXPIRY DATE OF IMPORT LICENCE
196,"DEPARTURE DATE/TIME, EARLIEST"
196,START
197,END
197,LAYTIME FIRST DAY
198,COMPLETION
198,LAYTIME LAST DAY
199,POSITIONING DATE/TIME OF GOODS
199,SEAL
2,"DELIVERY DATE/TIME, REQUESTED"
2,DELIVERY REQUESTED
20,CHECK
20,CHEQUE DATE/TIME
200,ASSEMBLY START
200,PICK-UP/COLLECTION DATE/TIME OF CARGO
201,ACCEPTANCE
201,PICK-UP DATE/TIME OF EQUIPMENT
202,MASTER LEASE AGREEMENT
202,POSTING DATE
203,"EXECUTION DATE/TIME, REQUESTED"
203,FIRST PRODUCED
204,OFFICIAL RAIL CAR INTERCHANGE (EITHER ACTUAL OR AGREED UPON)
204,RELEASE DATE (CUSTOMS)
205,SETTLEMENT DATE
205,TRANSMITTED
206,END DATE/TIME
206,STATUS (OUTSIDE PROCESSOR)
207,COMMENCED PUMPING BALLAST DATE/TIME
207,STATUS (COMMERCIAL)
208,"DEPARTURE DATE/TIME, ULTIMATE"
208,LOT NUMBER EXPIRATION
209,CONTRACT PERFORMANCE START
209,VALUE DATE
21,CHARGE BACK
21,CHARGE BACK DATE/TIME
210,CONTRACT PERFORMANCE DELIVERY
210,REINSURANCE CURRENT ACCOUNT PERIOD
211,360/30
211,SERVICE REQUESTED
212,360/28-31
212,RETURNED TO CUSTOMER
213,365-6/30
213,ADJUSTMENT TO BILL DATED
214,365-6/28-31
214,DATE OF REPAIR/SERVICE
215,365/28-31
215,INTERRUPTION START
216,365/30
216,INTERRUPTION END
217,FROM DATE OF AWARD TO LATEST DELIVERY
217,SPUD
218,AUTHENTICATION/VALIDATION DATE/TIME
218,INITIAL COMPLETION
219,CROSSBORDER DATE/TIME
219,PLUGGED AND ABANDONED
22,FREIGHT BILL
22,FREIGHT BILL DATE/TIME
220,PENALTY
221,INTEREST PERIOD
221,PENALTY BEGIN
222,BIRTH
222,"PRESENTATION DATE, LATEST"
223,BIRTH CERTIFICATE
223,"DELIVERY DATE/TIME, DEFERRED"
224,ADOPTION
224,PERMIT TO ADMIT DATE
225,CERTIFICATION OF WEIGHT DATE/TIME
225,CHRISTENING
226,DISCREPANCY DATE/TIME
226,LEASE COMMENCEMENT
227,BENEFICIARY'S BANKS DUE DATE
227,LEASE TERM START
228,"DEBIT VALUE DATE, REQUESTED"
228,LEASE TERM END
229,HOSES CONNECTED DATE/TIME
229,RENT START
23,PROMOTION ORDER - START
230,HOSES DISCONNECTED DATE/TIME
230,INSTALLATION
231,"ARRIVAL DATE/TIME, EARLIEST"
231,PROGRESS PAYMENT
232,"ARRIVAL DATE/TIME, SCHEDULED"
232,CLAIM STATEMENT PERIOD START
233,"ARRIVAL DATE/TIME, ULTIMATE"
233,CLAIM STATEMENT PERIOD END
234,"COLLECTION DATE/TIME, EARLIEST"
234,SETTLEMENT DATE
235,"COLLECTION DATE/TIME, LATEST"
235,DELAYED BILLING (NOT DELAYED PAYMENT)
236,COMPLETED PUMPING BALLAST DATE/TIME
236,LENDER CREDIT CHECK
237,COMPLETED TANK CLEANING DATE/TIME
237,STUDENT SIGNED
238,SCHEDULE RELEASE
238,TANKS ACCEPTED DATE/TIME
239,BASELINE
239,TANKS INSPECTED DATE/TIME
24,PROMOTION ORDER - END
240,BASELINE START
240,REINSURANCE ACCOUNTING PERIOD
241,BASELINE COMPLETE
241,FROM DATE OF AWARD TO EARLIEST DELIVERY
242,ACTUAL START
242,PREPARATION DATE/TIME OF DOCUMENT
243,ACTUAL COMPLETE
243,TRANSMISSION DATE/TIME OF DOCUMENT
244,ESTIMATED START
244,"SETTLEMENT DATE, PLANNED"
245,ESTIMATED COMPLETION
245,UNDERWRITING YEAR
246,ACCOUNTING YEAR
246,START NO EARLIER THAN
247,START NO LATER THAN
247,YEAR OF OCCURRENCE
248,FINISH NO LATER THAN
248,LOSS DATE
249,CASH CALL DATE
249,FINISH NO EARLIER THAN
25,PROMOTION SHIP - START
250,MANDATORY (OR TARGET) START
250,RE-EXPORTATION DATE
251,MANDATORY (OR TARGET) FINISH
251,RE-IMPORTATION DATE
252,ARRIVAL DATE/TIME AT INITIAL PORT
252,EARLY START
253,DEPARTURE DATE/TIME FROM LAST PORT OF CALL
253,EARLY FINISH
254,LATE START
254,REGISTRATION DATE OF PREVIOUS CUSTOMS DECLARATION
255,AVAILABILITY DUE DATE
255,LATE FINISH
256,SCHEDULED START
257,CALCULATION DATE
257,SCHEDULED FINISH
258,GUARANTEE DATE (CUSTOMS)
258,ORIGINAL EARLY START
259,CONVEYANCE REGISTRATION DATE
259,ORIGINAL EARLY FINISH
26,PROMOTION SHIP - END
260,REST DAY
260,VALUATION DATE (CUSTOMS)
261,RELEASE DATE/TIME
261,REST START
262,CLOSURE DATE/TIME/PERIOD
262,REST FINISH
263,HOLIDAY
263,INVOICING PERIOD
264,HOLIDAY START
264,RELEASE FREQUENCY
265,DUE DATE
265,HOLIDAY FINISH
266,BASE
266,VALIDATION DATE
267,RATE/PRICE DATE/TIME
267,TIMENOW
268,END DATE OF SUPPORT
268,TRANSIT TIME/LIMITS
269,DATE ACCOUNT MATURES
269,POSITIONING DATE/TIME OF CONTAINER
27,PROMOTION REQUESTED DELIVERY - START
270,DATE FILED
270,SHIP DURING DATE
271,PENALTY END
271,SHIP ON OR ABOUT DATE
272,DOCUMENTARY CREDIT PRESENTATION PERIOD
272,EXIT PLANT DATE
273,LATEST ON BOARD CARRIER DATE
273,VALIDITY PERIOD
274,FROM DATE OF ORDER RECEIPT TO SAMPLE READY
274,REQUESTED DEPARTURE DATE
275,APPROVED
275,FROM DATE OF TOOLING AUTHORIZATION TO SAMPLE READY
276,CONTRACT START
276,FROM DATE OF RECEIPT OF TOOLING AIDS TO SAMPLE READY
277,CONTRACT DEFINITION
277,FROM DATE OF SAMPLE APPROVAL TO FIRST PRODUCT SHIPMENT
278,FROM DATE OF ORDER RECEIPT TO SHIPMENT
278,LAST ITEM DELIVERY
279,CONTRACT COMPLETION
279,FROM DATE OF ORDER RECEIPT TO DELIVERY
28,PROMOTION REQUESTED DELIVERY - END
280,DATE COURSE OF ORTHODONTICS TREATMENT BEGAN OR IS EXPECTED TO BEG
280,FROM LAST BOOKED ORDER TO DELIVERY
281,DATE OF ORDER LEAD TIME
281,OVER TARGET BASELINE MONTH
282,CONFIRMATION DATE LEAD TIME
282,PREVIOUS REPORT
283,ARRIVAL DATE/TIME OF TRANSPORT LEAD TIME
283,FUNDS APPROPRIATION - START
284,BEFORE INVENTORY IS REPLENISHED BASED ON STOCK CHECK LEAD
284,FUNDS APPROPRIATION - END
285,EMPLOYMENT OR HIRE
285,INVITATION TO TENDER DATE/TIME
286,RETIREMENT
286,TENDER SUBMISSION DATE/TIME
287,CONTRACT AWARD DATE/TIME
287,MEDICARE
288,CONSOLIDATED OMNIBUS BUDGET RECONCILIATION ACT (COBRA)
288,PRICE BASE DATE/TIME
289,PREMIUM PAID TO DATE
29,PROMOTION PERFORMANCE - START
290,CONTRACTUAL START DATE/TIME
290,COORDINATION OF BENEFITS
291,PLAN
291,"START DATE/TIME, PLANNED"
292,BENEFIT
292,"WORKS COMPLETION DATE/TIME, PLANNED"
293,EDUCATION
293,"WORKS COMPLETION DATE/TIME, ACTUAL"
294,EARNINGS EFFECTIVE DATE
294,"HAND OVER DATE/TIME, PLANNED"
295,"HAND OVER DATE/TIME, ACTUAL"
295,PRIMARY CARE PROVIDER
296,INITIAL DISABILITY PERIOD RETURN TO WORK
296,RETENTION RELEASE DATE/TIME
297,INITIAL DISABILITY PERIOD LAST DAY WORKED
297,"RETENTION RELEASE DATE/TIME, PARTIAL"
298,ESCALATION START DATE
298,LATEST ABSENCE
299,ILLNESS
299,PRICE ADJUSTMENT START DATE
3,INVOICE
3,INVOICE DATE/TIME
30,PROMOTION PERFORMANCE - END
300,ENROLLMENT SIGNATURE DATE
300,PRICE ADJUSTMENT LIMIT DATE
301,CONSOLIDATED OMNIBUS BUDGET RECONCILIATION ACT (COBRA) QUALIFYING
301,VALUE DATE OF INDEX
302,MAINTENANCE
302,PUBLICATION DATE
303,ESCALATION DATE
303,MAINTENANCE EFFECTIVE
304,LATEST VISIT OR CONSULTATION
304,PRICE ADJUSTMENT DATE
305,LATEST PRICE ADJUSTMENT DATE
305,NET CREDIT SERVICE DATE
306,ADJUSTMENT EFFECTIVE DATE
306,WORK PERIOD
307,ELIGIBILITY
307,PAYMENT INSTRUCTION DATE/TIME
308,PAYMENT VALUATION PRESENTATION DATE/TIME
308,PRE-AWARD SURVEY
309,BLANKS VALUE DATE
309,PLAN TERMINATION
31,PROMOTION INVOICE PERFORMANCE - START
310,DATE OF CLOSING
310,RECEIVED DATE/TIME
311,LATEST RECEIVING DATE/CUTOFF DATE
311,ON
312,SALARY DEFERRAL
312,SHIP NOT BEFORE AND NOT AFTER DATE/TIME
313,CYCLE
313,ORDER TO PROCEED DATE
314,DISABILITY
314,PLANNED DURATION OF WORKS
315,AGREEMENT TO PAY DATE
315,OFFSET
316,PRIOR INCORRECT DATE OF BIRTH
316,VALUATION DATE/TIME
317,CORRECTED DATE OF BIRTH
317,REPLY DATE
318,ADDED
318,REQUEST DATE
319,CUSTOMER VALUE DATE
319,FAILED
32,PROMOTION INVOICE PERFORMANCE - END
320,DATE FORECLOSURE PROCEEDINGS INSTITUTED
320,DECLARATION REFERENCE PERIOD
321,PROMOTION DATE/PERIOD
321,PURCHASED
322,ACCOUNTING PERIOD
322,PUT INTO SERVICE
323,HORIZON PERIOD
323,REPLACED
324,PROCESSING DATE/PERIOD
324,RETURNED
325,DISBURSEMENT DATE
325,TAX PERIOD
326,CHARGE PERIOD
326,GUARANTEE DATE
327,INSTALMENT PAYMENT DUE DATE
327,QUARTER ENDING
328,CHANGED
328,PAYROLL DEDUCTION DATE/TIME
329,BIRTH DATE/TIME
329,TERMINATED
33,PROMOTION FLOOR STOCK PROTECT - START
330,JOINED EMPLOYER DATE
330,REFERRAL DATE
331,CONTRIBUTIONS CEASING DATE/TIME
331,EVALUATION DATE
332,CONTRIBUTION PERIOD END DATE/TIME
332,PLACEMENT DATE
333,INDIVIDUAL EDUCATION PLAN (IEP)
333,PART-TIME WORKING CHANGE DATE/TIME
334,RE-EVALUATION DATE
334,STATUS CHANGE DATE/TIME
335,CONTRIBUTION PERIOD START DATE/TIME
335,DISMISSAL DATE
336,EMPLOYMENT BEGIN
336,SALARY CHANGE EFFECTIVE DATE
337,EMPLOYMENT END
337,LEFT EMPLOYER DATE
338,BENEFIT CHANGE DATE/TIME
338,MEDICARE BEGIN
339,CATEGORY CHANGE DATE/TIME
339,MEDICARE END
34,PROMOTION FLOOR STOCK PROTECT - END
340,CONSOLIDATED OMNIBUS BUDGET RECONCILIATION ACT (COBRA) BEGIN
340,JOINED FUND DATE/TIME
341,CONSOLIDATED OMNIBUS BUDGET RECONCILIATION ACT (COBRA) END
341,WAITING TIME
342,ON-BOARD DATE
342,PREMIUM PAID TO DATE BEGIN
343,PREMIUM PAID TO DATE END
344,COORDINATION OF BENEFITS BEGIN
345,COORDINATION OF BENEFITS END
345,DAYS OF OPERATION
346,LATEST CHECK-IN-TIME
346,PLAN BEGIN
347,PLAN END
347,SLAUGHTERING START DATE
348,BENEFIT BEGIN
348,PACKING START DATE
349,BENEFIT END
349,PACKING END DATE
35,DELIVERED
35,"DELIVERY DATE/TIME, ACTUAL"
350,EDUCATION BEGIN
350,TEST START DATE
351,EDUCATION END
351,INSPECTION DATE
352,PRIMARY CARE PROVIDER BEGIN
352,SLAUGHTERING END DATE
353,ACCOUNTING TRANSACTION DATE
353,PRIMARY CARE PROVIDER END
354,ACTIVITY PERIOD DATE RANGE
354,ILLNESS BEGIN
355,CONTRACTUAL DELIVERY DATE
355,ILLNESS END
356,ELIGIBILITY BEGIN
356,"SALES DATE, AND OR TIME, AND OR PERIOD"
357,CANCEL IF NOT PUBLISHED BY THIS DATE
357,ELIGIBILITY END
358,CYCLE BEGIN
358,SCHELDULED FOR DELIVERY ON OR AFTER
359,CYCLE END
359,SCHEDULED FOR DELIVERY ON OR BEFORE
36,EXPIRATION
36,EXPIRY DATE
360,INITIAL DISABILITY PERIOD START
360,SELL BY DATE
361,BEST BEFORE DATE
361,INITIAL DISABILITY PERIOD END
362,END AVAILABILITY DATE
362,OFFSET BEGIN
363,OFFSET END
363,TOTAL SHELF LIFE PERIOD
364,MINIMUM SHELF LIFE REMAINING AT TIME OF DESPATCH PERIOD
364,PLAN PERIOD ELECTION BEGIN
365,PACKAGING DATE
365,PLAN PERIOD ELECTION END
366,INVENTORY REPORT DATE
366,PLAN PERIOD ELECTION
367,DUE TO CUSTOMER
367,PREVIOUS METER READING DATE
368,LATEST METER READING DATE
368,SUBMITTAL
369,"DATE AND OR TIME OF HANDLING, ESTIMATED"
369,ESTIMATED DEPARTURE DATE
37,SHIP NOT BEFORE
37,SHIP NOT BEFORE DATE/TIME
370,ACTUAL DEPARTURE DATE
370,DATE WHEN CONTAINER EQUIPMENT BECOMES DOMESTIC
371,ESTIMATED ARRIVAL DATE
371,HYDROTEST DATE
372,ACTUAL ARRIVAL DATE
372,EQUIPMENT PRE-TRIP DATE
373,"MOORING, DATE AND TIME"
373,ORDER START
374,ORDER END
374,ROAD FUND TAX EXPIRY DATE
375,DATE OF FIRST REGISTRATION
375,DELIVERY START
376,BI-ANNUAL TERMINAL INSPECTION DATE
376,DELIVERY END
377,CONTRACT COSTS THROUGH
377,FEDERAL HIGH WAY ADMINISTRATION (FHWA) INSPECTION DATE
378,CONTAINER SAFETY CONVENTION (CSC) INSPECTION DATE
378,FINANCIAL INFORMATION SUBMISSION
379,BUSINESS TERMINATION
379,PERIODIC INSPECTION DATE
38,SHIP NO LATER
38,SHIP NOT LATER THAN DATE/TIME
380,APPLICANT SIGNED
380,DRAWING REVISION DATE
381,COSIGNER SIGNED
381,PRODUCT LIFESPAN AT TIME OF PRODUCTION
382,EARLIEST SALE DATE
382,ENROLLMENT
383,ADJUSTED HIRE
383,CANCEL IF NOT SHIPPED BY THIS DATE
384,CREDITED SERVICE
384,PREVIOUS INVOICE DATE
385,CREDITED SERVICE BEGIN
386,CREDITED SERVICE END
387,DEFERRED DISTRIBUTION
387,REPAIR TURNAROUND TIME
388,ORDER AMENDMENT BINDING DATE
388,PAYMENT COMMENCEMENT
389,CURE TIME
389,PAYROLL PERIOD
39,SHIP WEEK OF
39,SHIP WEEK OF DATE
390,FROM DATE OF AWARD TO DELIVERY
390,PAYROLL PERIOD BEGIN
391,FROM DATE OF RECEIPT OF ITEM TO APPROVAL
391,PAYROLL PERIOD END
392,"EQUIPMENT COLLECTION OR PICK-UP DATE/TIME, EARLIEST"
392,PLAN ENTRY
393,"EQUIPMENT COLLECTION OR PICK-UP DATE/TIME, PLANNED"
393,PLAN PARTICIPATION SUSPENSION
394,"EQUIPMENT POSITIONING DATE/TIME, ACTUAL"
394,REHIRE
395,"EQUIPMENT POSITIONING DATE/TIME, ESTIMATED"
395,RETERMINATION
396,"EQUIPMENT POSITIONING DATE/TIME, REQUESTED"
396,TERMINATION
397,"EQUIPMENT POSITIONING DATE/TIME, ULTIMATE"
397,VALUATION
398,"GOODS COLLECTION OR PICK-UP DATE/TIME, PLANNED"
398,VESTING SERVICE
399,"GOODS POSITIONING DATE/TIME, EXPECTED"
399,VESTING SERVICE BEGIN
4,ORDER DATE/TIME
4,PURCHASE ORDER
40,STATUS (AFTER AND INCLUDING)
400,"CARGO RELEASE DATE/TIME, ULTIMATE"
400,VESTING SERVICE END
401,CONTAINER SAFETY CONVENTION (CSC) PLATE EXPIRATION DATE
401,DUPLICATE BILL
402,ADJUSTMENT PROMISED
402,DOCUMENT RECEIVED DATE/TIME
403,ADJUSTMENT PROCESSED
403,"DISCHARGE DATE/LTIME, ACTUAL"
404,"LOADING DATE/TIME, ACTUAL"
404,YEAR ENDING
405,"EQUIPMENT COLLECTION OR PICK-UP DATE/TIME, ACTUAL"
405,PRODUCTION
406,"GOODS POSITIONING DATE/ITME, PLANNED"
406,MATERIAL CLASSIFICATION
407,DOCUMENT REQUESTED DATE/TIME
408,EXPECTED CONTAINER HIRE FROM DATE/TIME
408,WEIGHED
409,DATE OF DEED IN LIEU
409,"ORDER COMPLETION DATE/TIME, ULTIMATE"
41,STATUS (PRIOR AND INCLUDING)
410,DATE OF FIRM COMMITMENT
410,"EQUIPMENT REPAIR READY DATE/TIME, ULTIMATE"
411,"CONTAINER STUFFING DATE/TIME, ULTIMATE"
411,EXPIRATION DATE OF EXTENSION TO FORECLOSE
412,"CONTAINER STRIPPING DATE/TIME, ULTIMATE"
412,DATE OF NOTICE TO CONVEY
413,DATE OF RELEASE OF BANKRUPTCY
413,DISCHARGE AND LOADING COMPLETED DATE/TIME
414,EQUIPMENT STOCK CHECK DATE/TIME
414,OPTIMISTIC EARLY START
415,ACTIVITY REPORTING DATE
415,OPTIMISTIC EARLY FINISH
416,OPTIMISTIC LATE START
416,SUBMISSION DATE
417,OPTIMISTIC LATE FINISH
417,PREVIOUS BOOKING DATE/TIME
418,MINIMUM SHELF LIFE REMAINING AT TIME OF RECEIPT
418,MOST LIKELY EARLY START
419,FORECAST PERIOD
419,MOST LIKELY EARLY FINISH
42,SUPERSEDED
42,SUPERSEDED DATE/TIME
420,MOST LIKELY LATE START
420,"UNLOADED, DATE AND TIME"
421,ESTIMATED ACCEPTANCE DATE
421,MOST LIKELY LATE FINISH
422,DOCUMENTARY CREDIT ISSUE DATE
422,PESSIMISTIC EARLY START
423,FIRST DATE OF ORDERING
423,PESSIMISTIC EARLY FINISH
424,LAST DATE OF ORDERING
424,PESSIMISTIC LATE START
425,ORIGINAL POSTING DATE
425,PESSIMISTIC LATE FINISH
426,FIRST PAYMENT DUE
426,REINSURANCE PAYMENT FREQUENCY
427,ADJUSTED AGE
427,FIRST INTEREST PAYMENT DUE
428,ORIGINAL ISSUE AGE
428,SUBSEQUENT INTEREST PAYMENT DUE
429,COVERAGE DURATION
429,IRREGULAR INTEREST PAYMENT DUE
43,PUBLICATION
430,COVERAGE ISSUE DATE
430,GUARANTOR RECEIVED
431,FLAT EXTRA PERIOD
431,ONSET OF CURRENT SYMPTOMS OR ILLNESS
432,PAID OT DATE
432,SUBMISSION
433,REINSURANCE COVERAGE DURATION
433,REMOVED
434,MATURITY DATE
434,STATEMENT
435,ADMISSION
435,REINSURANCE ISSUE AGE
436,INSURANCE CARD
436,REINSURANCE PAID-UP DATE
437,BENEFIT PERIOD
437,SPOUSE RETIREMENT
438,DISABILITY WAIT PERIOD
438,ONSET OF SIMILAR SYMPTOMS OR ILLNESS
439,ACCIDENT
439,DEFERRED PERIOD
44,AVAILABILITY
44,SETTLEMENT DATE AS SPECIFIED BY THE ORIGINATOR
440,DOCUMENTARY CREDIT AMENDMENT DATE
440,RELEASE OF INFORMATION
441,PRIOR PLACEMENT
442,DATE OF DEATH
443,PEER REVIEW ORGANIZATION (PRO) APPROVED STAY
444,FIRST VISIT OR CONSULTATION
445,INITIAL PLACEMENT
446,REPLACEMENT
447,OCCURRENCE
448,OCCURRENCE SPAN
449,OCCURRENCE SPAN FROM
45,COMPLILATION DATE AND TIME
45,ENDORSEMENT DATE
450,OCCURRENCE SPAN TO
451,INITIAL FEE DUE
452,APPLIANCE PLACEMENT
453,ACUTE MANIFESTATION OF A CHRONIC CONDITION
454,INITIAL TREATMENT
455,LAST X-RAY
456,SURGERY
457,CONTINUOUS PASSIVE MOTION (CPM)
458,CERTIFICATION
459,NURSING HOME FROM
46,CANCELLATION DATE
46,FIELD FAILURE
460,NURSING HOME TO
461,LAST CERTIFICATION
462,DATE OF LOCAL OFFICE APPROVAL OF CONVEYANCE OF OCCUPIED
463,BEGIN THERAPY
464,OXYGEN THERAPY FROM
465,OXYGEN THERAPY TO
466,OXYGEN THERAPY
467,SIGNATURE
468,PRESCRIPTION FILL
469,PROVIDER SIGNATURE
47,FUNCTIONAL TEST
47,STATISTICAL TIME SERIES DATE
470,DATE OF LOCAL OFFICE CERTIFICATION OF CONVEYANCE OF DAMAGED REAL
471,PRESCRIPTION
472,SERVICE
473,MEDICAID BEGIN
474,MEDICAID END
475,MEDICAID
476,PEER REVIEW ORGANIZATION (PRO) APPROVED STAY FROM
477,PEER REVIEW ORGANIZATION (PRO) APPROVED STAY TO
478,PRESCRIPTION FROM
479,PRESCRIPTION TO
48,DURATRION
48,SYSTEM TEST
480,ARTERIAL BLOOD GAS TEST
481,OXYGEN SATURATION TEST
482,PREGNANCY BEGIN
483,PREGNANCY END
484,LAST MENSTRUAL PERIOD
485,INJURY BEGIN
486,INJURY END
487,NURSING HOME
488,COLLATERAL DEPENDENT
489,COLLATERAL DEPENDENT BEGIN
49,DELIVER NOT BEFORE AND NOT AFTER DATES
49,PROTOTYPE TEST
490,COLLATERAL DEPENDENT END
491,SPONSORED DEPENDENT
492,SPONSORED DEPENDENT BEGIN
