Value,Description
A06,ADDRESS CORRECTED - DELIVERY ATTEMPT
A07,REFUSED BY CONSIGNEE
A08,NOT IN ON DELIVERY COMPLETED
A09,DAMAGED - DELIVERY COMPLETED
A10,DAMAGED - DELIVERY NOT COMPLETED
A11,BUSINESS CLOSED
A12,PACKAGE SORTED TO WRONG ROUTE
A13,OTHER
A14,RETURNED TO SHIPPER
A15,BUSINESS ON STRIKE
A16,PAYMENT RECEIVED
A17,CUSTOMER REQUESTED FUTURE DELIVERY
A18,MISSORT
A19,RESTRICTED ARTICLES INCOMPATIBLE
A20,RESTRICTED ARTICLES UNACCEPTABLE
A21,BULK PLANE
A22,PACKAGE MISSED INBOUND PLANE AT ORIGIN STATION
A23,CUSTOMER DROPPED OFF PACKAGE AFTER AIRCRAFT DEPART
A24,ACCIDENT
A25,PACKAGE RECEIVED AT DESTINATION STATION WITHOUT AIRBILL
A26,CONSIGNEE RELATED
A27,DRIVER RELATED
A28,PACKAGE MISSORTED DURING AIRCRAFT UNLOAD
A29,HOLD CHANGED TO DELIVERY PACKAGE
A30,MECHANICAL BREAKDOWN
A31,ARRIVED IN STATION AFTER COURIER DISPATCH
A32,AIRCRAFT ARRIVED LATE IN HUB
A33,OTHER CARRIER-RELATED
A34,PACKAGE SHIPPED FROM OVERGOODS
A36,HOLDING IN OVERGOODS
A37,DAMAGED REWRAPPED IN HUB
A38,DETACHED AIRBILL
A39,PREVIOUS STOP
A40,SHIPPER RELATED
A41,STANDARD AIR PACKAGE
A42,HOLIDAY - CLOSED
A43,WEATHER OR NATURAL DISASTER RELATED
A45,DELIVERY NOT COMPLETED
A46,RECIPIENT UNAVAILABLE -- DELIVERY DELAYED
A49,ODA/CARTAGE AGENT
A50,IMPROPER INTERNATIONAL PAPERWORK
A51,CARRIER KEYING ERROR
A52,NO REQUESTED ARRIVAL DATE
A53,SHIPPER CHANGED SCHEDULED SHIPMENT DATE
A55,HOLD DUE TO CUSTOMS/DOCUMENTATION
A58,UNABLE TO CONTACT RECIPIENT FOR BROKER INFORMATION
A59,HOLD AT LOCATION
A61,INTERNATIONAL MANIFEST
A63,PUERTO RICAN TAX AUTHORITIES HOLDING PACKAGE
A64,NON-FEC BROKER ADVISED
A65,CUSTOMS RELEASE
A73,PACKAGE DELIVERED BEFORE COMMITMENT
A74,PACKAGE DELIVERED AFTER COMMITMENT
A75,INVALID ACCOUNT FORMAT
A76,ACCOUNT NOT FOUND
A77,NAME SPECIFIED DOES NOT MATCH ACCOUNT
A78,"ITEM OR SERVICE ALREADY ESTABLISHED, CANNOT ADD"
A79,"ITEM OR SERVICE NOT ESTABLISHED, CANNOT MODIFY"
A80,ITEM OR SERVICE NOT AVAILABLE
A81,ITEM OR SERVICE NOT AVAILABLE ON REQUESTED DATE
A82,ADDRESS SPECIFIED DOES NOT MATCH ACCOUNT
A83,UNAUTHORIZED OR INVALID ACTION
A84,CIVIL EVENT RELATED DELAY
A85,CUSTOMER-REQUESTED EARLY DELIVERY
A91,EXCEEDS SERVICE LIMITATIONS
A95,PAST CUTOFF TIME
A96,INSUFFICIENT PICKUP TIME
A98,MISSED PICKUP
A99,ALTERNATE CARRIER DELIVERED
ABN,ABNORMAL
ACC,ACTUAL CONTRACTOR-CAUSED DELAY
ACD,ANTICIPATED CONTRACTOR-CAUSED DELAY
AFR,ASSIGNMENT FORM REQUIRED
AGC,ACTUAL GOVERNMENT-CAUSED DELAY
AGD,ANTICIPATED GOVERNMENT-CAUSED DELAY
ANA,AGENT NOT APPOINTED
ANL,AGENT NOT LICENSED
API,APPLICATION INCOMPLETE
B01,RECONSIGNED
B02,APPOINTMENT OR PRE-ARRANGED DELIVERY DATE
B03,TRAP FOR CUSTOMER
B04,HELD FOR PAYMENT
B05,HELD FOR CONSIGNEE
B06,"CONSIGNEE CLOSED (INVENTORY, VACATION, ETC.)"
B07,DOCK PICKUP
B08,IMPROPER UNLOADING FACILITY OR EQUIPMENT
B09,RECEIVING TIME RESTRICTED
B10,ORDER NOTIFY
B11,HELD FOR PROTECTIVE SERVICE
B12,CONNECTING LINE OR CARTAGE PICKUP
B13,HELD PER SHIPPER
B14,MISSING DOCUMENTS
B15,BORDER CLEARANCE
B16,ROAD CONDITIONS
B17,DID NOT COMPLETE SECONDARY SCHOOL
B18,STANDARD HIGH SCHOOL DIPLOMA
B19,ADVANCED OR HONORS DIPLOMA
B20,VOCATIONAL/TECHNICAL PREPARATORY DIPLOMA
B21,SPECIAL EDUCATION DIPLOMA
B22,CERTIFICATE OF COMPLETION OR ATTENDANCE
B23,SPECIAL CERTIFICATE OF COMPLETION
B24,GENERAL EDUCATION DEVELOPMENT DIPLOMA (GED)
B25,OTHER HIGH SCHOOL EQUIVALENCY DIPLOMA
B26,INTERNATIONAL DIPLOMA OR CERTIFICATE (SUCH AS INTERNATIONAL BACCA
B27,STUDENT IS ELIGIBLE TO CONTINUE OR RETURN OR BOTH
B28,STUDENT IS ON SUSPENSION OR DISMISSAL
B29,STUDENT IS EXPELLED (FROM PREK - GRADE 12)
B30,CURRENTLY ENROLLED BUT COURSES IN PROGRESS NOT INCLUDED
B31,NOT CURRENTLY ENROLLED
B32,PREVIOUS ENROLLMENT. USED FOR ENTRY OR EXIT OR BOTH AT SCHOOL OTH
B33,UNREPORTED - INFORMATION IS NOT AVAILABLE IN RECORD
B34,CURRENTLY ENROLLED AND COURSES IN PROGRESS ARE INCLUDED
B35,HIGHEST HONORS
B36,SECOND HIGHEST HONORS
B37,THIRD HIGHEST HONORS
B38,DROPPED
B39,ACADEMIC PROBATION
B40,SUSPENDED
B41,REQUESTED RECORD WILL NOT BE SENT; CANNOT IDENTIFY STUDENT
B42,REQUESTED RECORD WILL NOT BE SENT ELECTRONICALLY; PAPER COPY WILL
B43,REQUESTED RECORD WILL NOT BE SENT; HAVE STUDENT CONTACT US
B44,PART OF REQUESTED RECORD BEING SENT; REMAINDER TO BE SENT BY HARD
B45,REQUESTED RECORD WILL NOT BE SENT; NO RECORD OF STUDENT
B46,REQUESTED RECORD WILL NOT BE SENT; DEGREE OR DIPLOMA NOT YET AWAR
B47,REQUESTED RECORD WILL NOT BE SENT; INSTITUTIONAL POLICY REQUIRES
B48,RECORD BEING SENT AT REQUEST OF STUDENT
B49,RECORD BEING SENT TO REPLACE ONE PREVIOUSLY SENT
B50,REQUESTED RECORD BEING SENT
B51,STUDENT ON SUSPENSION OR DISMISSAL; ELIGIBLE TO APPLY FOR RE-ENTR
B52,"ACCORDING TO ESTABLISHED REGULATIONS OR STATUTES, THE STUDENT IS"
B53,STUDENT QUALIFIES FOR SPECIAL SERVICES
B54,PASSED PROFICIENCY TEST
B55,PASSED SCREENING
B56,BETTER FEATURES
B57,RATING CHANGED
BPR,BETTER PERFORMANCE
BW2,BOTTOM WELL CANNOT HANDLE TWO OR MORE UNITS
BWL,BOTTOM WELL CANNOT HANDLE UNIT ASSIGNED BECAUSE OF LENGTH
BWT,BOTTOM WELL CANNOT HANDLE UNIT ASSIGNED BECAUSE OF TYPE
BWW,BOTTOM WELL CANNOT HANDLE UNIT ASSIGNED BECAUSE OF WIDTH
C01,WAITING FOR CUSTOMER PICKUP
C02,CREDIT HOLD
C03,SUSPENDED AT CUSTOMER REQUEST
C04,CUSTOMER VACATION
C05,CUSTOMER STRIKE
C06,WAITING SHIPPING INSTRUCTIONS
C07,WAITING FOR CUSTOMER SPECIFIED CARRIER
C08,COLLECT ON DELIVERY REQUIRED
C09,CASH NOT AVAILABLE FROM CONSIGNEE
C10,CUSTOMS (IMPORT/EXPORT)
C11,NO REQUESTED ARRIVAL DATE PROVIDED TO CARRIER BY SHIPPER
C12,NO REQUESTED ARRIVAL TIME PROVIDED TO CARRIER BY SHIPPER
C13,LOAN PAID IN FULL
C14,"LOAN REFINANCED, INSURED BY INSURER RECEIVING REPORT"
C15,"LOAN REFINANCED, INSURED BY OTHER INSURANCE CARRIER"
C16,"LOAN REFINANCED, NO INSURANCE REQUIRED"
C17,COVERAGE NO LONGER REQUIRED
C18,NO OUTSTANDING COMMITMENTS
C19,COURT PROBATION
C20,COMPLETE
CBD,CHANGED BROKER DEALER
CDE,CLEARANCE TO DESTINATION EXCEEDED
CHA,CHANGED AGENT
CIE,CONFLICT OF INTEREST EXISTS
CIM,CHECK IN MAIL
CLA,COLLATERAL ASSIGNMENT
CLP,CONTRACT OR LOST POLICY STATEMENT REQUIRED
CLR,CLEAR - NO MOTOR VEHICLE VIOLATIONS
COS,COSMETIC
D01,CARRIER DISPATCH ERROR
D02,DRIVER NOT AVAILABLE
D03,STUDENT HAS ATTENDED A NONPUBLIC SCHOOL OR HOME EDUCATION PROGRAM
D04,STUDENT WAS RECEIVED FROM ANOTHER ATTENDANCE REPORTING UNIT IN TH
D05,STUDENT WAS RECEIVED FROM A SCHOOL IN THE SAME DISTRICT
D06,STUDENT WAS RECEIVED FROM ANOTHER PUBLIC SCHOOL OUTSIDE THE DISTR
D07,STUDENT WAS RECEIVED FROM A NONPUBLIC SCHOOL EITHER IN OR OUT OF
D08,STUDENT UNEXPECTEDLY REENTERED THE SAME SCHOOL AFTER WITHDRAWING
D09,STUDENT WAS EXPECTED TO ATTEND A SCHOOL BUT DID NOT ENTER AS EXPE
D10,"STUDENT WAS PROMOTED, RETAINED, OR TRANSFERRED TO ANOTHER ATTENDA"
D11,"STUDENT WAS PROMOTED, RETAINED, OR TRANSFERRED TO ANOTHER SCHOOL"
D12,STUDENT WITHDREW TO ATTEND ANOTHER PUBLIC SCHOOL IN THE SAME DIST
D13,STUDENT WITHDREW TO ATTEND ANOTHER PUBLIC SCHOOL IN- OR OUT-OF-ST
D14,STUDENT OVER COMPULSORY ATTENDANCE AGE LEFT SCHOOL VOLUNTARILY WI
D15,STUDENT GRADUATED FROM SCHOOL WITH A STANDARD DIPLOMA
D16,STUDENT GRADUATED FROM SCHOOL WITH A SPECIAL DIPLOMA
D17,STUDENT LEFT SCHOOL WITH A CERTIFICATE OF COMPLETION
D18,STUDENT LEFT SCHOOL WITH A SPECIAL CERTIFICATE OF COMPLETION
D19,STUDENT LEFT SCHOOL WITH A STATE GENERAL EDUCATION DEVELOPMENT (G
D20,STUDENT WITHDREW TO ATTEND A NON-PUBLIC SCHOOL OR HOME EDUCATION
D21,STUDENT WITHDREW FROM SCHOOL DUE TO HARDSHIP
D22,STUDENT HAS NOT ENTERED ANY SCHOOL IN THIS OR ANY OTHER STATE THI
D23,PREVIOUSLY ATTENDED OUT-OF-STATE PUBLIC SCHOOL BUT IS ENTERING A
D24,RETURNED TO REGULAR EDUCATION PROGRAM
D25,RECLASSIFIED FULLY ENGLISH PROFICIENT
D26,RETAINED IN CURRENT GRADE
D27,PLACED IN NEXT GRADE AFTER EXPECTED GRADE
D28,PLACED IN TRANSITIONAL PROGRAM (K-1)
D29,STATUS PENDING COMPLETION OF SUMMER SCHOOL (K-12)
D30,DECLINED SERVICES
D31,ADMINISTRATIVELY PLACED IN A HIGHER GRADE
D32,ACADEMICALLY PLACED IN A HIGHER GRADE
D33,PROMOTION STATUS NOT APPLICABLE
D34,PROMOTED
D50,DELAYED
D51,CURRENTLY APPLYING
D52,PREVIOUSLY APPLIED
D53,GRADUATE FROM A COLLEGE
D54,TRANSFER FROM A UNIVERSITY PROGRAM
D55,GRADUATE FROM A UNIVERSITY PROGRAM
D56,EXCHANGE STUDENT
D57,RETURNING STUDENT ADMITTED TO A NEW PROGRAM
D58,RETURNING STUDENT ADMITTED TO THE SAME PROGRAM
D59,RETURNING OR CONTINUING STUDENT CHANGING TO UNCLASSIFIED OR GENER
D60,CONTINUING STUDENT CHANGING TO A NEW PROGRAM
D61,SPECIAL PERMISSION
D62,GRADUATE FROM A TECHNICAL INSTITUTE
D63,TRANSFER FROM A COLLEGE
DEF,DEFERRED MAINTENANCE
EB1,DECEASED
EB2,DID NOT ATTEND THIS SEMESTER
EB3,WITHDRAWN
EB4,GRADUATED
EB5,NEVER ATTENDED
EB6,FULL-TIME ENROLLMENT
EB7,HALF-TIME ENROLLMENT
EB8,LESS THAN HALF-TIME ENROLLMENT
EB9,APPROVED LEAVE OF ABSENCE
EBA,NO RECORD FOUND
EBO,THREE-QUARTER TIME
ENR,EXPORT RELEASE NOT REQUIRED
ERR,EXPORT RELEASE REQUIRED
EXD,EXCESSIVE DIMENSION CANNOT BE ACCEPTED
EXT,ENROLLED AT EXTENSION
F73,NON-EXPRESS CLEARANCE DELAY
F74,INTERNATIONAL NON-CARRIER DELAY
FCS,FLATCAR SHORTAGE
FLE,FREE LUNCH ELIGIBLE
FRB,FAILED TO RELEASE BILLING
FZD,FREEZE DAMAGE
HIT,HIT - AT LEAST ONE MOTOR VEHICLE VIOLATION
HZM,HAZARDOUS MATERIAL PLACEMENT
IBF,IRREVOCABLE BENEFICIARY
IEP,INDIVIDUAL EDUCATION PROGRAM
INC,INCARCERATION
INF,INCOMPLETE - FINAL
INP,INCOMPLETE - IN PROGRESS
INS,INVESTMENT SELECTIONS
IOC,INVESTMENT OBJECTIVES CHANGED
IRS,INTERNAL REVENUE SERVICE LIEN
IV1,FAILED MATERIAL RETURNED FOR REPAIR
IV2,MATERIAL SHIPPED BETWEEN INTERMEDIATE POINTS
JOW,JOINT OWNERSHIP
JVP,JUVENILE POLICY
LEP,LIMITED ENGLISH PROFICIENT
LIQ,LIQUIDATED
LSH,LOAD SHIFTED
MAS,MULTIPLE ASSIGNMENTS
MEP,MIGRANT EDUCATION PROGRAM
MIN,MENTAL INCOMPETENCY
MP2,MIDDLE POSITION CANNOT HANDLE TWO OR MORE UNITS
MPL,MIDDLE POSITION CANNOT HANDLE UNIT ASSIGNED BECAUSE OF LENGTH
MPT,MIDDLE POSITION CANNOT HANDLE UNIT ASSIGNED BECAUSE OF TYPE
MPW,MIDDLE POSITION CANNOT HANDLE UNIT ASSIGNED BECAUSE OF WIDTH
MTC,MULTIPLE CONDITIONS
NGP,NEW GENERATION PRODUCT
NNM,NO NEW MONEY (IRA > 70 1/2)
NOR,NORMAL
NWD,NO WITHDRAWALS
P01,PROCESSING DELAY
P02,WAITING INSPECTION
P03,PRODUCTION FALLDOWN
P04,HELD FOR FULL CARRIER LOAD
P05,WAITING TEST RESULTS
P06,PRODUCER STRIKE
P07,PRODUCER VACATION
PAA,PENDING AGENT APPOINTMENT
PAL,PENDING AGENT LICENSE
POA,POWER OF ATTORNEY
REJ,REJECTED - INSUFFICIENT OR INCORRECT INFORMATION
RFM,RAILROAD FAILED TO MEET SCHEDULE
RFR,REPLACEMENT FORM REQUIRED
RLE,REDUCED PRICE LUNCH ELIGIBLE
RUN,REASON UNKNOWN
S01,DELIVERY SHORTAGE
SCH,SURRENDER CHARGES
SFR,SURRENDER FORM REQUIRED
SGR,SIGNATURE REQUIRED
SOW,SHIPMENT OVERWEIGHT
STM,STORM
T01,TRACTOR WITH SLEEPER CAR NOT AVAILABLE
T02,"TRACTOR, CONVENTIONAL, NOT AVAILABLE"
T03,TRAILER NOT AVAILABLE
T04,TRAILER NOT USABLE DUE TO PRIOR PRODUCT
T05,TRAILER CLASS NOT AVAILABLE
T06,TRAILER VOLUME NOT AVAILABLE
T07,INSUFFICIENT DELIVERY TIME
TDR,TRAIN DERAILMENT
THT,THEFT
TIL,TEMPORARY INCOME LOSS
TP2,TOP POSITION CANNOT HANDLE TWO OR MORE UNITS
TPL,TOP POSITION CANNOT HANDLE UNIT ASSIGNED BECAUSE OF LENGTH
TPT,TOP POSITION CANNOT HANDLE UNIT ASSIGNED BECAUSE OF TYPE
TPW,TOP POSITION CANNOT HANDLE UNIT ASSIGNED BECAUSE OF WIDTH
UCD,UNKNOWN CAUSE OF DELAY
UND,UNDETERMINED
VAN,VANDALISM
W01,OUT OF STOCK
W02,EQUIPMENT CUT
W03,BOOKING LOCATION REQUEST
W04,ON HOLD
W05,ORDER DISCREPANCY
W06,RECEIVING LOCATION REQUEST
W07,INVENTORY DISCREPANCY
W08,MATERIAL SHORTAGE
W09,SUBSTITUTION
W10,DIVERTED ITEM
W11,LOADING ERROR
W12,INBOUND CARRIER FAILURE
W13,PRODUCT ALLOCATION EXCEEDED
W14,IMPROPERLY SIZED ORDER
W15,WRONG EQUIPMENT
W16,INSUFFICIENT EQUIPMENT SPACE
WAD,WAITING APPLICATION DELIVERY
WLC,WEIGHT LIMIT OF CAR EXCEEDED
WLT,WEIGHT LIMIT OF TRUCK EXCEEDED
WLW,WEIGHT LIMIT OF WELL EXCEEDED
WTP,WAITING FOR PROOF
X10,ALTERNATIVE CAREER EXPLORATION
XX1,EDUCATOR IN ANOTHER DISTRICT
XX2,EDUCATOR IN ANOTHER STATE
XX3,EDUCATOR OUTSIDE U.S.
XX4,OTHER EDUCATIONAL OCCUPATION
XX5,NOT OFFERED REEMPLOYMENT
XX6,LONG TERM SUBSTITUTE
XX7,INTRA-DISTRICT TRANSFER FROM LICENSED POSITION TO NONLICENSED POS
XX8,NO ASSIGNMENT
XX9,STAFF REDUCTION
ZZZ,MUTUALLY DEFINED
