Value,Description
FP,FLAT RATE PER UNIT BILL
FR,FEDERAL ROYALTY
FS,FINANCIAL STATEMENT REPORT
FT,MATERIAL RETURNS
G1,NOMINATION
G2,REQUEST FOR CONFIRMATION
G3,CONFIRMATION RESPONSE
GA,GOVERNMENT FURNISHED MATERIAL INQUIRY ADVICE
GI,GOVERNMENT FURNISHED MATERIAL INQUIRY
GR,GARNISHMENT
GS,CREDIT REPORT
GT,DISABILITY NOTICE
GU,BLACK LUNG CLAIM
GV,CLAIM EXPERIENCE REPORT
GW,EMPLOYER'S REPORT
GX,LONGSHORE REPORT
GY,UNIT REPORT
HA,HAZARDOUS WASTE REPORT
HB,DISCHARGE MONITORING REPORT
HC,RISK MANAGEMENT PLAN
HD,SELF MONITORING REPORT
HE,HAZARDOUS AIR POLLUTANT INVENTORY REPORT
HF,STATIONARY POINT SOURCE INVENTORY REPORT
HG,TOXIC RELEASE INVENTORY REPORT
HP,HORSEPOWER EQUALIZATION BILL
HX,HANDLING CARRIER AGREEMENT UPDATE
I1,IN-AD COUPON NOTIFICATION
IA,INVENTORY
IB,INSTALLATION FINAL BILL
IC,INSURANCE COVERAGE NOTIFICATION
ID,EMPLOYERS REPORT OF DISABILITY
IE,INDIAN ROYALTY
IF,"MATERIAL, ENGINEERING, INSTALLATION, FINAL BILL"
II,INTERFUND TRANSFER IN
IM,INCIDENT NOTICE
IN,INQUIRY
IO,INTERFUND TRANSFER OUT
IR,"INSTALLATION, RIGHT TO USE, FINAL BILL"
IU,"MATERIAL, INSTALLATION, RIGHT TO USE, FINAL BILL"
IW,WORKERS COMPENSATION REPORT OF INJURY OR ILLNESS
IX,INTERCHANGE UPDATE
IZ,INVESTMENT FEES
JM,MAINTENANCE AND OPERATIONS BILL
JO,JOINT FACILITY MISCELLANEOUS BILL OR OTHER
JR,RENTAL BILL
JS,JUNCTION SETTLEMENT UPDATE
JU,JUDGMENT
JX,JUNCTION UPDATE
KB,TERMINATION FOR DEFAULT
KC,DEFINITIZATION OF CONTRACT
KD,DEFINITIZATION OF ORDER
KE,EXERCISE OF OPTION
KF,INTENT TO EXERCISE OPTION
KG,ADMINISTRATIVE CHANGE
KH,CHANGE ORDER
KI,SUPPLEMENTAL AGREEMENT
KJ,AMENDED SHIPPING INSTRUCTIONS
KK,PROVISIONED ITEM
KL,WITHDRAWAL OF OFFER
KM,ADDITIONS TO GENERAL PROVISIONS
KN,REQUEST FOR PRICE QUOTE
KS,ADDITION TO SOLICITATION MAILING LIST
KT,TERMINATION FOR CONVENIENCE
LC,DUE-IN RECONCILIATION INQUIRY
LD,LOAN DISTRIBUTION
LE,LOAN REPAYMENT EXPENSE
LF,LANDED COSTS
LN,LOSS NOTIFICATION
LO,LOAN REPAYMENT TO PRINCIPAL ONLY
LP,LOAN REPAYMENT
LR,LOGISTICS REASSIGNMENT
LV,LEVY
M1,MANUFACTURER COUPON NOTIFICATION
MA,MAILING LIST
MB,MAINTENANCE TO BUSINESS TAXPAYER REGISTRATION
MC,MATERIAL CREDIT INVOICE
MD,MARKET DEVELOPMENT FUND
ME,MEMORANDUM
MF,"MATERIAL, ENGINEERING, FINAL BILL"
MI,"MATERIAL, INSTALLATION, FINAL BILL"
ML,MEMBERSHIP LIST
MM,"MULTIPLE SHIPPERS, MULTIPLE CONSIGNEES"
MP,MISE EN PLACE (IN PLACE)
MR,"MATERIAL, RIGHT TO USE, FINAL BILL"
MS,MATERIAL FINAL BILL
MU,MULTIFAMILY PROGRAM
N1,BILATERAL
N2,NOTICE OF ASSESSMENT
N3,NOTICE OF WARRANT
N4,NOTICE OF ADJUSTMENT
N5,NOTICE OF DETERMINATION
N6,NOTICE OF SETTLEMENT
N7,NOTICE OF RECORDED LIEN
N8,NOTICE OF DEFICIENCY
NA,MATERIAL RELEASE ORDER
NB,MATERIAL RELEASE INQUIRY
NC,MATERIAL RELEASE ORDER FORCED CLOSURE
ND,MATERIAL RELEASE CANCELLATION
NE,DISPOSAL RELEASE ORDER
NF,DISPOSAL RELEASE INQUIRY
NG,DISPOSAL RELEASE CANCELLATION
NH,DISPOSAL SHIPMENT CONFIRMATION INQUIRY
NI,REDISTRIBUTION ORDER
NJ,MATERIAL RELEASE CONFIRMATION
NK,MATERIAL RELEASE DENIAL
NL,MATERIAL RELEASE ADVICE
NM,DISPOSAL RELEASE CONFIRMATION
NO,NOTICE
NP,DISPOSAL RELEASE DENIAL
NQ,DISPOSAL RELEASE ADVICE
NR,MATERIAL RELEASE CANCELLATION ADVICE
NS,IN-TRANSIT
NT,DISPOSAL RELEASE CANCELLATION ADVICE
NU,INVENTORY ADJUSTMENT
OC,ON APPROVAL
OF,OFFER
OP,OPINION
OR,ORDER
P1,PRELIMINARY
PA,PROGRESS PAYMENT INVOICE
PB,PARTIAL BILL
PC,INVENTION REPORT
PD,PRODUCT ALLOCATION
PE,PLEADING
PF,PARTIAL ASSIGNMENT FILING
PG,PREMIUM ROUTING GUIDE
PH,PROSPECTIVE STUDENT INFORMATION
PI,PERSONAL INJURY BILL
PL,PLAN ALLOCATION
PM,PREMIUM PAYMENT
PO,PLAN TAKEOVER
PP,PREPAID INVOICE
PR,PRODUCT (OR SERVICE)
PS,POSTSECONDARY STUDENT ACADEMIC RECORD
PT,PLAN-TO-PLAN TRANSFER
PU,NOTICE OF CLAIM
PV,PROTEST OR RESPONSE TO CLAIM
PW,CLAIM DECISION
PX,WAGE VERIFICATION NOTICE
PZ,PURCHASE REPORT
Q1,SCHEDULED QUANTITY
Q2,SCHEDULED QUANTITY FOR OPERATOR
QA,COUPON REGULAR CLEARINGHOUSE INVOICE
QB,COUPON DIRECT RETAILER INVOICE
QC,COUPON CLEARINGHOUSE PAY DIRECT INVOICE
QD,PRODUCT QUALITY DEFICIENCY
QE,COUPON SCAN VALIDATE INVOICE
QF,SCAN VALIDATE ADJUSTMENT
QG,QUICK RESPONSE ROUTING GUIDE
QH,FULL COUPON REDEMPTION (NO ADJUSTMENTS)
QJ,ADJUSTED COUPON REDEMPTION
QK,COUPON REDEMPTION DETAIL
QL,ADJUSTMENTS TO PREVIOUS COUPON REDEMPTION
QP,COUPON QUICK PAY INVOICE
QR,PRODUCT QUALITY DEFICIENCY RESPONSE
R1,REQUEST FOR ENROLLMENT VERIFICATION
R2,RESPONSE TO REQUEST FOR ENROLLMENT VERIFICATION
R3,RESPONSE TO GARNISHMENT
R4,RELEASE OF GARNISHMENT
R5,RESPONSE TO LEVY
R6,RELEASE OF LEVY
R7,RESPONSE TO ORDER TO WITHHOLD
R8,RELEASE OF ORDER TO WITHHOLD
RA,REQUEST FOR CREDIT
RB,RIGHT TO USE
RC,REQUEST FOR QUOTE
RD,RETURNS DETAIL
RE,REBILL
RF,"MATERIAL, ENGINEERING, RIGHT TO USE, FINAL BILL"
RG,REVISED FINAL BILL
RH,REQUEST FOR ADDITIONAL FUNDS
RI,ROUTING INSTRUCTIONS
RJ,RESPONSE TO REQUEST FOR ROUTING INSTRUCTIONS
RK,REGISTRATION
RM,REMINDER TO FILE
RP,REPORTING
RQ,REQUEST
RS,RESPONSE - ADDITIONAL RESPONSE(S) AVAILABLE
RT,SPEND DOWN
RU,MEDICAL SERVICES RESERVATION
RZ,REMOVED FROM SOLICITATION MAILING LIST
S1,SPECIAL ROUTING GUIDE
S2,STANDARD ROUTING GUIDE
S3,SUPPLEMENTAL LOAN REPAYMENT
S4,SUBMISSION
SA,STAND-ALONE LEASE SCHEDULE
SB,SECOND NOTICE OF BALANCE DUE
SC,DEPRESCRIPTION
SD,SUPPLY PROCESS DEFICIENCY
SE,SPECIAL BILATERAL
SF,SINGLE FAMILY PROGRAM
SG,SAMPLE GOODS INVOICE
SH,SHIPMENT STATUS NOTIFICATION
SL,SUMMARY LEASE SCHEDULE
SM,"SINGLE SHIPPER, MULTIPLE CONSIGNEES"
SO,SPOT RATE
SP,SUPPLIER RATING
SQ,SCHEDULE QUERY
SR,SUPPLY PROCESS DEFICIENCY RESPONSE
SS,"SINGLE SHIPPER, SINGLE CONSIGNEE"
ST,STATE ROYALTY
SU,SURVEY
SV,SUPPLEMENTAL INVOICE
T1,REPORT SENT BY NATIONAL CENTER FOR EDUCATION STATISTICS (NCES)
T2,REPORT SENT TO NATIONAL CENTER FOR EDUCATION STATISTICS (NCES)
T3,COMMON CORE OF DATA (CCD) REPORT FROM THE NATIONAL CENTER FOR EDU
T4,COMMON CORE OF DATA (CCD) REPORT TO THE NATIONAL CENTER FOR EDUCA
T5,INTEGRATED POSTSECONDARY EDUCATION DATABASE SYSTEM (IPEDS) REPORT
T6,INTEGRATED POSTSECONDARY EDUCATION DATABASE SYSTEM (IPEDS) REPORT
T7,TRANSPORTATION INVOICE
T8,SALES INVOICE
T9,SERVICE REQUESTER LEVEL INVOICE
TD,SHIPMENT OR MOVEMENT DEFICIENCY
TF,TAX OR FEE EXEMPTION CERTIFICATION
TG,RECEIPT ACKNOWLEDGMENT INQUIRY
TH,RECEIPT ACKNOWLEDGMENT ADVICE
TI,DELINQUENT DUE-IN ADVICE
TJ,DELINQUENT DUE-IN INQUIRY
TK,DUE-IN RECONCILIATION ADVICE
TL,TOTAL LOSS EVALUATION
TP,TRADING PARTNER INFORMATION
TR,SHIPMENT OR MOVEMENT DEFICIENCY RESPONSE
TS,TRANSFER STATEMENT
TT,TESTING SERVICE REPORT
TX,REQUEST FOR TESTING SERVICE REPORT
U1,CONTRACT ABSTRACT
U2,SHIPMENT PERFORMANCE NOTICE
U4,ACCEPTANCE ALERT
U5,UPDATE
U9,CONTRACT PAYMENT NOTICE
UA,AMENDMENT FILING
UC,UNIFORM COMMERCIAL CODE FILING
UD,UNSALABLE DETAIL
UF,"MATERIAL, ENGINEERING, INSTALLATION, RIGHT TO USE, FINAL BILL"
UI,UNIFORM COMMERCIAL CODE FILING INQUIRY
UM,TERMINATION FILING
UO,ORIGINAL FILING
UP,UNSALABLE PRODUCT INVOICE
UR,UNIFORM COMMERCIAL CODE FILING RESPONSE TO INQUIRY
UT,CONTINUATION FILING
V1,CONTRACT COMPLETION REPORT
V2,NOMINATION QUICK RESPONSE
V3,CONFIRMATION RESPONSE QUICK RESPONSE
V4,PRE-DETERMINED ALLOCATION QUICK RESPONSE
VH,PUBLIC VOUCHER
VJ,COMMERCIAL INVOICE
VL,VIOLATION NOTICE
VM,VOLUNTARY MEDWATCH REPORT
VN,MANDATORY MEDWATCH REPORT
VO,MEDICAL DEVICE NEW BASELINE REPORT
VP,MEDICAL DEVICE ANNUAL BASELINE REPORT
VQ,USER FACILITY ANNUAL MEDICAL DEVICE REPORT
VR,ANNUAL CERTIFICATION OF MEDICAL DEVICE REPORT
W1,WEAPONS DATA CHANGE
W4,WEAPONS CONTROL REPORT
W5,WEAPONS CONTROL REPORT RECONCILIATION
WA,WORK ASSIGNMENT
WC,WORKERS COMPENSATION PROOF OF COVERAGE NOTIFICATION
WD,WITHDRAWAL
WH,ORDER TO WITHHOLD
WO,WORK ORDER
WS,WASTE
WT,WARRANT
X1,CONSOLIDATOR'S INVOICE
XA,CANCEL PENDING NEW OFFER
XB,BILATERAL SPOT RATE
XC,AUTOMATIC CONCURRENCE
XD,SPECIAL DEPRESCRIPTION
XX,FIRM ORDER CONFIRMATION WITH FACILITY INFORMATION
XY,FIRM ORDER CONFIRMATION
XZ,FACILITY CONFIRMATION
YI,FUNDS VALIDATION INQUIRY
YR,FUNDS VALIDATION RESPONSE
Z1,MILITARY INTERDEPARTMENTAL PURCHASE REQUEST (MIPR)
Z2,PROJECT DIRECTIVE
Z3,REQUEST FOR CONTRACTUAL PROCUREMENT
Z4,REIMBURSABLE WORK ORDER
ZA,REQUEST INITIATION OF WORK CANDIDATE
ZB,REPORT OF WORK CANDIDATE
ZC,REPORT OF ASSIGNMENT OR DELETION OF WORK CANDIDATE TO MAINTENANCE
ZD,REQUEST ASSIGNMENT OF WORK CANDIDATE TO PLANNING MAINTENANCE ACTI
ZE,REQUEST FOR FULL WORK CANDIDATE DETAIL
ZF,REPORT OF FULL WORK CANDIDATE DETAIL
ZG,REPORT OF APPROVED WORK CANDIDATE
ZH,REQUEST WORK CANDIDATE COST/DURATION ESTIMATE
ZI,REPORT OF WORK CANDIDATE COST/DURATION ESTIMATE
ZJ,REQUEST WORK CANDIDATE PLANNING SERVICES
ZK,REPORT OF WORK CANDIDATE PLANNING SERVICES
ZL,REPORT OF ASSIGNMENT OR DELETION OF WORK CANDIDATE TO PLANNING/MA
ZM,REQUEST OF ASSIGNMENT OR DELETION OF WORK CANDIDATE TO MAINTENANC
ZN,STOP WORK ORDER
ZO,AUTHORIZATION TO CONTINUE WORK
ZP,REQUEST FOR DEPARTURE FROM SPECIFICATION
ZQ,REPORT OF AUTHORIZED DEPARTURE FROM SPECIFICATION
ZR,REQUEST WORK PROGRESS STATUS
ZS,REPORT OF WORK PROGRESS STATUS
ZT,REPORT OF REJECTION OR RETURN OF WORK CANDIDATE
ZU,REQUEST WORK CANDIDATE CHANGE
ZV,LIEN FILING
ZW,SORT AND SEGREGATE DETAIL
ZX,EXPUNGEMENT OF PRIOR FILING
ZY,CANCELLATION OF FILING
ZZ,MUTUALLY DEFINED
