Value,Description
EAF,COMMITTEE ACTIVITY
EAG,COMPENSATION ARRANGEMENT
EAH,COUNTRY SUB-ENTITY
EAI,FACTION
EAJ,GIFT
EAK,IN-KIND CONTRIBUTION USE
EAL,INDUSTRY GROUP
EAM,JURISDICTION
EAN,NATURE AND PURPOSE OF OTHER LOBBYIST EMPLOYERS
EAO,DESCRIPTION OF OFFICE
EAP,PARTY CONSIDERING LEGISLATION
EAQ,DESCRIPTION OF POSITION
EAR,DESCRIPTION OF SPONSOR
EAS,AFFILIATION
EAT,ASSET DISPOSITION
EAV,COMMITTEE INTEREST
EAW,COMPENSATION OR SERVICES EXCHANGED FOR CONSIDERATION
EAX,CONTRIBUTOR INTEREST
EAY,DESCRIPTION OF DEBT
EAZ,EMPLOYER DESCRIPTION
EBA,PURPOSE OF EMPLOYMENT
EBB,DESCRIPTION OF AGENCY AND POSITION
EBC,DESCRIPTION OF GOODS AND SERVICES
EBD,LENGTH OF LOBBYING ACTIONS
EBE,LOBBYING INTEREST
EBF,METHOD OF DISPOSAL
EBG,PURPOSE OF CREDIT
EBH,DESCRIPTION OF OTHER BUSINESS SUB-CATEGORY
EBI,OTHER TYPE OF COMPENSATION
EBJ,DESCRIPTION OF OTHER LEGISLATIVE INTEREST
EBK,OTHER REASON FOR WITHDRAWAL
EBL,OTHER TYPE OF RELATIONSHIP
EBM,OTHER TEMPORARY RESIDENCE
EBN,OTHER TYPE OF COMMITTEE
EBO,PLACE PAID
EBP,PROPOSITION
EBQ,REASON FOR PURCHASE
EBR,REASON FOR CONTRIBUTION
EBS,DESCRIPTION OF REPAYMENT SCHEDULE
EBU,SERVICE DESCRIPTION
EBV,INITIATIVE
EBW,DESCRIPTION OF AMENDMENT
EBX,TYPE OF ELECTION
EBY,OTHER TYPE OF ACCOUNT
EBZ,INTEREST RATE DESCRIPTION
ECA,IN-KIND CONTRIBUTION
ECB,REASON FOR REFUND
ECC,INCIDENTAL EXPENSES
ECD,ENVIRONMENTAL CONDITIONS DESCRIPTION
ECE,OTHER EXPENSES
ECF,OTHER INCOME
ECG,DESCRIPTION OF RECEIPT
ECH,SURPLUS FUNDS
ECI,COLLATERAL
ECJ,CONTRIBUTOR
ECK,MISCELLANEOUS RECEIPT TRANSACTION
ECL,OTHER ADVERTISING
ECM,ESTIMATE COMMENT
ECN,EQUIPMENT CONDITION DESCRIPTION
ECO,OTHER NECESSARY PERSONAL EXPENSE
ECP,OTHER CAMPAIGN EXPENSE
ECQ,LONG-TERM LIABILITY
ECR,SHORT-TERM LIABILITY
ECS,OTHER SPONSOR EXPENSE
ECT,EMERGENCY CERTIFICATION
ECU,OTHER TRANSPORTATION EXPENSE
ECV,REFUND
ECW,REASON FOR RETURN
EED,EQUIPMENT DESCRIPTION
EFD,EQUIPMENT FUNCTION DESCRIPTION
ELE,EQUIPMENT LOG ENTRY
EMC,EMPLOYMENT COMMENTS
EMD,ESTIMATE METHOD DESCRIPTION
ENR,EXPLANATION FOR NON-RETURN OF DEVICE TO MANUFACTURER
ERN,ERROR NOTES
EVL,EVENT LOCATION
EXE,EXEMPTION DESCRIPTION
EXN,EXHIBIT NOTES
EXR,EXERCISE ROUTINE
EXT,EXTERIOR DESCRIPTION
FDD,FINAL DEFICIENCY DESCRIPTION
FEE,FEE DESCRIPTION
FIX,REPAIR SUMMARY
FUT,FUTURE PLANS
GEN,ENTIRE TRANSACTION SET
GPI,GENERAL PRODUCT OR PROCESS INFORMATION
GPL,GENERAL POLICY
GSI,GENERAL SPECIFICATION INFORMATION
HHI,HOUSEHOLD GOODS INFORMATION
ICN,INTERVIEWEE CONVERSATION
IDT,INTANGIBLE DESCRIPTION
IID,INVENTORY (STOCK) DESCRIPTION
IIE,INVESTMENT DESCRIPTION
IIR,INTERCOMPANY RELATIONS
IMP,PROBLEM IMPACT
INP,REASON FOR INSPECTION
INS,INSURANCE
INT,GENERAL ORDER INSTRUCTIONS
INV,INVOICE INSTRUCTION
IVC,INCOME VERIFICATION COMMENTS
JVD,JOINT VENTURE DESCRIPTION
LAB,LABELING INSTRUCTIONS
LBD,LABORATORY DATA
LBS,LABELED STRENGTH
LEN,LENDER USE
LIN,LINE ITEM
LIQ,LIQUOR INFORMATION
LLA,LETTERS OF LIABILITY AGREEMENTS
LLB,LOAN DETAILS
LLC,LONG TERM DEBT DESCRIPTION
LOC,LOCATION DESCRIPTION INFORMATION
LOI,LOADING INSTRUCTIONS
LSD,LEGAL STRUCTURE DETAILS
MCD,MARITAL CONTRACT DETAILS
MCN,MOTOR CARRIER INSTRUCTIONS
MDO,DEVICE OPERATOR DESCRIPTION
MED,MEDICATIONS
MFG,MANUFACTURING INSTRUCTIONS
MKN,MARKETING NOTES
MMD,MERGER DESCRIPTION
MSD,MARKETABLE SECURITIES DESCRIPTION
NCD,NONCONFORMANCE SPECIFICATION
NPD,NAMEPLATE DATA
NTR,NUTRITIONAL REQUIREMENTS
OBI,ORIGINATOR TO BENEFICIARY INSTRUCTIONS
OBL,OBLIGATION DESCRIPTION
OCA,OTHER CURRENT ASSET DESCRIPTION
OCC,OCCUPANCY INFORMATION
OCL,OTHER CURRENT LIABILITY DESCRIPTION
OCP,OCCUPATION
OCR,OUTSIDE THE CONTINENTAL U.S. (OCONUS) RATING INFORMATION
ODD,ORIGINATOR DEFICIENCY DESCRIPTION
ODT,ORDERS FOR DISCIPLINES AND TREATMENTS
OLS,ORIGINAL LEGAL STRUCTURE
OPO,OCCUPATION DEFINITION
ORA,TEST RESULTS OTHER THAN ROOM AIR
ORD,ORDERING RESTRICTIONS
ORE,OTHER REMEDIAL ACTION
ORI,ORDER INSTRUCTIONS
OTH,OTHER INSTRUCTIONS
OTN,ANOTHER TYPE OF NUMBER DESCRIPTION
OTS,REPORT SOURCE DESCRIPTION
PAY,PAYABLES
PCS,PROCESS SPECIFICATION
PDS,PRODUCT SPECIFICATION
PED,EMPLOYEE SHARING ARRANGEMENTS
PEN,PENALTY DESCRIPTION
PES,PARTIAL PRESSURE OF OXYGEN (PO2) IS 60 MILLIMETERS (MM) OF MERCUR
PID,PROPERTY IMPROVEMENT DESCRIPTION
PKG,PACKAGING INSTRUCTIONS
PMT,PAYMENT
POB,PRIMARY OBSERVATION
POC,PRINCIPALS OR ORGANIZATION COMMENTS
POL,PROPERTY OWNER LOCATION INFORMATION
PPC,PRINCIPAL PROCEDURE CODE DESCRIPTION
PRI,PRIORITY
PRN,PUBLIC RECORD NOTES
PRO,PREVIOUS REGISTERED OFFICE
PRR,PRICE RANGE
PSY,PROBLEM SUMMARY
PUR,PURCHASING
QUL,QUALIFICATIONS
QUT,QUOTATION INSTRUCTION
RDI,REASON FOR DELINQUENCY INFORMATION
REC,RECOMMENDATION
REF,TREATMENT REFUSAL NOTE
REG,REGISTERED ACTIVITY
REP,REPORT
REV,RECEIVABLES
RFL,REASON FOR LEAVING
RHB,"FUNCTIONAL LIMITATIONS, REASON HOMEBOUND, OR BOTH"
RLA,REASON FOR LEAVE OF ABSENCE
RLH,REASONS PATIENT LEAVES HOME
RNH,TIMES AND REASONS PATIENT NOT AT HOME
RNI,MISSING REPORT EXPLANATION
ROU,CIRCUIT ROUTING INSTRUCTIONS
RPT,REPORT REMARKS
RST,PLACE WHERE A REPORT WAS SUBMITTED
RVC,RENT VERIFICATION COMMENTS
SAN,SETTLEMENT AMOUNT NOTES
SCN,OCEAN SHIPPING CONTAINER INFORMATION
SDD,SENTENCE DESCRIPTION
SET,"UNUSUAL HOME, SOCIAL ENVIRONMENT, OR BOTH"
SFM,SAFETY MEASURES
SHR,SHIPPING RESTRICTIONS
SMD,SELLING MEANS DESCRIPTION
SOB,SECONDARY OBSERVATION
SOW,STATEMENT OF WORK
SPH,SPECIAL HANDLING
SPT,SUPPLEMENTARY PLAN OF TREATMENT
SPV,CLOSING INSTRUCTIONS
SSA,SCHOOL ATTENDED DETAILS
SSC,STATUS COMMENT
SSD,SALES DESCRIPTION
SSE,SPOUSE INFORMATION
SSG,SCHOOL GRADUATED DETAILS
SSH,SECURITY SERVICE INFORMATION
SSI,SHAREHOLDING INFORMATION
SSS,SIGNING AUTHORITY
SST,SALES TERRITORY
TAF,TARIFF ABBREVIATION
TCF,TARIFF COMMODITY FOOTNOTES
TDA,TURKISH DEFENSE AFFAIRS AUTHORIZATION INFORMATION
TES,TASK STATEMENT
TIL,TARIFF INDEX
TLF,TARIFF RULE
TLR,TRADELINE REMARKS
TMP,TOXIC ORGANIC MANAGEMENT PLAN
TPO,THIRD PARTY ORGANIZATION NOTES
TRA,TRANSPORTATION
TRE,REPORTABLE EVENT DESCRIPTION
TRF,TARIFF RATE FOOTNOTES
TRS,QUALITY INFORMATION
TSD,TERMS OF SALE DESCRIPTION
TSF,TARIFF SECTION FOOTNOTES
TST,TEST RESULTS
UPI,UPDATED INFORMATION
VEC,VERIFICATION COMMENTS
VEH,VEHICLE OUT OF SERVICE NOTICE
VNN,VARIATION NOTES
WHI,WAREHOUSE INSTRUCTION
WRP,WRAPPING INSTRUCTIONS
ZED,ZERO DISCHARGE CERTIFICATION STATEMENT
ZZZ,MUTUALLY DEFINED
