Value,Description
I1,ABBREVIATED DEPARTMENT OF DEFENSE (DOD) BUDGET AND ACCOUNTING CLA
IN,INSURANCE
J1,DOCUMENT OR RECORD REFERENCE NUMBER
J2,STANDARD DOCUMENT REFERENCE NUMBER (SDRN) LINE ITEM NUMBER  (SLIN
J3,STANDARD DOCUMENT REFERENCE NUMBER (SDRN) SUB LINE ITEM NUMBER  (
K6,ACCOUNTING CLASSIFICATION REFERENCE CODE
L1,ACCOUNTING INSTALLATION NUMBER
LM,LABOR - MILITARY
M1,LOCAL INSTALLATION DATA
MD,MOVEMENT DESIGNATOR CODE (MDC)
MR,MANAGEMENT RESERVE
N1,TRANSACTION TYPE
NP,NON-PRODUCTION
P1,DISBURSING STATION NUMBER
P2,INTERNATIONAL BALANCE OF PAYMENTS (IBOP) CODE
P3,DISBURSING OFFICE VOUCHER NUMBER
RL,RENTAL OR LEASE OF EQUIPMENT OR FACILITIES
SC,SERVICE CONTRACTS
TA,TRANSPORTATION ACCOUNT CODE (TAC)
TC,TERMINATION COSTS
TD,TECHNICAL DATA
TR,TRAINING
TU,PARTICIPANT TUITION
UB,UNDISTRIBUTED BUDGET
ZZ,MUTUALLY DEFINED
