Value,Description
3Y,NON-OPERATIONAL FIXED ASSETS
3Z,EXCESS AMOUNT REQUESTED
4,ADJUSTABLE RATE MORTGAGE CHANGE
40,CURRENT SCHEDULE VARIANCE (SV)
41,CURRENT COST VARIANCE (CV)
42,CUMULATIVE BUDGETED COST FOR WORK SCHEDULED (BCWS)
43,CUMULATIVE BUDGETED COST FOR WORK PERFORMED (BCWP)
44,CUMULATIVE ACTUAL COST OF WORK PERFORMED (ACWP)
45,CUMULATIVE SCHEDULE VARIANCE (SV)
46,CUMULATIVE COST VARIANCE (CV)
47,REPROGRAM COST VARIANCE
48,REPROGRAM BUDGET
49,AT COMPLETE BUDGET (BAC)
4A,NONISSUED CAPITAL
4B,NOTES PAYABLE
4C,NOTES RECEIVABLE
4D,BANK DEBENTURES
4E,BANK OBLIGATIONS
4F,BUILDINGS
4G,BUILDINGS UNDER CONSTRUCTION
4H,CAPITAL
4I,CAPITAL ASSOCIATED WITH PRINCIPAL
4J,CAPITAL OF OTHER SUBSIDIARIES
4K,CAPITAL STOCK
4L,CASH
4M,CAPITAL SUBSIDIES RECEIVED
4N,COMMERCIAL DEBT
4O,COMMERCIAL EXPENSES
4P,COMMON STOCK
4Q,CONSEQUENTIAL DAMAGES
4R,COMPENSATORY DAMAGES
4S,CONVERTIBLE DEBENTURES
4T,COST OF GOODS SOLD
4U,COST OF SALES
4V,COST(S)
4W,CURRENT ASSETS
4X,CURRENT LIABILITIES
4Y,DAMAGES
4Z,DEFERRED COST
5,FIXED INSTALLMENT CONTROL SUBSTITUTION ADJUSTMENT
50,AT COMPLETE LATEST REVISED ESTIMATE (LRE)
51,AT COMPLETE VARIANCE
52,TOTAL ALLOCATED BUDGET
53,DIFFERENCE (CONTRACT BUDGET BASE - TOTAL ALLOCATED BUDGET)
54,FORECAST
55,AT COMPLETE FORECAST
56,CURRENT COST PERFORMANCE INDEX (CPIE) - EFFICIENCY (BCWP/ACWP)
57,CURRENT COST PERFORMANCE INDEX (CPIP) - PLANNED (ACWP/BCWP)
58,CURRENT SCHEDULE PERFORMANCE INDEX (SPI)
59,CUMULATIVE COST PERFORMANCE INDEX (CPIE) - EFFICIENCY (BCWP/ACWP)
5A,DEFERRED CREDIT OR INCOME
5B,DEFERRED TAXATION
5C,DEPOSITS
5D,DEPRECIATION
5E,DEPRECIATION OF FIXED ASSETS
5F,DEPRECIATION OF REVALUATION OF FIXED ASSETS
5G,DIRECTOR'S REMUNERATION
5H,DIVIDENDS
5I,DOUBTFUL RECEIVABLES
5J,EQUIPMENT
5K,EQUIPMENT SUBSIDIES
5L,"EQUITIES, STOCKS"
5M,EQUITY
5N,EXCEPTIONAL ITEM
5O,EXPORTS
5P,EXTERNAL CHARGE
5Q,EXTRAORDINARY CHARGE
5R,EXTRAORDINARY CURRENT ASSET WRITE DOWNS
5S,EXTRAORDINARY RESULT
5T,FINANCIAL ASSETS
5U,FINANCIAL CHARGES
5V,FINANCIAL DEBT
5W,FINANCIAL EXPENSES
5X,FINANCIAL INCOME
5Y,FINISHED GOODS
5Z,FIXED ASSET DEBTS
6,INTEREST ADJUSTMENT
60,CUMULATIVE COST PERFORMANCE INDEX (CPIP) - PLANNED (ACWP/BCWP)
61,CUMULATIVE SCHEDULE PERFORMANCE INDEX (SPI)
62,TO COMPLETE PERFORMANCE INDEX (TCPI) FOR BUDGET AT COMPLETE (BAC)
63,TO COMPLETE PERFORMANCE INDEX (TCPI) FOR ESTIMATE AT COMPLETE (EA
64,INITIAL CONTRACT PRICE TARGET
65,INITIAL CONTRACT PRICE CEILING
66,ADJUSTED CONTRACT PRICE TARGET
67,ADJUSTED CONTRACT PRICE CEILING
68,FUNDS AUTHORIZED TO DATE
69,ACCRUED EXPENDITURES
6A,FIXED ASSETS
6B,FIXED ASSETS FOR SALE
6C,FIXTURES
6D,FIXTURES AND EQUIPMENT
6E,FRANCHISE
6F,FRANCHISE TAX BALANCE
6G,FRANCHISE TAX PAID
6H,FREE RESERVES
6I,FURNITURE
6J,FUTURE LOAN
6K,GENERAL ACCOUNTS
6L,GENERAL EXPENSES
6M,GOODWILL
6N,GRANTS FOR OPERATING COSTS
6O,GROUP RELATED FINANCIAL INCOME
6P,INCOME STATED IN ADVANCE
6Q,INCOME TAX
6R,"INCOME TAX, CORPORATE"
6S,"INCOME TAX, NONCORPORATE"
6T,INJUNCTION
6U,INTANGIBLE DEPRECIATION
6V,INTANGIBLES
6W,INTEREST OF THIRD PARTY
6X,INTEREST ON LOANS
6Y,OPERATING INCOME (LOSS)
6Z,OPTIONAL RESERVES
7,DEFERRED GRADUATED PAYMENT MORTGAGE INTEREST PAID
70,OPEN COMMITMENTS
71,FORECAST OF BILLINGS
72,ESTIMATED TERMINATION COSTS
73,ACCRUED EXPENDITURES PLUS OPEN COMMITMENTS
74,CONTRACT WORK AUTHORIZED - DEFINITIZED
75,CONTRACT WORK AUTHORIZED - NOT DEFINITIZED
76,CONTRACT WORK AUTHORIZED - TOTAL
77,FORECAST OF WORK - NOT YET AUTHORIZED
78,FORECAST OF WORK - ALL OTHER
79,FORECAST OF WORK - TOTAL
7A,ORGANIZATIONAL EXPENSES
7B,OUTSIDE SHARE IN PROFIT OR LOSS
7C,OUTSTANDING DEBTS AGAINST BOARD OF DIRECTORS/MANAGERS
7D,OWING
7E,OWING FROM AFFILIATES
7F,OWING FROM PARTICIPANTS
7G,OWING TO AFFILIATES
7H,OWING TO FISCAL OFFICE
7I,OWING TO NATIONAL SOCIAL SECURITY OFFICE
7J,OWING TO PARTICIPANTS
7K,OWN WORK CAPITALIZED
7L,PAID IN CAPITAL
7M,PAR VALUE
7N,PARTICIPATING INTEREST
7O,PATENTS
7P,PENSION DEBTS
7Q,PENSIONS PROVISION
7R,PREFERRED STOCK
7S,PREPAID ORDERS IN PROGRESS
7T,PRIOR RESULTS CARRIED FORWARD
7U,PROFIT OR LOSS
7V,PROFIT OR LOSS AFTER TAXES
7W,PROFIT OR LOSS BEFORE TAXES
7X,PROFIT OR LOSS ON ORDINARY ACTIVITIES AFTER TAX
7Y,PROGRESS PAYMENTS
7Z,PROPOSED DIVIDEND
8,INTEREST ACCOUNTING ERROR
80,FUNDING - TOTAL REQUIREMENTS
81,FUNDS CARRYOVER
82,NET FUNDS REQUIRED
83,CONTRACT WORK AUTHORIZED (WITH FEE/PROFIT) ACTUAL OR PROJECTED
84,CONTRACT WORK AUTHORIZED (WITH FEE/PROFIT) ACTUAL OR PROJECTED -
85,BEST CASE ESTIMATE
86,WORST CASE ESTIMATE
87,MOST LIKELY ESTIMATE
88,"""AS IS"" APPRAISAL AMOUNT"
89,"""SUBJECT TO"" APPRAISAL AMOUNT"
8A,PROVISION FOR DEPRECIATION OF STOCK OR INVENTORY
8B,PROVISION FOR FUTURE PURCHASES
8C,PROVISION FOR RISKS
8D,PUNITIVE DAMAGES
8E,PURCHASE PRICE
8F,PURCHASES
8G,RAW MATERIALS
8H,REAL ESTATE
8I,RECEIVABLES
8J,REGULARIZATION ACCOUNT
8K,RESEARCH AND DEVELOPMENT
8L,RESTRUCTURING COSTS
8M,RESULT
8N,RETAINED EARNINGS
8O,REVENUES
8P,SALES
8Q,SALES AND USE TAX
8R,SAVINGS
8S,SECURED LIABILITY
8T,SECURED LOANS
8U,SELLING EXPENSES
8V,SERVICES
8W,SHARE CAPITAL
8X,SHARE IN PROFIT OR LOSS OF MINORITY INTEREST
8Y,SHARE PREMIUM CAPITAL
8Z,SHARES IN AFFILIATED COMPANIES
9,PRINCIPAL ACCOUNTING ERROR
90,"""COMPLETION PER PLANS"" APPRAISAL AMOUNT"
91,SITE VALUE AMOUNT
92,COMPENSATION
93,CONTRIBUTION
94,DEATH BENEFIT
95,DEATH BENEFIT DECREMENT
96,EMPLOYEE ACCOUNT BALANCE
97,LOAN REPAYMENT
98,PRIOR W2
99,SINGLE PREMIUM
9A,SOCIAL CHARGES
9B,SOCIAL SECURITY (FICA)
9C,SPECIAL RESERVES
9D,SPECIALLY SECURED CREDITORS
9E,SPECIFIC PERFORMANCE
9F,STARTING CAPITAL
9G,STATUTORY RESERVES
9H,SUBSCRIBED CAPITAL
9I,SUIT AMOUNT
9J,SUPPLIES
9K,SURPLUS OF REVALUATION
9L,TANGIBLE NET WORTH
9M,TAX ADJUSTMENTS
9N,TAX BALANCE
9O,TAX CAPITAL AMOUNT
9P,TAX ON EXTRAORDINARY ITEMS
9Q,TAX RECOVERABLE
9R,TAXED RESERVES
9S,TRADE CREDITORS
9T,INVENTORY (STOCK)
9U,INVENTORY (STOCK) DEPRECIATION
9V,INVENTORY (STOCK) PURCHASES
9W,INVESTMENT IN OWN SHARES
9X,INVESTMENTS
9Y,ISSUED CAPITAL
9Z,LABOR COSTS
A,ADJUSTED CHARGEBACK CLAIM AMOUNT
A0,ASSISTANTSHIP FROM ADMITTING EDUCATIONAL INSTITUTION
A1,AVERAGE NEGATIVE LEDGER BALANCE
A2,AVERAGE POSITIVE COLLECTED BALANCE
A3,AVERAGE NEGATIVE COLLECTED BALANCE
A4,AVERAGE POSITIVE LEDGER BALANCE
A5,DISALLOWED - ESTIMATED
A6,DISALLOWED - ACTUAL
A7,NONCOVERED CHARGES - ESTIMATED
A8,NONCOVERED CHARGES - ACTUAL
A9,ALLOWED - ESTIMATED
AA,ALLOCATED
AA1,EXCESS FUNDS
AA2,CUMULATIVE TOTAL
AA3,REIMBURSABLE AMOUNT
AA4,TOTAL REIMBURSABLE AMOUNT
AA5,DIRECT CITATION AMOUNT
AA6,TOTAL DIRECT CITATION FUNDS
AA7,CHARGEABLE AMOUNT
AAA,TEMPORARY TERM COVERAGE
AAB,CONDITIONAL RECEIPT COVERAGE
AAC,BINDING INTERIM COVERAGE
AAD,APPLICATION AMOUNT
AAE,APPROVED AMOUNT
AAF,ULTIMATE FACE AMOUNT
AAG,REQUESTED AMOUNT FROM ALL REINSURERS
AAH,REPLACEMENT AMOUNT
AAI,SCHEDULED CONTRIBUTION
AAJ,SCHEDULED DISBURSEMENT
AAK,SHORT TERM INVESTMENT
AAL,SUBSEQUENT CONTRIBUTION
AAM,SUBSEQUENT DISTRIBUTION
AAN,TAX-FEDERAL
AAO,TAX-LOCAL
AAP,TAX-STATE
AAQ,TRUST FUND
AAR,CAPITAL LEASES
AAS,SURPLUS
AAT,RESTATED ASSETS
AAU,OWING TO CLIENTS
AAV,SHAREHOLDER LOANS
AAW,ACCUMULATED DEFICIT
AAX,LOAN FROM PARENT COMPANY
AAY,CONTRIBUTION NOT SUBJECT TO REPAYMENT
AAZ,INCOME BEFORE DEPRECIATION
AB,ADJUSTED COLLECTED BALANCE
ABA,INCOME AFTER DEPRECIATION
ABB,PROFIT (LOSS) BEFORE FINANCIAL ITEMS
ABC,INTEREST EXPENSES
ABD,PROFIT (LOSS) BEFORE EXTRAORDINARY ITEMS
ABE,PROFIT (LOSS) AFTER FINANCIAL ITEMS
ABF,INCOME BEFORE ALLOCATIONS
ABG,INCOME FROM SALE OF FIXED ASSETS
ABH,CONTRIBUTION TO GROUP
ABI,DEFERRED TAX ASSETS
ABJ,BLOCKED ACCOUNTS
ABK,NON-TAXED RESERVES
ABL,PLEDGED ASSETS
ABM,RESTRICTED EQUITY
ABN,NON-RESTRICTED EQUITY
ABO,DEPRECIABLE ASSETS
ABP,TAXABLE ASSETS
ABQ,INCOME FROM BUSINESS
ABR,INCOME SUBJECT TO TAXES
ABS,TAXABLE AMOUNT OF REAL ESTATE
ABT,ENDING PRINCIPAL BALANCE
ABU,AVERAGE DAILY PRINCIPAL BALANCE
ABV,INTEREST AMOUNT
ABW,ADJUSTMENTS FOR DIFFERENCE IN AVERAGE DAILY PRINCIPAL BALANCE
ABX,BEGINNING PRINCIPAL BALANCE
ABY,LOAN PRINCIPAL DISBURSEMENTS
ABZ,PRINCIPAL INCREASES
AC,AVERAGE COLLECTED BALANCE
ACA,PRINCIPAL OF LOANS PURCHASED
ACB,PRINCIPAL CURED
ACC,PRINCIPAL SOLD
ACD,PRINCIPAL INSURANCE CLAIMS
ACE,PRINCIPAL GUARANTEE VOIDED
ACF,PRINCIPAL PAID BY BORROWERS
ACG,LOANS IN SCHOOL AND GRACE
ACH,LOANS IN AUTHORIZED DEFERMENT
ACI,LOANS REPAY OR FOREBEARANCE - CURRENT OR LESS THAN 31 DAYS
ACJ,LOANS REPAY OR FOREBEARANCE - 31 TO 60 DAYS PAST DUE
ACK,LOANS REPAY OR FOREBEARANCE - 61 TO 90 DAYS PAST DUE
ACL,LOANS REPAY OR FOREBEARANCE - 91 TO 120 DAYS PAST DUE
ACM,LOANS REPAY OR FOREBEARANCE - 121 TO 180 DAYS PAST DUE
ACN,LOANS REPAY OR FOREBEARANCE - 181 TO 270 DAYS PAST DUE
ACO,LOANS REPAY OR FOREBEARANCE - 271 OR MORE DAYS PAST DUE
ACP,"LOANS REPAY OR FOREBEARANCE - CLAIMS FILED, NOT YET PAID"
ACQ,AGENT SALES
ACR,AMOUNT INVOLVED
ACS,ASSIGNED CAPITAL
ACT,CREDIT LINE UTILIZED
ACU,DIRECT SALES
ACV,EARNINGS PER SHARE
ACW,INHERITANCE
ACX,INVESTED CAPITAL
ACY,LOAN FROM FAMILY MEMBERS
ACZ,NON DEPRECIABLE ASSETS
AD,ADJUSTED TOTAL
ADA,PARTIALLY PAID AMOUNT PER SHARE
ADB,PENDING ORDERS
ADC,PERSONAL LOAN
ADD,PLANT AND MACHINERY
ADE,PRE-TAX LOSS
ADF,PRE-TAX PROFIT
ADG,REGISTERED CAPITAL
ADH,REVALUATION RESERVES
ADI,SOCIAL CAPITAL
ADJ,STATUTORY PROFIT
ADK,TRAINING PAY
ADL,RETROACTIVE PAY
ADM,EXPECTED REIMBURSEMENT AMOUNT
ADN,PERMIT COST
ADO,MINIMUM
ADP,ADDITIONAL AMOUNT TO MEET MINIMUM
ADQ,LABOR PER HOUR
ADR,NON-RECOVERABLE DEPRECIATION
ADS,RECOVERABLE DEPRECIATION
ADT,OVERHEAD
ADU,INDEMNITY BENEFIT
ADW,REPLACEMENT COST OF REPAIRS
ADX,ACTUAL CASH VALUE OF REPAIRS
ADY,RECOVERABLE DEPRECIATION OF REPAIRS
ADZ,NON-RECOVERABLE DEPRECIATION OF REPAIRS
AE,ARREARAGE
AEA,NON-INDEMNITY BENEFIT
AEB,ACTUAL CASH VALUE OF BUILDING
AEC,GOVERNMENT SHARE
AED,CONTRACTOR SHARE
AEE,AWARD FEE
AEF,BASE FEE
AEG,TARGET PROFIT FLOOR
AEH,TARGET PROFIT CEILING
AEI,LABOR PER DAY
AEJ,DIFFERENCE IN INTEREST DUE
AEK,DIFFERENCE IN PREPAYMENT PENALTY
AEL,DIFFERENCE IN PRINCIPAL DUE
AEM,APPROPRIATION OF RETAINED EARNINGS LESS REVERSALS
AEN,APPROPRIATIONS
AEO,BILLINGS AND COSTS-PROFIT DIFFERENTIAL
AEP,COMMON STOCK PAR VALUE
AEQ,COST OF SERVICES RENDERED
AER,CREDITORS
AES,DECLARED PROFIT
AET,DISCOUNTED NOTES
AEU,ENDORSED NOTES
AEV,GENERAL RESERVES
AEW,IMPORT VOLUME
AEX,INCOME TAX CREDIT
AEY,LONG-TERM DEPOSITS
AEZ,LONG-TERM LOANS
AF,AVERAGE FLOAT
AFA,MINORITY INTEREST
AFB,NON-OPERATING EXPENSE
AFC,NON-OPERATING INCOME
AFD,OPERATING PROFIT OR LOSS
AFE,PREFERRED STOCK PAR VALUE
AFF,PROFIT AFTER TAX AND MINORITY INTEREST
AFG,RETAINED EARNINGS TO BE APPROPRIATED
AFH,REVALUATION SURPLUS OR DEFICIT
AFI,REVERSAL OF VOLUNTARY EARNED SURPLUS
AFJ,SHARE PRICE
AFK,SHORT-TERM DEPOSITS
AFL,SHORT-TERM LOANS
AFM,TAX PROVISIONS
AFN,UNALLOCATED PROFIT
AFO,VOLUNTARY EARNED SURPLUS
AFP,CALCULATED WEEKLY COMPENSATION AMOUNT
AFQ,BENEFIT TYPE GROSS WEEKLY AMOUNT
AFR,BENEFIT TYPE NET WEEKLY AMOUNT
AFS,EMPLOYEE GROSS WAGE
AFT,GARAGE GROSS WAGES
AFU,OFFICER COMPENSATION - ACTUAL FLAT
AFV,OFFICER COMPENSATION - STATUTORY MAXIMUM
AFW,OFFICER COMPENSATION - STATUTORY MINIMUM
AFY,PREVIOUS BALANCE
AFZ,DISPUTED AMOUNT
AG,ADJUSTED GROSS INCOME
AGA,NON-OPERATING INCOME OR EXPENSE
AGB,OPERATING INCOME OR EXPENSE
AGC,INCOME OR EXPENSE
AGD,PURCHASE AUTHORITY
AGE,CAPITAL DECREASE
AGF,CAPITAL INCREASE
AGG,DEED CAPITAL
AGH,TRANSFERRED AMOUNT
AGI,UNADJUSTED SALES PRICE
AGJ,SALES CONCESSIONS
AGK,PROPERTY VALUE
AGM,PARTIAL RELEASE AMOUNT
AGN,LIEN FILING FEE
AGO,ADDITIONAL REPAIR PRICE
AGP,QUALIFIED TUITION AND RELATED EXPENSES
AGQ,QUALIFIED FINANCIAL ASSISTANCE
AGR,AGGREGATE REIMBURSEMENTS OR REFUNDS
AGS,NEW LOAN BALANCE
AGT,RAW MATERIAL PURCHASES
AGU,WORK IN PROGRESS PURCHASES
AGV,OPERATING CASH FLOW
AGW,PAYMENTS FOR OUTSIDE WORK
AGX,SET ASIDE FOR PROVISIONS
AGY,FINANCIAL INCOME OR EXPENSE
AGZ,EXTRAORDINARY INCOME OR EXPENSE
AH,LOAN BALANCE DIFFERENCE
AHA,UNFINISHED PRODUCTION CARRIED FORWARD
AHB,INSTALLATION MATERIALS COST
AHC,NEW MORTGAGE AMOUNT
AHD,CAPITALIZED ASSETS
AHE,PROFIT RESERVES
AHF,SHARE IN PROFIT OR LOSS IN OTHER COMPANIES
AHG,MONETARY CORRECTION
AHI,SCHEDULED REPAYMENT AMOUNT
AHJ,AMOUNTS PLACED WITH OTHER BANKS
AHK,DUE FROM PARENT COMPANY
AHL,OWING FROM SUBSIDIARY COMPANIES
AHM,CERTIFICATES OF DEPOSIT AMOUNT
AHN,PUBLICLY TRADED SHARES AMOUNT
AHO,NON PUBLICLY TRADED SHARES AMOUNT
AHP,TRADING SECURITIES AMOUNT
AHQ,INVESTMENT SECURITIES AMOUNT
AHR,EARNINGS PER SHARE MINUS DIVIDENDS
AHS,ACTIVE PARTNER CAPITAL
AI,SALE AMOUNT
AJ,FUNDS HELD BY MORTGAGEE
AJC,ADJUSTED CLAIM
AK,ATTORNEY FEES
AL,AVERAGE LEDGER BALANCE
AM,AMOUNT FINANCED
AN,BANKRUPTCY FEE
ANC,ACCRUED INCOME
AO,AMOUNT OVERRIDE
AP,AMOUNT PRIOR TO FRACTIONALIZATION
APT,AMOUNT OF PURCHASE EXEMPT FROM TAX OR FEE
AQ,AVERAGE PRICE PER CALL
AR,FEES TO PUBLIC OFFICIALS FOR FORECLOSURE
AS,AVERAGE PRICE PER MINUTE
ASP,ANNUAL SALES OR PREMIUMS
AT,TOTAL RECEIVED
ATF,AMOUNT OF TAX OR FEE EXEMPTION
AU,COVERAGE AMOUNT
AV,ACTUAL CASH VALUE
AVE,AVERAGE
AW,REPLACEMENT COST
AX,PREVIOUS PRICE
AY,TITLE COST
AZ,OTHER FORECLOSURE AND ACQUISITION EXPENSES
B,ESTIMATED
B0,BOND
B1,BENEFIT AMOUNT
B2,BONUSES AND COMMISSIONS DIVIDED OVER 12 MONTHS
B3,BONUSES DIVIDED OVER 12 MONTHS
B4,BONUSES AND COMMISSIONS
B5,BUDGETED
B6,ALLOWED - ACTUAL
B7,DEDUCTIBLE - ESTIMATED
B8,CO-INSURANCE - ESTIMATED
B9,CO-INSURANCE - ACTUAL
BA,BARGAIN
BAA,NET TAXABLE INCOME
BAB,ORIGINAL AMOUNT OF INSTRUMENT
BAC,ADDITION TO TAX
BAD,REINSTATEMENT FEE
BAE,PERMIT FEE DUE
BAF,PERMIT FEE WITH EXTENSION
BAG,NET ANNUAL PERMIT FEE DUE
BAH,PERMIT FEE PENALTY DUE
BAI,PERMIT FEE INTEREST DUE
BAJ,TOTAL PERMIT FEE DUE
BAK,FRANCHISE TAX
BAL,UNCLAIMED FRANCHISE TAX CREDIT
BAM,NET FRANCHISE TAX DUE
BAN,FRANCHISE TAX PENALTY DUE
BAO,TOTAL FRANCHISE TAX DUE
BAP,TOTAL AMOUNT DUE
BAQ,OVERPAYMENT
BAR,AMOUNT TO BE REFUNDED
BAS,GROSS IN-STATE RECEIPTS
BAT,GROSS RECEIPTS
BAU,OCCUPATION FEE
BAV,TOTAL ASSESSED VALUE
BAW,TOTAL VALUE OF ALL PROPERTY
BAX,VALUE OF IN-STATE PROPERTY
BAY,TOTAL VALUE OF OUT-OF-STATE PROPERTY
BAZ,TOTAL PAR VALUE
BB,MORTGAGE INSURANCE PREMIUMS
BBA,TOTAL ASSESSABLE CAPITAL STOCK
BBB,APPORTIONED VALUE
BBC,ESTIMATED IN-STATE REAL PROPERTY VALUE
BBD,PAR VALUE OF IN-STATE ASSETS
BBE,IN-STATE BUSINESS REVENUE
BBF,SUBSCRIPTION PRICE
BBG,VALUE OF AUTHORIZED SHARES
BBH,ORDINANCE AMOUNT
BBI,CAPITAL FOR A COOPERATIVE
BBJ,DIRECTORS LEGAL OBLIGATION DEBT
BBK,SILENT PARTNER CAPITAL
BC,BILLING CYCLE NET FEE POSITION (EXCESS/DEFICIT)
BD,BALANCE DUE
BE,DISBURSEMENTS FOR AUTHORIZED REPAIR
BF,HAZARD INSURANCE PREMIUM
BG,EVICTION ATTORNEY FEES
BH,EVICTION EXPENSES
BI,PROPERTY TAXES
BJ,DISBURSEMENTS NOT SHOWN ELSEWHERE
BK,DISBURSEMENTS FOR PROTECTION AND PRESERVATION
BL,DISBURSEMENTS FOR INSPECTIONS AND BOARDING
BLD,BRIDGE LOAN NOT DEPOSITED
BM,ADJUSTMENTS
BN,RENTAL INCOME
BO,RENTAL EXPENSE
BOA,BORROWER ADVANCE
BOR,BORROWED AMOUNT
BP,AVERAGE NET COLLECTED BALANCE
BQ,BAIL
BR,ADJUSTED INSURED LOSS AMOUNT
BS,MORTGAGE NOTE INTEREST
BT,BANK REJECT TOTAL
BTR,BETTERMENT
BU,OVERHEAD COSTS
BV,UNCOLLECTED INTEREST
BW,AMOUNT DUE FROM BUYER AT CLOSING
BX,AMOUNT OWED TO BUYER AT CLOSING
