Value,Description
75,RECEIPTS
76,RETURNS
77,STOCK TRANSFERS IN
78,STOCK TRANSFERS OUT
79,BILLING UNIT(S) PER PRICING UNIT
7A,PREVIOUS BENEFITS
7B,QUALIFICATION PERIOD
7C,RANGE AVERAGE
7D,RANGE MAXIMUM
7E,RANGE MINIMUM
7F,RELATIONSHIP DURATION
7G,REPLACED AMOUNT
7H,RESIDENCE DURATION
7I,SISTERS DECEASED
7J,SISTERS LIVING
7K,TIME FRAME
7L,TIME IN COUNTRY
7M,TIME SINCE HOSPITALIZATION
7N,TIME SINCE LAST APPLICATION
7O,TIME SINCE LAST CIVILIAN FLIGHT
7P,TIME SINCE LAST INSURANCE MEDICAL
7Q,TIME SINCE LAST MILITARY FLIGHT
7R,TIME SINCE MEDICAL CONSULT
7S,TIME SINCE MEDICATION END
7T,TIME SINCE MEDICATION START
7U,TIME SINCE ONSET
7V,TIME SINCE SURGERY
7W,TIME SINCE TRIP
7X,TRAVEL FREQUENCY
7Y,TRAVEL PERIOD
7Z,TRIP DURATION
8,CUMULATIVE QUANTITY - REJECTED MATERIAL: DISPOSITION REPLACEMENT
80,PRICING UNIT(S) PER BILLING UNIT
81,PREPAID QUANTITY SHIPPED
82,PREPAID QUANTITY NOT SHIPPED
83,SUBMITTED QUANTITY SOLD
84,SUBMITTED QUANTITY RETURNED
85,LOT SIZE
86,NONCONFORMANCE QUANTITY
87,QUANTITY RECEIVED
88,BEDS
89,OPERATING BEDS
8A,VISITATION FREQUENCY
8B,WEIGHT
8C,WEIGHT CHANGE PERIOD
8D,WORK PERIOD
8E,EXISTENCE LIMIT PERIOD
8F,SHARES
8G,DIRECTORS
8H,MINIMUM
8I,VOTING SHARES HELD
8J,OUTSTANDING SHARES
8K,SHARES HELD AS TREASURY STOCK
8L,SHARES SUBSCRIBED BUT NOT ISSUED
8M,TOTAL SHARES OF STOCK
8N,SHARES OWNED BY IN-STATE RESIDENTS
8O,SHARES OWNED BY OUT-OF-STATE RESIDENTS
8P,PARTNERS
8Q,LAND HOLDING
8R,NON-DOMESTIC STOCKHOLDERS
8S,SHARES SUBSCRIBED
8T,MAXIMUM NUMBER FREE MILES
8U,TYPICAL CREDIT HOURS TAKEN PER UNDERGRADUATE STUDENT (FULL TIME)
8V,TYPICAL CREDIT HOURS TAKEN PER FIRST-PROFESSIONAL STUDENT (FULL T
8W,FULL-TIME EQUIVALENTS
8X,TOTAL CREDIT HOURS
8Y,TOTAL NON-CREDIT HOURS
8Z,TOTAL CONTACT HOURS
9,CUMULATIVE QUANTITY - REJECTED MATERIAL: DISPOSITION CREDIT
90,ACKNOWLEDGED QUANTITY
91,ADDITIONAL USAGE QUANTITY
92,ALLOTTED USAGE QUANTITY
93,ATTENDANT-HANDLED QUANTITY
94,BILLABLE QUANTITY
95,DATA STORAGE QUANTITY
96,NON-BILLABLE QUANTITY
97,NON-URGENT DELIVERY QUANTITY
98,OVERFLOW QUANTITY
99,QUANTITY USED
9A,TIME EXPENDED
9C,PRIMARY METER READING VALUE
9D,ENGINEERED STANDARD
9E,ACTIVE MAINTENANCE TIME
9F,ACTUAL DURATION
9H,ESTIMATED DURATION
9J,GROSS ESTIMATE
9K,FINISH OFFSET
9L,START OFFSET
9M,PICTURE COUNT
9N,COMPONENT METER READING COUNT
9P,TOTAL CLOCK HOURS
9R,ENROLLEES
9S,TOTAL DAYS SUBMITTED
9V,TOTAL DAYS APPROVED
A0,SEVERELY MENTALLY RETARDED INDIVIDUALS
A1,ACCEPTABLE UNSERVICEABLE QUANTITY
A2,OPTIMISTIC DURATION
A3,MOST LIKELY DURATION
A4,PESSIMISTIC DURATION
A5,ADJUSTED QUANTITY
A6,ACCIDENTS
A7,YEARS IN SCHOOL
A8,NUMBER OF DEPENDENTS
A9,YEARS ON JOB
AA,UNACKNOWLEDGED QUANTITY
AB,URGENT DELIVERY QUANTITY
AC,VOICE STORAGE QUANTITY
AD,MAINTENANCE UNITS
AE,MINIMUM AVERAGE TIME REQUIREMENT (MATR) UNITS
AF,WIDE AREA TELEPHONE SERVICE (WATS)/800 SERVICE UNITS
AG,NUMBER OF END USERS
AH,NUMBER OF MESSAGE RECIPIENTS
AI,NUMBER OF OPERATOR CREDITS
AJ,DAILY ADJUSTMENTS
AK,YEARS IN THIS LINE OF WORK/PROFESSION
AL,AREA PER UNITS
AM,TRAINABLE MENTALLY RETARDED INDIVIDUALS
AN,AGE AT DEATH
AO,VERIFIED RECEIPTS
AP,ORDER QUANTITY MULTIPLE
AQ,CONTRIBUTION TOTAL
AR,LOAN REPAYMENT TOTAL
AS,PARTICIPANT TOTAL
AT,ACTUAL
AU,CUMULATIVE ACTUAL
AV,BUDGET
AW,CUMULATIVE BUDGET
AX,NUMBER OF INSURED LIVES
AY,FORECAST
AZ,FORECAST AT COMPLETE
B1,NUMBER OF MORTGAGORS
B2,MORTGAGE POOL COUNT
B3,REQUESTED AMOUNT
B4,APPROVED AMOUNT
B5,ADDITIONAL AMOUNT
B6,PRE-OP DAYS
B7,POST-OP DAYS
B8,AVERAGE
B9,PERIOD BEGINNING IMBALANCE QUANTITY
BA,DUE-IN
BB,CONTRACTOR CUMULATIVE TO DATE
BC,BUDGET AT COMPLETE
BD,CONTRACTOR AT COMPLETE
BE,SUBCONTRACTOR CUMULATIVE TO DATE
BF,AGE MODIFYING UNITS
BG,SUBCONTRACTOR AT COMPLETE
BH,BOOK ORDER QUANTITY
BI,BOOK INVENTORY
BJ,BEDROOM COUNT
BK,BATHROOM COUNT
BL,BETTERMENT HOURS
BM,DEPRECIATION HOURS
BN,SYSTEM ADJUSTED HOURS
BO,USER ADJUSTED HOURS
BP,PERIOD ENDING IMBALANCE QUANTITY
BQ,BACKORDER QUANTITY
BR,BLOOD RECORD
BS,CUMULATIVE BEGINNING IMBALANCE QUANTITY
BT,CUMULATIVE CURRENT PERIOD IMBALANCE QUANTITY
BU,CUMULATIVE PRIOR PERIOD ADJUSTMENT
BV,CUMULATIVE ENDING IMBALANCE QUANTITY
BW,BIRTH WEIGHT
BX,CURRENT PERIOD IMBALANCE QUANTITY
BY,PRODUCTION DELIVERY QUANTITY
BZ,ENTITLEMENT QUANTITY
C0,CREDITORS
C1,PAYMENT EXPERIENCES IN LAST 12 MONTHS
C2,PAYMENT EXPERIENCES IN LAST 3 MONTHS
C3,AREA DAMAGED
C4,OTHER UNLISTED STOCKHOLDERS
C5,OTHER UNLISTED PARTICIPANTS
CA,COVERED - ACTUAL
CB,CLOSING STATEMENT BALANCE
CC,CURRENT DAYS ON MARKET
CD,CO-INSURED - ACTUAL
CE,COVERED - ESTIMATED
CF,CO-INSURED - ESTIMATED
CG,CUMULATIVE GAS VOLUME
CH,CUMULATIVE EFFECT OF PRIOR PERIOD ADJUSTMENT
CI,CUMULATIVE GAS INJECTION VOLUME
CL,CUMULATIVE LIQUID INJECTION VOLUME
CN,CONTINUANCE DURATION
CO,CUMULATIVE OIL/CONDENSATE VOLUME
CP,CURRENT PERIOD IMBALANCE
CR,CERTIFIED REGISTERED NURSE ANESTHETIST (CRNA) NUMBER OF CONCURREN
CS,CURRENT SERVICE LIFE
CW,CUMULATIVE WATER VOLUME
CY,CONVICTIONS SENT
CZ,TOTAL NUMBER OF CONVICTIONS
D0,ENGINEERS
D1,BILLED
D2,EXECUTIVES
D3,NUMBER OF CO-INSURANCE DAYS
D4,FIELD WORKERS
D5,INSTALLERS
D6,MEMBERS IN GROUP
D7,NON-CONSOLIDATED TOTAL-DOMESTIC SUBSIDIARIES
D8,NON-CONSOLIDATED TOTAL-FOREIGN SUBSIDIARIES
D9,NON-UNION EMPLOYEES
DA,DEPENDENT'S AGE
DB,DEDUCTIBLE BLOOD UNITS
DC,DEPENDENT COUNT
DD,DISTRIBUTED
DE,DEBITED
DF,DELETED
DG,GAS USED FOR DRILLING
DH,MAXIMUM BENEFIT PERIOD ACCIDENT TO AGE
DI,DISPOSED
DJ,MAXIMUM BENEFIT PERIOD SICKNESS TO AGE
DK,AIRLINE ATTENDANTS
DL,COMPANIES INCLUDED IN CONSOLIDATION
DM,TOTAL CONSOLIDATED DOMESTIC SUBSIDIARIES
DN,DEFAULT NOTIFICATION RESPONSE PERIOD
DO,DAYS OPERATED
DP,DAYS PRODUCED
DQ,TOTAL CONSOLIDATED FOREIGN SUBSIDIARIES
DR,DIRECT WORKERS
DS,DOSE
DT,DEPENDENT TOTAL
DU,COUNTER CLERKS
DW,DOMESTIC AFFILIATED COMPANIES
DX,DRIVERS
DY,DAYS
DZ,EMPLOYED AT LOCATION
E1,COURSE SEGMENTS
E2,DEGREE SEGMENTS
E3,EMPLOYED ON THIS JOB
E4,EMPLOYED IN THIS PROFESSION
E5,EMPLOYED BY THIS COMPANY
E8,NUMBER OF ENTITLED EXEMPTIONS
E9,NUMBER OF WITHHOLDING EXEMPTIONS
EA,EXCLUSIVE USES
EB,NONEXCLUSIVE USES
EC,USE OF EXTRACORPOREAL CIRCULATION
ED,DOMESTIC USES
EE,SMALL BUSINESS USES
EF,NURSES
EG,OFFICE WORKERS
EH,PAID IN COMMON SHARES
EI,PAID IN PREFERRED SHARES
EJ,PILOTS
EK,PLANT WORKERS
EL,PRINCIPALS INCLUDED AS EMPLOYEES
EM,EMERGENCY MODIFYING UNITS
EN,SUPPLIERS
EO,TEACHERS
EP,PRODUCT EXCHANGE AMOUNT
EQ,EQUITY SECURITY HOLDER
ER,ESTIMATED REMAINING ECONOMIC LIFE
ES,ENDING STOCK
ET,EMPLOYEE TOTAL
EU,TOTAL CONSOLIDATED SUBSIDIARIES
EV,TOTAL NON-CONSOLIDATED SUBSIDIARIES
EW,EVAPORATED WATER
EX,UNION EMPLOYEES
EY,PORTED TELEPHONE LINES
EZ,SERVICE RESALE
F0,TOTAL CLAIMS WITH SKIN DISEASES OR DISORDERS
F1,OFF LEASE FUEL
F3,TOTAL DEATHS AS A RESULT OF INJURY
F4,TOTAL DEATHS AS A RESULT OF ILLNESS
F5,TOTAL INJURY CLAIMS WITH DAYS AWAY FROM WORK OR RESTRICTED WORK A
F6,TOTAL INJURY CLAIMS WITH DAYS AWAY FROM WORK
F7,TOTAL INJURY CLAIMS WITHOUT LOST WORK DAYS
F8,TOTAL DAYS AWAY FROM WORK DUE TO INJURY
F9,TOTAL DAYS WITH RESTRICTED WORK ACTIVITY DUE TO INJURY
FA,FULL BATHS
FB,FURNISHED BLOOD UNITS
FC,FUEL CONSUMED OR BURNED AMOUNT
FD,VEHICULAR RADIOS
FE,PORTABLE RADIOS
FF,FLARE OR FLASH
FG,MARINE RADIOS
FH,PAGERS
FI,CONVENTIONAL MOBILES
FJ,TRUNKED CHANNELS
FK,MOBILE LOADING ALLOCATION
FL,UNITS
FM,AIRCRAFT RADIOS
FN,TOTAL CLAIMS WITH DUST DISEASES OF THE LUNGS
FO,TOTAL CLAIMS WITH RESPIRATORY CONDITIONS DUE TO TOXIC AGENTS
FP,TOTAL CLAIMS WITH POISONING ILLNESSES
FQ,TOTAL CLAIMS WITH DISORDERS DUE TO PHYSICAL AGENTS
FS,GAS USED FOR FUEL SYSTEM
FT,FORECAST TO COMPLETE
FU,TOTAL CLAIMS ASSOCIATED WITH REPEATED TRAUMA
FV,TOTAL ILLNESS CLAIMS WITH OCCUPATIONAL ILLNESSES NOT OTHERWISE CL
FW,TOTAL DAYS AWAY FROM WORK DUE TO ILLNESS
FX,TOTAL DAYS OF RESTRICTED WORK ACTIVITY DUE TO ILLNESS
FY,TOTAL ILLNESS WITH LOST WORK DAYS OR RESTRICTED WORK ACTIVITY
FZ,TOTAL ILLNESS CLAIMS WITH DAYS AWAY FROM WORK
G0,DISCHARGE QUANTITY
G1,ESTIMATED DISCHARGE QUANTITY
G2,ESTIMATED TRANSFER QUANTITY
G3,EXCURSIONS
G4,NON-PRODUCTION QUANTITY
G5,NUMBER OF DEATHS
G6,NUMBER OF HOSPITALIZATIONS
G7,NUMBER OF INJURIES
G8,NUMBER OF INJURIES REQUIRING MEDICAL TREATMENT
G9,NUMBER OF PEOPLE EVACUATED
GA,GROSS BUILDING AREA
GB,GROSS ANNUAL INCOME MULTIPLIER
GC,GROSS LIVING AREA
GD,TOTAL ILLNESS CLAIMS WITHOUT LOST WORK DAYS
GE,ORIGINAL TERM IN YEARS
GF,YEARS REMAINING
GG,AVERAGE NUMBER OF EMPLOYEES
GH,TOTAL WORKED BY ALL EMPLOYEES
GI,GAS INJECTION VOLUME
GL,GAS LIFT VOLUME
GP,GROSS PRODUCTION
GQ,GOVERNMENT REPORTING QUANTITY
GR,GAS RECEIPT VOLUME
GS,GAS SOLD
GT,GRADE TRANSFER AMOUNT
GU,EMPLOYEE TOTAL FIRST MONTH OF QUARTER
GV,GAS VOLUME
GW,EMPLOYEE TOTAL SECOND MONTH OF QUARTER
GX,EMPLOYEE TOTAL THIRD MONTH OF QUARTER
GZ,ACTIVE LISTINGS
H0,NUMBER OF PEOPLE SHELTERED-IN-PLACE
H1,QUANTITY RECOVERED
H2,QUANTITY RECYCLED
H3,QUANTITY RELEASED
H4,QUANTITY TREATED
H5,TOTAL HAZARDOUS WASTE GENERATED
H6,OPERATIONAL QUANTITY
H7,PENALTY VARIANCE QUANTITY
H8,ALLOCATED QUANTITY
H9,SCHEDULED QUANTITY
HA,MARKET PRICE CHANGE
HB,UNPAID
HC,BRANCHES
HD,SUBSIDIARIES
HE,AGE OF FINANCIAL INFORMATION
HF,INVOICES
HG,FINANCIAL COVERAGE PERIOD
HH,MAXIMUM NUMBER OF EMPLOYEES AT LOCATION
HI,PREVIOUS NUMBER OF ACCOUNTS
HJ,COLLECTION PERIOD
HK,DISBURSEMENT PERIOD
HL,SEATS
HM,USE OF HYPOTHERMIA
HN,PREVIOUS NUMBER OF EMPLOYEES
HO,USE OF HYPOTENSION
HP,USE OF HYPERBARIC PRESSURIZATION
HQ,KINDERGARTEN STUDENTS
HR,USE OF HYPERTENSION
HS,HOURS
HT,EMPLOYEE'S AGE
HU,EMPLOYEE'S NUMBER OF DAYS AWAY FROM WORK DUE TO INJURY
HV,EMPLOYEE'S NUMBER OF DAYS OF RESTRICTED WORK ACTIVITY DUE TO INJU
HW,EMPLOYEE'S TOTAL NUMBER OF DAYS AWAY FROM WORK DUE TO ILLNESS
HY,TOTAL DEATH CLAIMS
HZ,TOTAL CLAIMS WITH DAYS AWAY FROM WORK
I0,TENTH GRADE STUDENTS
I1,ELEVENTH GRADE STUDENTS
I2,TWELFTH GRADE STUDENTS
I3,PRIOR TEACHING EXPERIENCE
I4,PRIOR FULL-TIME TEACHING EXPERIENCE
I5,PRIOR PART-TIME TEACHING EXPERIENCE
I6,PRIOR EXPERIENCE IN EDUCATION
I7,PRIOR FULL-TIME EXPERIENCE IN EDUCATION
I8,PRIOR PART-TIME EXPERIENCE IN EDUCATION
I9,PRIOR EXPERIENCE RELATED TO JOB
IA,LOCAL COUNTRY EMPLOYEES
IB,FOREIGN EMPLOYEES
IC,PRIOR FULL-TIME EXPERIENCE RELATED TO JOB
ID,PRIOR PART-TIME EXPERIENCE RELATED TO JOB
IE,TOTAL PRIOR EXPERIENCE
IF,TOTAL FULL-TIME PRIOR EXPERIENCE
IG,TOTAL PART-TIME PRIOR EXPERIENCE
IH,TOTAL YEARS OF EDUCATIONAL SERVICE
II,NUMBER OF IRREGULAR INTEREST PAYMENTS
IJ,TOTAL YEARS OF EDUCATIONAL SERVICE IN THIS DISTRICT
IK,YEARS OF EXPERIENCE AS SCHOOL PRINCIPAL
IL,YEARS OF EXPERIENCE AS CLASSROOM TEACHER
IM,YEARS WORKED FOR THIS SYSTEM
IN,INDIRECT WORKERS
IP,NUMBER OF INTEREST PAYMENTS
IQ,IN-TRANSIT QUANTITY
IS,INFORMATION PROVIDER STANDARDIZED MOTOR VEHICLE PENALTY POINTS
IT,INTERTANK TRANSFER AMOUNT
J0,ENDING STORAGE BALANCE
J1,LOCATION ENDING STORAGE BALANCE
J2,LOCATION ENDING STORAGE BALANCE - FIRM
J3,LOCATION ENDING STORAGE BALANCE - INTERRUPTIBLE
J4,MAXIMUM AVAILABLE DAILY INJECTION QUANTITY
J5,MAXIMUM AVAILABLE DAILY WITHDRAWAL QUANTITY
J6,MINIMUM REQUIRED DAILY INJECTION QUANTITY
J7,MINIMUM REQUIRED DAILY WITHDRAWAL QUANTITY
JA,ACTIVITY CODES
JB,ASSOCIATES
JC,AVERAGE EMPLOYEES
JD,COOPERATIVE SHARES
JE,ESTIMATED EMPLOYEES AT LOCATION
JF,ESTIMATED TOTAL EMPLOYEES
JG,FINANCIAL INSTITUTIONS
JH,JUDGMENTS
JI,LAND SIZE
JJ,LIENS
JK,MINIMUM EMPLOYEES AT LOCATION
JL,OFFICE SIZE
JM,OWNER
JN,PLANT SIZE
JO,PREVIOUS NUMBER OF BRANCHES
JP,PROTESTED BILLS
JQ,SUITS
JR,UNIFORM COMMERCIAL CODE (UCC) FILINGS
JS,JUDICIAL STAY DURATION
JT,WAREHOUSE SIZE
JU,TOTAL DAYS AWAY FROM WORK
JV,TOTAL DAYS OF RESTRICTED WORK ACTIVITY
JW,TOTAL CLAIMS WITHOUT DAYS AWAY FROM WORK AND WITHOUT RESTRICTED W
JX,SECRETARIES
JY,MECHANICS
JZ,AUDITORS
K1,MESSENGERS
K2,PRIMARY MANAGERS
K3,PARTICIPATION SHARES
K4,DETRIMENTAL LEGAL FILINGS
K5,PETITIONS FILED
K6,DRAFTS
K7,BUSINESS FAILURE NATIONAL AVERAGE INCIDENCE
K8,BUSINESS FAILURE INDUSTRY INCIDENCE
K9,BUSINESS FAILURE CLASS INCIDENCE
KA,ESTIMATED
KB,NET QUANTITY INCREASE
KC,NET QUANTITY DECREASE
