Value,Description
BD,PROPERTY IN COUNTY
BE,PROPERTY IN STATE
BF,APPORTIONMENT
BG,BID GUARANTEE
BH,OWNERSHIP
BI,FIXED ASSETS TO TOTAL ASSETS
BJ,INVENTORY TO TOTAL ASSETS
BK,ACCOUNTS RECEIVABLE TO TOTAL ASSETS
BL,INDUSTRY PROBABILITY OF DISTRESS
BM,INVENTORY FINANCING
BP,TOTAL BASE PERIOD WAGES
BS,BUSINESS PORTION
BT,BETTERMENT PERCENTAGE
BU,BUILT-UP
C,DEPRECIATION
CA,CONTRIBUTION
CB,COMMISSION
CH,CHANGE
CJ,CHARGE
CN,CONDOMINIUM
CO,CORPORATE
CP,CONTRACT TO LEASE
CR,CONTRACTOR SHARE RATIO
CS,CUSTOMER SHARE RATIO
CU,CAPACITY USED
CV,CURRENT BAD DEBT PROVISION
D,OVERHEAD ON RECOVERABLE DEPRECIATION
DF,DECREMENT FACTOR
DY,PER DAY LIMIT
E,PROFIT ON RECOVERABLE DEPRECIATION
EA,ESTIMATE ACCURACY
EF,ESCALATION FACTOR
EG,ACTUAL DIRECT FEDERAL SUPPORT
EH,ACTUAL DIRECT NON-FEDERAL SUPPORT
EI,ESTIMATED DIRECT FEDERAL SUPPORT
EJ,ESTIMATED DIRECT NON-FEDERAL SUPPORT
EK,FEDERAL
EL,FEDERAL ALLOCATION
EM,FIXED FEDERAL
EN,MINIMUM
EO,NON-FEDERAL
EP,EXPENSE PERCENTAGE
EQ,NON-FEDERAL ALLOCATION
ER,PRIME INTEREST RATE
ES,INFLATION
ET,PROBABILITY OF DISTRESS
F,OVERHEAD
FT,FAULT ISOLATION TIME
FV,FORECASTED VACANCY AND COLLECTION LOSS
G,NET SALES TO FIXED ASSETS RATIO
GA,GROSS ADJUSTMENT
H,TOTAL LIABILITIES TO TOTAL ASSETS RATIO
IA,INTERSELL
IN,INDUSTRIAL
J,DISCOUNT
K,NON-CURRENT ASSETS TO NET WORTH
KA,VARIATION IN QUANTITY OVER
KB,VARIATION IN QUANTITY UNDER
L,NON-CURRENT ASSETS TO TOTAL ASSETS
LM,LIMIT
M,MISCELLANEOUS OWNERSHIP PERCENTAGE
MA,MAXIMUM ALLOWABLE WITHHOLDING FROM DISPOSABLE INCOME
MN,MONTHLY LIMIT
MS,MARKET SHARE
MX,MAXIMUM OWNED BY SMALL SHAREHOLDERS
N,NET PROFIT PAYMENT OWNERSHIP PERCENTAGE
NA,NET ADJUSTMENT
NH,NEW HOMES
O,OVERRIDING ROYALTY PAYMENT OWNERSHIP PERCENTAGE
OC,OVERALL CAPITALIZATION RATE
OF,OFFTAKE
OH,OUTSIDE HOURS
OP,OPTION PERCENTAGE
P,PRODUCTION PAYMENT OWNERSHIP PERCENTAGE
PA,LEASE PRODUCTION
PB,PREVIOUS BAD DEBT PROVISION
PC,PRIMARY COVERAGE
PD,PAID IN CAPITAL
PF,PER PERSON DEDUCTIBLE
PH,PER OCCURRENCE DEDUCTIBLE
PM,PER PERSON MONTHLY LIMIT
PN,PER OCCURRENCE MONTHLY LIMIT
PP,PER PERSON LIMIT
PR,PER OCCURRENCE LIMIT
PT,PREVIOUS PARTICIPATION
PV,PERCENT OF VALUE OF REAL ESTATE TAXES
PW,PERCENT OF FUNDING
Q,PERCENT RELATIVE TO INDUSTRY AVERAGE
Q1,PERCENT OF DAY EMPLOYED
Q2,PERCENT OF TIME EMPLOYED
Q3,PERCENT OF TIME EMPLOYED IN THIS DISTRICT
Q4,PERCENT OF TIME SPENT IN THIS ASSIGNMENT
Q5,PERCENT OF TIME SPENT AS ADMINISTRATOR
R,ROYALTY OWNERSHIP PERCENTAGE
RA,ABOVE SHARE
RB,BELOW SHARE
RC,CONTRACTOR ABOVE SHARE
RD,CONTRACTOR BELOW SHARE
RE,PERCENT REMOVED
RF,FIXED FEE RATE
RG,PROGRESS PAYMENT RATE
RI,INCENTIVE FEE RATE
RL,PROGRESS PAYMENT LIQUIDATION RATE
RO,REAL ESTATE OWNED AND FORECLOSURES
RP,ROYALTY
RQ,ESTIMATED
RR,ALTERNATE PROGRESS PAYMENT LIQUIDATION RATE
RS,RESALE
S,SPECIAL OVERRIDING ROYALTY OWNERSHIP PERCENTAGE
SA,SET ASIDE
SC,SUBCONTRACTED COSTS
SD,MOISTURE CONTENT
SE,PROTEIN CONTENT
SF,PERCENT DOCKAGE
SG,TEST WEIGHT
ST,PERCENT FROM STORMWATER
T,TAX OWNERSHIP PERCENTAGE
TA,CHANGE IN ORDINARY INCOME
TB,CHANGE IN TAXABLE INCOME
TC,COMMON STOCK REPORTED
TD,EARNINGS PER SHARE
TE,EQUITY TO DEPOSIT
TF,EQUITY TO LOAN
TG,INVESTED CAPITAL
TH,LOAN TO DEPOSIT
TI,OPERATES AT CAPACITY
TJ,ORDINARY PROFIT TO SALES
TK,PAYMENT PERIOD
TL,PREFERRED STOCK REPORTED
TM,PREVIOUS PERCENT OF VALUE
TN,RETURN ON EQUITY OF MINORITY INTEREST
TP,TRACT
TQ,CURRENT LIABILITIES TO TOTAL LIABILITIES
TR,GROSS PROFIT MARGIN
TS,CURRENT ASSETS TO TOTAL LIABILITIES
TX,TAX RATE
U,SALES TO CURRENT ASSETS
V,WORKING CAPITAL TO SALES
W,WORKING OWNERSHIP PERCENTAGE
WI,WORKING INTEREST
WK,PER WEEK LIMIT
X,PURCHASE OWNERSHIP PERCENTAGE
X1,INTEREST
X2,PERCENT OF DAY
X3,PERCENT OF WEEK
X4,PERCENT OF YEAR
XT,ASSET TURNOVER
Y,PERCENT RELATIVE TO NATIONAL AVERAGE
ZZ,MUTUALLY DEFINED
