Value,Description
GDP,DISPLAY PRICE
GOV,GOVERNMENT PRICE
GSP,SHELF PRICE
GTP,TEMPORARY PRICE REDUCTION PRICE
ICL,UNIT PRICE THROUGH QUANTITY
IND,INDUSTRIAL PRICE
INS,INSTITUTIONAL PRICE
INV,INVOICE BILLING PRICE
LAR,LABOR RATE
LCP,LAST COST PRICE
LPP,LEASE TO PURCHASE PRICE
LPR,LIST PRICE
MAP,MANDATORY TO ADVISE UNIT PRICE
MAS,MINIMUM ACTIVITY SURCHARGE
MAX,MAXIMUM ORDER QUANTITY PRICE
MIN,MINIMUM ORDER QUANTITY PRICE
MNC,MINIMUM CHARGE
MNR,MINIMUM RELEASE QUANTITY PRICE
MOD,MODAL PREMIUM
MPR,MAXIMUM PRICE REDUCTION
MSR,MANUFACTURER'S SUGGESTED RETAIL
MXR,MAXIMUM RELEASE QUANTITY PRICE
N01,NONCONTRACT TIER 1
N02,NONCONTRACT TIER 2
N03,NONCONTRACT TIER 3
N04,NONCONTRACT TIER 4
N05,NONCONTRACT TIER 5
N06,NONCONTRACT TIER 6
N07,NONCONTRACT TIER 7
N08,NONCONTRACT TIER 8
N09,NONCONTRACT TIER 9
N10,NONCONTRACT TIER 10
N11,NONCONTRACT TIER 11
N12,NONCONTRACT TIER 12
N13,NONCONTRACT TIER 13
N14,NONCONTRACT TIER 14
N15,NONCONTRACT TIER 15
N16,NONCONTRACT TIER 16
N17,NONCONTRACT TIER 17
N18,NONCONTRACT TIER 18
N19,NONCONTRACT TIER 19
N20,NONCONTRACT TIER 20
N21,NONCONTRACT TIER 21
N22,NONCONTRACT TIER 22
N23,NONCONTRACT TIER 23
N24,NONCONTRACT TIER 24
N25,NONCONTRACT TIER 25
N26,NONCONTRACT TIER 26
N27,NONCONTRACT TIER 27
N28,NONCONTRACT TIER 28
N29,NONCONTRACT TIER 29
N30,NONCONTRACT TIER 30
N31,NO CHARGE
NET,NET ITEM PRICE
OAP,OPTIONAL TO ADVISE UNIT PRICE
OPP,ORIGINAL PURCHASE ORDER PRICE
PAP,PROTECTION LEVEL PRICE
PAQ,PRICE BREAK QUANTITY(S)
PBQ,UNIT PRICE BEGINNING QUANTITY
PBR,PRICE BREAK PURCHASE ORDER COUNT
PHS,PUBLIC HEALTH SERVICE PRICE
PIE,PRICE IN EFFECT AT TIME OF SHIPMENT
PLT,PRODUCING PLANT PRICE
PPA,PACKING LEVEL PRICE
PPD,PREPAID FREIGHT CHARGES
PRF,PROFESSIONAL PRICE
PRO,PRODUCER'S PRICE
PRP,PROMOTIONAL PRICE
PUR,PURCHASE
QTE,QUOTE PRICE
REG,REGULAR CHARGE
RES,RESALE
RPA,"RENTAL PRICE, ANNUAL"
RPM,"RENTAL PRICE, MONTHLY"
RPP,REPLACEMENT PRICE
RSH,RUSH CHARGE
RTL,RETAIL
SAC,SERVICE ATTEMPTED CHARGE
SDP,SUGGESTED DEALER NET PRICE
SFP,SUGGESTED FLEET PRICE
SHD,SHIP AND DEBIT
SLP,SUGGESTED LIST PRICE
SPC,SPECIAL PRICE
SPE,SINGLE PRICE (FACTORS EQUALIZED)
SSP,SECONDARY SUPPLY PLANT
STA,STANDARD PRICE
SUM,SUM OF LINE ITEMS
SWP,SUGGESTED WHOLESALE PRICE
THP,THRESHOLD PRICE
TOT,TOTAL INVOICE AMOUNT DUE
TRF,TRANSFER
UCP,UNIT COST PRICE
ULC,UNSALABLE ITEM LIST COST
WAR,PUBLIC WAREHOUSE PRICE
WHL,WHOLESALE
WSP,WAIVED SERVICE PRICE
ZNP,ZONE PRICE
