Value,Description
DF,DEVICE FAMILY
DG,DISCOUNT GROUPING
DH,TRANSPORT4 COMMODITY CODE
DI,DEPOSIT ITEM NUMBER
DL,DYE LOT NUMBER
DM,COMMITTEE FOR UNIFORM SECURITY IDENTIFICATION PROCEDURE NUMBER (C
DN,DIE NUMBER
DO,DIVIDEND USE
DP,DISCONTINUED PART NUMBER
DQ,EVENT TYPE
DR,DRAWING REVISION NUMBER
DS,GROUP ID
DT,DEVICE TYPE
DU,JOINT LIFE TYPE
DV,LOCATION CODE
DW,NONFORFEITURE OPTION
DX,"INTERNATIONAL CLASSIFICATION OF DISEASES, 9TH REVISION, CLINICAL"
DY,PREMIUM RATE TYPE
DZ,DIAGNOSIS CODE POINTER
E1,CONTRACT CHANGE AUTHORIZATION TYPE
E2,FUND ABBREVIATION
E3,FUND TYPE
E4,RELATED POLICY IDENTIFICATION
E5,TAX CODE
E6,CONTRACT TRANSFER REASON CODE
EA,EAN-99 IN-STORE COUPON CODE
EB,FUEL TANK SERIAL NUMBER
EC,ENGINEERING CHANGE LEVEL
ED,ENGINE DISPLACEMENT IDENTIFICATION
EE,PREMIUM USE
EF,EXHIBIT IDENTIFIER
EG,PURPOSE OF INSURANCE
EH,SALES PRESENTATION ID
EI,EXPENSE IDENTIFIER
EJ,SERVICE FEATURE ID
EK,SETTLEMENT/PAYOUT OPTION
EL,BUYER'S SUBLINE ITEM NUMBER
EM,EQUIPMENT IDENTIFICATION NUMBER
EN,EAN/UCC - 13
EO,EAN/UCC - 8
EP,BUYER'S END PRODUCT NUMBER
EQ,EQUIPMENT TYPE
ER,JURISDICTION SPECIFIC PROCEDURE AND SUPPLY CODES
ES,ENGINE SERIAL NUMBER
EU,SKILL CODE
EX,"EXCHANGED PART, ASSEMBLY OR PRODUCT"
EZ,SHIFT WORKED
F1,CATALOG NUMBER
F2,TECHNICAL ORDER NUMBER
F3,TECHNICAL MANUAL NUMBER
F4,SERIES IDENTIFIER
F5,OBLIGATION AUTHORITY NUMBER
F6,FIRST PRIOR IDENTIFIER
F7,END-ITEM DESCRIPTION
F8,NEXT HIGHER USED ASSEMBLY
F9,FORMER PUBLISHER
FA,FAILED SUBASSEMBLY SERIAL NUMBER
FB,FORM NUMBER
FC,COUPON FAMILY CODE
FD,FUND
FE,FEATURE
FF,FIFTH WHEEL SERIAL NUMBER
FG,FUND MANAGER
FH,FREDDIE MAC AFFORDABLE LENDING PRODUCT CODE
FI,FINISH NUMBER
FJ,FANNIE MAE AFFORDABLE LENDING PRODUCT CODE
FK,FREDDIE MAC PROJECT CONDOMINIUM CLASSIFICATION CODE
FL,FINISH LOT NUMBER
FM,FAILED SUBASSEMBLY MODEL NUMBER
FN,FINAL TEST LOT NUMBER
FP,FABRIC PIECES PER ROLL
FQ,FANNIE MAE PROJECT CONDOMINIUM CLASSIFICATION CODE
FR,"FRONT AXLE, REAR"
FS,NATIONAL STOCK NUMBER
FT,FEDERAL SUPPLY CLASSIFICATION
FU,NATIONAL ALCOHOL BEVERAGE CONTROL ASSOCIATION (NABCA) PRODUCT COD
FV,DRUG IDENTIFICATION NUMBER (DIN)
FW,NEW MICROCODE
FX,FEDERAL SUPPLY GROUP
GA,GATHERING
GC,GRADE CODE
GD,GRAIN DIRECTION
GE,GENERIC NAME DESCRIPTION
GI,GRAPHICS INDUSTRY BAR CODE (GIBC)
GK,GLIDER KIT
GM,GENERAL SERVICES ADMINISTRATION (GSA) SPECIAL ITEM NUMBER
GN,GRADE NAME
GQ,GROUP QUALIFIER CODE
GR,GEAR RATIO
GS,GENERAL SPECIFICATION NUMBER
GU,VOLUME USAGE IDENTIFICATION CODE
HC,HEALTH CARE FINANCING ADMINISTRATION COMMON PROCEDURAL CODING SYS
HD,INTERNATIONAL HARMONIZED COMMODITY CODE
HI,HIBC (HEALTH CARE INDUSTRY BAR CODE) SUPPLIER LABELING STANDARD P
HN,HEAT NUMBER
HP,HEALTH INSURANCE PROSPECTIVE PAYMENT SYSTEM (HIPPS) SKILLED NURSI
I,INCLUDED IN THE CONFIGURATION
IA,INFORMATION MEDIA TYPE
IB,INTERNATIONAL STANDARD BOOK NUMBER (ISBN)
IC,INTERIOR COLOR NUMBER
ID,"INTERNATIONAL CLASSIFICATION OF DISEASES, 9TH REVISION, CLINICAL"
IE,INSURER'S FUND CODE
IF,INVESTMENT FUND TYPE
IG,IGNITION KEY NUMBER
II,COMMODITY ITEM IDENTIFICATION
IM,IMPRINT (TRADEMARK CODE OF SUBSIDIARY)
IN,BUYER'S ITEM NUMBER
IQ,IRS QUALIFICATION CODE
IR,INGREDIENT
IS,INTERNATIONAL STANDARD SERIAL NUMBER (ISSN)
IT,BUYER'S STYLE NUMBER
IV,HOME INFUSION EDI COALITION (HIEC) PRODUCT/SERVICE CODE
IW,INTERCHANGEABILITY CODE
IZ,BUYER'S SIZE CODE
JA,ANNIVERSARY
JB,COMMISSION IDENTIFIER
JC,COMMISSION YEAR
JD,CONTRIBUTION YEAR
JN,JOB NUMBER
JP,PACKAGE TYPE CODE
JS,JOB SEQUENCE NUMBER
KA,ENGINEERING DATA LIST
KB,DATA CATEGORY CODE
KD,REPLACEMENT NATIONAL STOCK NUMBER
KE,MILITARY STANDARD
KF,ITEM TYPE NUMBER
KG,TIME COMPLIANT TECHNICAL ORDER
KI,COGNIZANCE SYMBOL
KJ,MATERIAL CONTROL CODE
KK,SPECIAL MATERIAL IDENTIFICATION CODE
KL,ITEM MANAGEMENT CODE
KM,SHELF-LIFE CODE
KN,SHELF-LIFE ACTION CODE
KP,KANBAN PLAN NUMBER
L1,PROGRAM LEVEL
L2,TOPIC LEVEL
L3,SUBTOPIC LEVEL
L4,LIFE/ANNUITY SERVICE FEATURES
L5,LINE OF AUTHORITY
L6,"LUBE, SYNTHETIC"
LA,LABOR GROUP
LB,LOGICAL OBSERVATION IDENTIFIER NAMES AND CODES (LOINC) CODES
LC,LABORATORY TEST CONDITION CODE
LD,"SNOMED, SYSTEMATIZED NOMENCLATURE OF MEDICINE"
LG,LIFT GATE SERIAL NUMBER
LM,LOTTERY GAME NUMBER
LN,LOTTERY PACK/BOOK NUMBER
LP,LIFE/ANNUITY PRODUCT CODE
LR,LEASE NUMBER
LS,LOAD SEQUENCE
LT,LOT NUMBER
LU,LOT PRICING UNIT NUMBER
MA,MACHINE NUMBER
MB,MEASUREMENT TYPE CODE
MC,MORTGAGE CREDIT DATA ORDER TYPE
MD,METHOD OF DELIVERY CODE
ME,MARKET PROGRAM CODE
MF,MANUFACTURER
MG,MANUFACTURER'S PART NUMBER
MH,MEDICATION CODE
MI,MORTGAGE INSURANCE PRODUCT CODE OR NUMBER
MJ,MANUAL TRANSMISSION SERIAL NUMBER
MK,FRONT AXLE NON DRIVEN SERIAL NUMBER
MM,MOTOR EQUIPMENT MANUFACTURING ASSOCIATION (MEMA) PRODUCT TYPE COD
MN,MODEL NUMBER
MO,MOVEMENT TYPE CODE
MP,MORTGAGE PRODUCT CODE
MQ,MORTGAGE UNDERWRITING TYPE
MR,MAINTENANCE INDEX PAGE REFERENCE NUMBER
MS,MILITARY SPECIFICATION (MILSPEC) NUMBER
MT,MAJOR PRODUCT/MATERIAL/MACHINE TYPE
MU,AUTHORIZED PARTS LIST NUMBER
MV,EQUIPMENT LOCATION
MW,EQUIPMENT HIERARCHICAL SEQUENCE IDENTIFIER
MX,REPAIR INDUCTION IDENTIFIER
N1,NATIONAL DRUG CODE IN 4-4-2 FORMAT
N2,NATIONAL DRUG CODE IN 5-3-2 FORMAT
N3,NATIONAL DRUG CODE IN 5-4-1 FORMAT
N4,NATIONAL DRUG CODE IN 5-4-2 FORMAT
N5,NATIONAL HEALTH RELATED ITEM CODE IN 5-5 FORMAT
N6,NATIONAL HEALTH RELATED ITEM CODE IN 4-6 FORMAT
ND,NATIONAL DRUG CODE (NDC)
NE,YARN COUNT - ENGLISH
NG,NATIONAL GLASS ASSOCIATION (NAGS) NUMBER
NH,NATIONAL HEALTH RELATED ITEM CODE
NM,YARN COUNT - METRIC
NR,NON-RESALEABLE ITEM (EXCLUDING DEPOSIT) NUMBER
NU,NATIONAL UNIFORM BILLING COMMITTEE (NUBC) UB92 CODES
NW,NEW REPLACEMENT PART OR ASSEMBLY DEFECTIVE
NZ,COMBINED NCCMA/BANK SERVICE CODE
O0,OLD UCC-12
O7,OLD EAN/UCC-13
O8,OLD EAN/UCC-14
O9,OLD VENDOR'S (SELLER'S) ITEM NUMBER
OA,OLD U.P.C./EAN CASE CODE
OB,OLD U.P.C./EAN MULTIPACK CODE
OC,OLD U.P.C./EAN CONSUMER PACKAGE CODE
OD,OLD U.P.C./EAN MODULE CODE
OE,ORIGINAL EQUIPMENT NUMBER
OF,OLD COMMON LANGUAGE EQUIPMENT IDENTIFIER (CLEI) CODE
OG,OLD MICROCODE
OH,OPPOSITE-HAND PART NUMBER
OI,OPTICAL INDUSTRY PRODUCT CODE
OL,OPTICAL CABLE CODE
ON,CUSTOMER ORDER NUMBER
OO,OUTSIDE PRODUCTION OPERATION SHEET NUMBER
OP,OBSOLETE PART NUMBER
OR,OFFER NUMBER
OT,INTERNAL NUMBER
OU,ORIGINAL UNIT OF ISSUE
P1,PETROLEUM ACCOUNTANTS SOCIETY OF CANADA OPERATING AND MAINTENANCE
P2,PETROLEUM ACCOUNTANTS SOCIETY OF CANADA CAPITAL EXPENDITURE CODE
P3,PETROLEUM ACCOUNTANTS SOCIETY OF CANADA TUBULAR CODE
P4,PETROLEUM ACCOUNTANTS SOCIETY OF CANADA NON-TUBULAR CODE
P5,MATERIAL DISCHARGE NUMBER
P6,"PUMP, FIRE"
P7,PREVIOUS CARRIER
P8,RETAIL PRICE LOOK UP NUMBER (PLU)
P9,PLY
PA,PATTERN NUMBER
PB,PETROLEUM ACCOUNTANTS SOCIETY OF CANADA OPERATING AND MAINTENANCE
PC,PRIME CONTRACTOR PART NUMBER
PD,PART NUMBER DESCRIPTION
PE,PIECES IN ROLL
PF,PETROLEUM ACCOUNTANTS SOCIETY OF CANADA CAPITAL EXPENDITURE CODE
PG,PACKAGING SPECIFICATION NUMBER
PH,PROPERTY AND CASUALTY SERVICE CODE
PI,PURCHASER'S ITEM CODE
PJ,PRODUCT DATE CODE (A CODE INDICATING THE PERIOD DURING WHICH A PR
PK,PACKAGING DRAWING
PL,PURCHASER'S ORDER LINE NUMBER
PM,NUMBER OF POSITIONS ON MACHINE
PN,COMPANY PART NUMBER
PO,PURCHASE ORDER NUMBER
PP,AIR TRANSPORTATION ASSOCIATION PROPRIETARY RIGHTS CODE
PQ,PRODUCT ID ATTRIBUTE CODE
PR,PROCESS NUMBER
PS,POSITION
PT,PRINT OR DRAWING
PU,PART REFERENCE NUMBER
PV,ADVERTISING PACKAGE IDENTIFICATION CODE
PW,PART DRAWING
PX,SECONDARY PLY
PY,OPERATOR ASSIGNED PROPERTY IDENTIFICATION
PZ,PRODUCT CHANGE NOTICE NUMBER
R0,REPLACEMENT UCC-12
R1,REPLACEMENT SUBASSEMBLY MODEL NUMBER
R2,REPLACEMENT SUBASSEMBLY SERIAL NUMBER
R3,"REAR AXLE, MIDDLE"
R4,"REAR AXLE, PUSHER"
R5,"REAR AXLE, TAG"
R6,"REAR AXLE, EXTENDED TAG"
R7,REPLACEMENT EAN/UCC-13
R8,REPLACEMENT EAN/UCC-14
R9,REPLACEMENT VENDOR'S (SELLER'S) ITEM NUMBER
RA,RETURN CODE
RB,NATIONAL UNIFORM BILLING COMMITTEE (NUBC) UB82 CODES
RC,RETURNABLE CONTAINER NUMBER
RD,REEL NUMBER
RE,REEFER SERIAL NUMBER
RF,REPAIR FROM PRODUCT CODE
RG,REFERENCE OIL
RH,RADIATOR SERIAL NUMBER
RI,REAR AXLE FRONT REAR DRIVEN SERIAL NUMBER
RJ,REAR AXLE REAR DRIVEN SERIAL NUMBER
RK,RACK NUMBER
RL,RATE DETAIL CARD
RM,RELATED MODEL NUMBER
RN,RELEASE NUMBER
RO,ROLL NUMBER
RP,REPLACED PART NUMBER
RQ,AUTOMOBILE RENTAL CHARGE ITEM CODE
RR,REPLACEMENT PRODUCT NUMBER
RS,SET NUMBER
RT,REEL TYPE
RU,RUN NUMBER
RV,REPAIR TAG NUMBER
RW,RELATIVE VALUE UNITS
RY,RECORD KEEPING OR MODEL YEAR
RZ,RELATED MODEL TYPE
S1,SHIPPER'S ITEM NUMBER
S2,SECOND PRIOR IDENTIFIER
S3,PHASE
S4,LABORATORY SAMPLE IDENTIFICATION
S5,STATE SAMPLE IDENTIFICATION
S6,PREVIOUS SAMPLE IDENTIFICATION
S7,SOURCE OF DEPOSIT CODE
S8,SOURCE OF LEAD CODE
SA,SCHEMATIC DIAGRAM REFERENCE NUMBER
SB,SUBMISSION NUMBER
SC,SELLER'S DATE CODE
SD,SUPPLIER COMPANY REGISTRY NUMBER
SE,SECTION PRINT NUMBER
SF,SURFACE FINISH
SG,SEAT SERIAL NUMBER
SH,SERVICE REQUESTED
SI,STANDARD INDUSTRIAL CLASSIFICATION CODE
SJ,RELIGIOUS RETAIL NON-BOOK ITEM
SK,STOCK KEEPING UNIT (SKU)
SL,SELLER'S LOT NUMBER
SM,NATIONAL RETAIL FEDERATION SIZE CODE
SN,SERIAL NUMBER
SO,SYSTEM IDENTIFIER
SP,SUPERSEDED PURCHASE ORDER NUMBER
SQ,ROLL SEQUENCE NUMBER
SR,SUBSTITUTE PRODUCT NUMBER
SS,SUPERSEDED PART NUMBER
ST,STYLE NUMBER
SU,SIDE UP/SIDE DOWN
SV,SERVICE RENDERED
SW,STOCK NUMBER
SX,SLEEPER BOX KEY NUMBER
SY,SLEEPER BOX SERIAL NUMBER
SZ,VENDOR ALPHANUMERIC SIZE CODE
T2,TEX
T3,THIRD PRIOR IDENTIFIER
TA,PIPELINE TRANSACTION CODE
TB,ASSOCIATION FOR FINANCIAL PROFESSIONALS SERVICE CODE AND BANK SER
TC,TELECOMMUNICATIONS CIRCUIT ID
TD,TREATMENT CODES
TE,ASSOCIATION FOR FINANCIAL PROFESSIONALS SERVICE CODE
TF,THE AIR CARGO TARIFF (TACT) COMMODITY CODE
TG,AUTOMATIC TRANSMISSION SERIAL NUMBER
TH,TRANSFER CASE SERIAL NUMBER
TI,TRADE IN IDENTIFIER
TJ,AUXILIARY TRANSMISSION SERIAL NUMBER
TK,"TRANSMISSION, AUXILLARY"
TM,TELEPHONE INDUSTRY MANUFACTURER CODE
TN,RAILROAD-OWNED UNIT TRAIN NUMBER
TP,PRODUCT TYPE CODE
TR,TRUCK BODY SERIAL NUMBER
TS,TRANSMISSION SERIAL NUMBER
TT,TYPE SELVAGE
TU,TESTED MATERIAL IDENTIFICATION NUMBER
TV,LINE OF BUSINESS
TW,PROGRAM CODE
TX,FEDERAL AVIATION ADMINISTRATION (FAA) SERVICE BULLETIN NUMBER
TY,TELECOMMUNICATIONS INDUSTRY SERVICE CODE
TZ,PROGRAM DESCRIPTION IDENTIFIER
U2,U.P.C. SHIPPING CONTAINER CODE (1-2-5-5)
U3,UNITED NATIONS COMMON CODING SYSTEM (UNCCS)
U5,BROKER PRICE OPINION SERVICE
U6,REAL ESTATE PROPERTY INFORMATION SERVICE
UA,U.P.C./EAN CASE CODE (2-5-5)
UB,U.P.C./EAN MULTIPACK CODE
UC,PRODUCT VARIANT
UD,U.P.C./EAN CONSUMER PACKAGE CODE (2-5-5)
UE,U.P.C./EAN MODULE CODE (2-5-5)
UF,USER-DEFINED SHIPPING CONTAINER IDENTIFIER
UG,DRUG U.P.C. CONSUMER PACKAGE CODE (1-4-6-1)
UH,DRUG U.P.C. SHIPPING CONTAINER CODE (1-2-4-6-1)
UI,U.P.C. CONSUMER PACKAGE CODE (1-5-5)
UJ,U.P.C./EAN COUPON CODE (2-5-5)
UK,GTIN 14-DIGIT DATA STRUCTURE
UL,U.P.C. COUPON CODE (1-5-5-1)
UM,"UNIVERSAL VENDOR MARKING, SHORT CODE (UVM; U LINE)"
UN,U.P.C. CASE CODE NUMBER (1-1-5-5)
UO,EAN.UCC SERIAL SHIPPING CONTAINER CODE (SSCC)
UP,UCC - 12
UQ,UNITED NATIONS (UN) NUMBER (DANGEROUS GOODS)
UR,UCC/EAN-128 COUPON EXTENDED CODE
US,UNIFORM STOCK SYMBOL SYSTEM CODE NUMBER
UT,COMPANY-OWNED UNIT TRAIN NUMBER
UV,"UNIVERSAL VENDOR MARKING, LONG CODE (UVM; R,P,M LINES)"
UX,UNIVERSAL PRODUCT NUMBER
VA,VENDOR'S STYLE NUMBER
VB,VENDOR'S ENGINEERING CHANGE LEVEL NUMBER
VC,VENDOR'S (SELLER'S) CATALOG NUMBER
VE,VENDOR COLOR
VI,VARY ITEM PRODUCT NUMBER
VM,VEHICLE MAINTENANCE REPORTING STANDARDS
VN,VENDOR'S (SELLER'S) ITEM NUMBER
VO,VENDOR'S ORDER NUMBER
VP,VENDOR'S (SELLER'S) PART NUMBER
VS,VENDOR'S SUPPLEMENTAL ITEM NUMBER
VT,VINTAGE
VU,VENDOR'S BASIC UNIT NUMBER
VV,MOTOR VEHICLE ID NUMBER
VX,VENDOR'S SPECIFICATION NUMBER
W1,END ITEM SERIAL NUMBER
W2,WORK UNIT NUMBER
W5,RECLAMATION PROCESS
W6,WOOLEN RUN
W7,WOOLEN CUT
WA,RANDOM WEIGHT AGGREGATION CODE
WB,CAR CLASS CODE
WC,WORLD CODE
WD,AIRLINE FLIGHT CODE
WE,FARE BASIS CODE
WF,SERVICE CLASS CODE
WG,STOP OVER CODE
WJ,TELECOM SERVICE TYPE
WK,ADVANCED BILLING CONCEPTS (ABC) CODES
WL,WAFER LOT IDENTIFIER
WR,YARN COUNT WORSTED
WS,WHEEL CHAIR LIFT SERIAL NUMBER
XA,PREFERRED PART NUMBER
XC,EXPENDABLE CONTAINER IDENTIFICATION
XP,PREFERRED NATIONAL STOCK NUMBER
XQ,PREFERRED MANUFACTURER
XZ,CONTRACTOR ESTABLISHMENT CODE
YP,PUBLICATION NUMBER
ZB,COMMERCIAL AND GOVERNMENT ENTITY (CAGE) CODE
ZR,SERVICE CONTROL IDENTIFICATION
ZZ,MUTUALLY DEFINED
