Value,Description
K,KIT
KA,ACCIDENT HISTORY
KB,CHEMICAL
KC,CONTROL DEVICE
KD,DISCHARGE
KE,EMERGENCY RESPONSE PLAN
KF,EMISSION
KG,EMISSION ACTIVITY
KH,EMISSION RELEASE POINT
KI,EMISSION UNIT
KJ,FLAMMABLE MIXTURE
KK,FLAMMABLES ALTERNATE RELEASE
KL,FLAMMABLES WORST CASE
KM,HAZARDOUS WASTE GENERATION
KN,HAZARDOUS WASTE RECEIVED
KO,OFF-SITE PROCESS
KP,ON-SITE PROCESS
KQ,PARAMETER
KR,PREVENTION PROGRAM
KS,PROCESS
KT,REDUCTION AND RECYCLING
KV,TOXICS ALTERNATE RELEASE
KW,TOXICS WORST CASE
KX,TRANSFER
L,SUPPLIER'S LOCATION
LD,LENDER OR MORTGAGE COMPANY
LN,LOAN DATA
LP,PARTY TO THE LOAN
M,MEASUREMENT
ML,MANUFACTURING LEVEL
N,SITE OF SERVICE
NI,NATURE OF INJURY
NS,NATIONAL STOCK NUMBER
O,ORDER
OS,SUPPORT
P,PACK
PA,PRIMARY ADMINISTRATOR
PB,PERSONAL PROPERTY
PC,PROJECT CODE
PD,PROCEDURE
PE,PERSON
PH,PRODUCT CHARACTERISTIC
PI,PROPERTY IDENTIFICATION
PK,PROPERTY TAX
PL,PRIMARY SPECIFICATION - LIFT LEVEL
PP,RELATED PARTIES
PR,PRINCIPAL
PS,PROPERTY SEGMENT GROUP
PT,PATIENT
PY,PAYMENT DETAIL
Q,SUBPACK
R,QUANTITY
RA,REPORTING AGENCY
RB,RESPONSE
RC,RESPONSE DETAILS
RD,RESPONSE SUB-DETAILS
RE,RESPONSE PARTICULAR
RF,MEDICATION
RG,RECOMMENDATION
RH,REVIEW HISTORY
RL,REFERENCE LOCATION
RM,ROOM
RP,REPORT
S,SHIPMENT
S1,SITE
S2,SAMPLE
S3,TEST
SA,SECONDARY ADMINISTRATOR
SB,SUBSTITUTE
SC,SUBCONTRACT LINE ITEM
SD,SUPPORT DOCUMENT
SE,SUBEXHIBIT LINE ITEM
SF,SAFETY FITNESS
SG,SAFETY FACTOR
SH,SHEET
SI,SOURCE OF INJURY
SL,SOLICITATION
SP,SUB-PROJECT
SR,SUBROOM
SS,SERVICES
ST,STATE
SY,SYSTEM
T,SHIPPING TARE
TA,TAXING AUTHORITY
TD,TAX DELINQUENCY
TI,TECHNICAL INFORMATION PACKAGE
TS,TRANSACTION SET
TU,TRAFFIC UNIT
TX,TAX INSTALLMENT
U,SUBASSEMBLY
UT,UNIT OR LOT
V,ADDRESS INFORMATION
VI,VIOLATION
W,TRANSACTION REFERENCE NUMBER
WB,WORK BREAKDOWN STRUCTURE
WC,WORK CANDIDATE
WL,WELL
WP,WELL COMPLETION
WR,WELLBORE
X,SERIAL NUMBER
Y,SUFFIX
ZZ,MUTUALLY DEFINED
