Value,Description
DB,DELTA VALUE B
DC,DUCTILE CLASS
DCT,DIRT COUNT
DD,DEPTH OF DENTS
DE,DEFECTS
DEM,DE MINIMIS LEVEL
DF,DISTANCE ACROSS FLATS
DG,DIRECT CURRENT
DH,DYSPROSIUM
DI,DIAMETER
DIL,DILUTION FACTOR; AN AMOUNT BY WHICH A QUANTITY IS DILUTED IN ORDE
DIR,DISTILLATION RANGE
DIS,DISPERSION
DJ,DOMINANT WAVE LENGTH
DK,COLOR BITS IN PALETTE
DL,DELTA VALUE L
DLC,DIAL COUNT
DM,DUAL AMPLITUDE
DME,DICHLOROMETHANE EXTRACT
DMF,DISTRIBUTED METER FACTOR
DN,DENSITY
DO,COMPRESSED FILE SIZE
DOC,DOUBLE OLSEN CUP
DP,DEPTH
DPM,DEGREE OF POLYMERIZATION
DR,DELTA R
DR,DENIER
DRY,DRYNESS
DS,DISTANCE BETWEEN POINTS
DT,DISTANCE FROM BASE POINT
DU,DRAW TENSION
DW,"WIDTH, BOXCAR DOOR"
DWP,DEW POINT
DY,DYEABILITY
E,ESTIMATED NEW WEIGHT
E0,EXTRANEOUS MATTER
E1,END
EA,ELONGATION
EB,EDGE BURR
EC,ENGLISH COIL DIMENSIONS
ED,EDDY
EE,EINSTEINIUM
EF,EUROPIUM
EG,EQUIVALENT TEMPERATURE
EH,ERBIUM
EI,EXPANSION
EJ,ELECTRICAL CONDUCTIVITY
EL,ELASTICITY
ELC,EXPOSURE CEILING: THRESHOLD LIMIT VALUE
ELE,ELEVATION
ELI,IMMEDIATELY DANGEROUS TO LIFE AND HEALTH
ELL,EXPLOSION LIMIT
ELO,OCCUPATIONAL SAFETY AND HEALTH ADMINISTRATION (OSHA) PERMISSIBLE
ELP,OCCUPATIONAL SAFETY AND HEALTH ADMINISTRATION (OSHA) PERMISSIBLE
ELS,AMERICAN CONFERENCE OF GOVERNMENT INDUSTRIAL HYGIENISTS (ACGIH) T
ELT,AMERICAN CONFERENCE OF GOVERNMENTAL INDUSTRIAL HYGIENISTS (ACGIH)
ELV,UNSHIELDED EXPOSURE RATE
ELW,AMERICAN INDUSTRIAL HYGIENISTS ASSOCIATION (AIHA) WORK ENVIRONMEN
ELX,AMERICAN INDUSTRIAL HYGIENISTS ASSOCIATION (AIHA) WORK ENVIRONMEN
EM,ELMENDORF TEAR
EN,ENTANGLEMENT
EP,EXCITING POWER
EPL,EXPECTED PRODUCT LIFE
ES,EDGE
ET,END POINT
EVL,EVAPORATION LOSS
EVR,EVAPORATION RATE
EW,EMPTY WEIGHT
EX,ECCENTRICITY
EXH,EXHAUST BENZENE EMISSIONS
EXT,EXTRACTABLES
F,DEFICIT WEIGHT
F1,FIRE POINT
F2,RADIATED POWER
F3,OUTPUT POWER (PEAK ENVELOPE)
F4,HEIGHT ABOVE AVERAGE TERRAIN
F5,GROUND ELEVATION
F6,HEIGHT TO TIP
F7,RADIUS FROM A LOCATION
F8,RADIUS FROM COORDINATES
F9,OPERATING HOURS
FA,FLUORINE
FB,FLARE
FBP,ACETATE BREAK POINT
FC,SHORT CYCLE FLATNESS
FD,FREQUENCY OF OPERATION
FE,FERMIUM
FF,FRANCIUM
FG,FREEZING POINT
FH,FINISH
FI,FILAMENT COUNT
FIL,FILTER NUMBER
FIN,FINENESS
FIT,FILTERABILITY
FJ,FACE WIDTH
FK,FLUID CONSISTENCY
FL,LONGITUDINAL FLATNESS
FLD,FLUID POINT
FLN,FIBER LENGTH
FLP,FLUID LEVEL ABOVE PUMP
FLT,FLUTING
FLV,FLAVOR THRESHOLD
FML,FLAMMABILITY LIMITS
FMZ,FLAMMABILITY
FN,FLATNESS
FNL,FINES RETAINED ON SCREEN
FNS,FINES
FOA,FOAM
FOH,FRONT OVER-HANG OF VEHICLE
FOI,FOULING INDEX
FOR,FOREIGN MATTER
FP,FLASHPOINT
FPV,ACETATE PLUGGING VALUE
FQ,FREQUENCY
FR,FLOW RATE
FS,FOLD STRENGTH
FSI,FREE SWELLING INDEX
FT,FLANGE THICKNESS
FU,AZIMUTH
FUD,FULL LOAD
FV,TRANSVERSE FLATNESS
FW,FLANGE WIDTH
FX,FILLER
FY,BEAM
FZ,OUTPUT POWER (MEAN RF)
G,GROSS WEIGHT
G1,GUTTER
G2,GRAIN SIZE
G3,TILT
G4,G-FORCE
GA,GRAIN
GB,GUIDED BENDS ROOT
GC,GADOLINIUM
GD,GOLD
GE,GUIDED BENDS FACE
GEL,GEL
GF,GUIDED BENDS SIDE
GG,GAUGE
GGR,GAS GRAVITY
GH,GALLIUM
GI,"GRIT, BRUSHED"
GIR,GAS INJECTION TEST RATE
GJ,"GRIT, UNBRUSHED"
GK,TINTING STRENGTH
GL,GLOSS
GLE,GROUND LEVEL ELEVATION
GM,EMULSION GLOSS
GN,GROSS TO NET CONVERSION FACTOR
GO,PARTICLE END POINT
GOR,GAS-TO-OIL RATIO
GP,GROUP PACKAGE SEPARATION
GQ,SCATTERED PARTICLES
GR,GRAVITY
GRA,GAS TEST RATE
GRI,GRAININESS
GS,CARBON BLACK UNDERTONE
GT,GLASS TRANSITION TEMPERATURE
GW,"GROSS WEIGHT, MAXIMUM"
H,GROUND WATER REFERENCE POINT
H1,HEAVIES
H2O,WATER VOLUME
H8,NET EXPLOSIVE WEIGHT
H9,RECOMMENDED EXPOSURE LIMIT
HA,HYDRO PRESSURE
HAR,HARDENING RATE
HAZ,HAZE
HB,HEAVY ALUMINAS
HC,HELIUM
HCG,HORIZONTAL CENTER OF GRAVITY
HCH,DISTANCE TO ENDPOINT
HCI,EMISSION FACTOR
HCJ,HEAT CONTENT
HCK,POLLUTANT EMISSION
HCL,POPULATION
HCM,RELEASE DURATION
HCN,RELEASED QUANTITY
HCO,RELEASE RATE
HCP,SULFUR CONTENT
HCQ,WIND SPEED
HCR,ACUTE TOXICITY
HCS,CHRONIC TOXICITY
HCT,DISCHARGES
HCU,EFFECTIVENESS
HCV,FERTILIZATION
HCW,SAMPLES IN COMPLIANCE
HCX,TOXICITY
HD,HIGH PROPAGATION DELAY TIME
HE,HEAVY SILICATES
HF,HARDNESS
HG,HEAVY SULFIDES
HH,HEAVY GLOBULAR OXIDES
HHW,HEMISPHERICAL POINT
HI,HAFNIUM
HIB,HIGH BOILERS
HJ,HOLMIUM
HK,HUMAN FACTORS
HL,HEAT LOSS
HM,"HEIGHT, MAXIMUM"
HO,HOLES
HOC,HEAT OF COMBUSTION
HP,HEIGHT OF TREAD PLATE PATTERN
HR,HEIGHT OF RUNNERS
HT,HEIGHT
HT,HEIGHT DIMENSION
HTE,HEAT EQUIVALENCY
HVM,HEAVY METALS
HWS,SOFTENING POINT
HYD,HYDROXYL NUMBER
HZ,HAZEPOINT
HZC,HAZARDOUS COMPONENT
I,HEAT INPUT
IA,IMPERFECTIONS - THICKS
IB,IMPACT ENERGY
IC,INCREMENTAL DISTANCE
ID,INSIDE DIAMETER
IDE,IDENTIFICATION
IE,IMPERFECTIONS - THINS
IF,INPUT LOW VOLTAGE
IG,GRANULATED INGOT SIZE
IGA,AUTOIGNITION TEMPERATURE
IGR,INPUT GAS RATE
IH,INPUT CURRENT
IHV,INHERENT VISCOSITY
II,INPUT SETUP TIME
IJ,INPUT HOLD TIME
IK,INDIUM
IL,IMPERFECTIONS - NEPS
IM,IRIDIUM
IMA,IMPACT ADHESION
IMP,IMPURITIES
IN,INPUT LOW CURRENT
IND,INITIAL DEFORMATION POINT
INS,INSOLUBLES
IO,INPUT HIGH CURRENT
IP,INPUT LEAKAGE CURRENT
IPI,PRIMARY IRRITATION INDEX
IQ,INPUT CLAMP DIODE VOLTAGE
IR,IDEAL DIAMETER
IRA,INCLUSION RATING
IS,INPUT HIGH VOLTAGE
IT,INTERRUPT PULSE PERIOD
ITD,INTEGRATED DIFFERENTIAL
IU,INTERRUPT SETUP TIME
IV,IODINE
IW,INCRUSTATION FACTOR
IX,"INSIDE DIAMETER, MINIMUM"
IXD,INDEX DIFFERENTIAL
IY,INDUCTION
IZ,INGOT POUND SIZE
JA,JUNCTION TEMPERATURE
JOM,JOMINY HARDENABILITY
KA,KNOOP
KB,KRYPTON
KN,K&N HOLDOUT
KVL,STRENGTH COEFFICIENT
L,LEGAL WEIGHT
L0,LEAF GRADE
L1,LIGHTS
LA,LANTHANUM
LAI,LANGLIER INDEX
LB,LITHIUM
LC,LOW PROPAGATION DELAY TIME
LC5,"LETHAL CONCENTRATION, 50% (""LC-50"")"
LCG,LONGITUDINAL CENTER OF GRAVITY
LD,LAWRENCIUM
LD5,"LETHAL DOSE, 50% (""LD-50"")"
LDH,LIMITED DOME HEIGHT (LDH)
LE,LUTETIUM
LEF,LEAF
LF,LONG FIBERS
LG,LEG
LIR,LIQUID INJECTION TEST RATE
LIV,LIMIT INTRINSIC VISCOSITY
LL,LONG LEG
LLD,LIGHT LOAD
LM,"LENGTH, MAXIMUM"
LN,LENGTH
LN,LENGTH DIMENSION
LND,LOST END
LO,LONG LENGTH
LOI,LOSS ON IGNITION
LOS,LOSS ON DRYING
LOW,LOW BOILERS
LP,CAMBER OF PATTERN LINE
LPG,LIQUEFIED PETROLEUM GAS FACTOR
LPL,LABELED PRODUCT LIFE
LPR,LINE PRESSURE
LS,SHORT LEG
LSA,LOCK SEAM ADHESION
LSK,LENGTH SHRINKAGE
LSS,LINEAR SHEET SWELLING
LT,LENGTHWISE SPACING
LTD,LINER TOP DEPTH
LW,LONG WIDTH
M,MINIMUM WEIGHT
M,MINIMUM WEIGHT (FOR WEIGHT)
M1,MELT RANGE
M2,MAXIMUM DIFFERENTIAL PRESSURE
M3,MAXIMUM STATIC PRESSURE
M4,AREA
M5,MINIMUM SPEED
M6,MAXIMUM SPEED
MA,MEAN AVERAGE
MAT,MATURITY
MB,MENDELEVIUM
MC,MIN./MAX CUTTABLE WIDTH
MCN,MAGNETIC CONTAMINATION
MD,MEASUREMENT VOLTAGE
MDL,METHOD DETECTION LIMIT; MINIMUM CONCENTRATION OF A SUBSTANCE THAT
ME,MAXIMUM INPUT LOW VOLTAGE
MEA,MEDIA DEPTH
MEF,METER FACTOR
MEL,MELT TIME
MEP,MEAT PROTEIN
MER,EFFICIENT RATE-RESERVOIR
MF,MINIMUM INPUT HIGH VOLTAGE
MG,MERCURY
MH,MELTING POINT
MHI,HIGHEST TORQUE
MI,MINIMUM
MIC,MICRONAIRE
MIL,MILK FAT
MJ,MAJOR SECTION (STEPPED)
MK,MICROSEPEROMETER (MSEP)
MM,MANAGEMENT
MN,MINIMUM AVERAGE
MO,MOISTURE
MO,MOTTLES
MOI,MOISTURE
MOR,MORTALITY
MP,MULLEN POP
MPR,PRODUCTION RATE-WELL
MPT,MANY PRESS TEST
MQ,MCQUAID
MR,MODULE R (R BAR)
MS,MINOR SECTION (STEPPED)
MT,MOISTURE CONTENT
MTD,MAXIMUM TOTAL DEPTH
MU,MULTIPLIER
MUL,MULLEN
MV,MAXIMUM AVERAGE
MW,MAXIMUM WEIGHT
MW,MOLECULAR WEIGHT
MX,MAXIMUM
MY,MAGNETIZING FIELD
N,ACTUAL NET WEIGHT
NA,NUMBER PER PACKAGE
NB,NUMBER PER BUNDLE
NC,NUMBER PER COIL GROUP
ND,NEODYMIUM
NEU,NEUTRALIZATION NUMBER
NF,NEON
NG,NOBELIUM
NH,NUMBER OF ITEMS PER PACKAGE LABEL
NI,NUMBER OF SPLICES PER PACKAGE LABEL
NIL,NIL DUCTILITY TEST
NJ,NUMBER OF SHEETS PER PACKAGE LABEL
NK,NESTING FACTOR
NL,NUMBER PER LIFT
NM,NUMBER PKGS. PER MASTER PACK
NNW,NET NET WEIGHT
NO,"NOMINAL (TARGET, AIM)"
NOC,NUMBER OF COSIGNERS
NON,NON-VOLATILE MATTER
NOR,NUMBER OF REFERENCES
NOX,NOX EMISSIONS PERFORMANCE
NP,PERCENT OF SPECIFIED
NS,NUMBER PER SKID
NU,NUMBER PER UNIT
NV,N VALUE
O,EXCESS WEIGHT OVER MAXIMUM
O1,ORIFICE - INSIDE DIAMETER
OA,OFFSET
OAP,OBSERVED AMERICAN PETROLEUM INSTITUTE GRAVITY
OB,OSMIUM
OBT,OBSERVED TEMPERATURE
OC,OUTPUT LOW VOLTAGE
OCG,OIL/CONDENSATE GRAVITY
OCR,OIL/CONDENSATE TEST RATE
OD,OUTSIDE DIAMETER
ODR,ODOR
OE,OUTPUT LOW CURRENT
OF,OUTPUT HIGH VOLTAGE
OG,OUTPUT HIGH CURRENT
OH,"OVERHEAD HEIGHT, RECEIVING DOOR"
OI,OUTPUT OFF CURRENT LOW
OIL,OIL
OJ,OUTPUT OFF CURRENT HIGH
OK,OUTPUT SHORT-CIRCUIT CURRENT
OL,OUTPUT DISABLE TIME FROM LOW LEVEL OF A 3-STATE OUTPUT
OLE,OLEFINS
OM,"OUTSIDE DIAMETER, MAXIMUM"
ON,OUTPUT DISABLE TIME FROM HIGH LEVEL OF A 3-STATE OUTPUT
OO,OUTPUT ENABLE TIME FROM LOW LEVEL OF A 3-STATE OUTPUT
OP,OPENNESS
OQ,OUTPUT ENABLE TIME FROM HIGH LEVEL OF A 3-STATE OUTPUT
OR,DISTANCE BETWEEN OUTSIDE RUNNERS
ORC,ORGANIC CARBON
OS,OPEN CIRCUITS
OT,OUTPUT DELAY TIME
OTE,OTHERS EACH
OTH,ODOR THRESHOLD
OTT,OTHERS TOTAL
OV,OPACITY
OW,OVERALL WIDTH
OX,OWNERSHIP SHARE
OXI,OXIDIZABLE SUBSTANCE
OXS,OXIDIZING SUBSTANCE
OY,OPERATING WEIGHT
P1,PRICE
PA,PACKAGE SEPARATION
PAR,PARTICLE SIZE
PB,PRESSURE
PBD,PLUG BACK TOTAL DEPTH
PC,PER HUNDRED LINEAR YARDS
PD,PLATINUM
PDE,CASING/LINER TUBING DEPTH
PDG,PUMP DEPTH FROM GROUND
PE,POTASSIUM
PER,MAGNETIC PERMEABILITY
PF,PROMETHIUM
PFO,PERFORATION FEET OPEN
PG,POLONIUM
PH,PULSE SETUP TIME
PHA,PH
PHW,HARDWOOD FIBER
PI,PULSE HOLD TIME
PIC,PICK OFF
PJ,PULSE WIDTH
PK,PULSE RECOVERY TIME
PL,PERCENT DEFECTIVE
PM,PRACTICE
PN,PALLADIUM
PO,"PERCENT OF ORDER (-, +)"
POC,COMPLETION
POD,PHYSICAL DESCRIPTION - OUTER DIAMETER
POP,POUR POINT
PP,POWDER/PASTE PACKAGE SIZE
PPS,PROPRIETARY SHADE
PQ,PLUTONIUM
PQL,PRACTICAL QUANTITATION LIMIT; LOWEST CONCENTRATION OF A SUBSTANCE
PR,PRASEODYMIUM
PRA,PROPORTION ALIVE
PRE,PRIOR EXPERIENCE
PRF,PRESSURE FACTOR
PRI,PRODUCT INDEX
PRL,PRODUCT LEVEL
PRN,PROPORTION NORMAL
PRO,PROCESSABILITY
PRQ,PRODUCT REPORTABLE QUANTITY
PRS,PRE STRETCH
PRY,POROSITY
PRZ,PROPORTION FERTILIZED
PS,PROTACTINIUM
PSA,PERCENT SOLUTION ACTUAL
PSP,PAST PERFORMANCE
PSW,SOFTWOOD FIBER
PT,PITS
PTN,PER TONNE
PU,PRESSURE BASE
PV,PICKS
PW,PURCHASED WIDTH
PWA,PROCESSED WASTE
PWE,PHYSICAL DESCRIPTION - WEIGHT
PWF,POWER FACTOR
PX,PURITY
PY,PERCENT OF WATER
PZ,PIPE SIZE NOMINAL
Q,VOLATILE ORGANIC COMPOUNDS PLUS WATER
QA,QUALITY INDEX
QB,QUANTITY OR LOADING AVERAGE
QC,QUANTITY OR LOADING MAXIMUM
QD,QUALITY OR CONCENTRATION AVERAGE
QE,QUALITY OR CONCENTRATION MINIMUM
QF,QUALITY OR CONCENTRATION MAXIMUM
QG,DURATION
QI,ABUNDANCE
QJ,BIOMASS
QK,SIZE CLASS
QL,QUALITY
QUR,REPORTABLE QUANTITY
R,PER UNIT DUNNAGE
R1,HEMOGLOBIN
R10,RELATIVE FRACTION OF PURE LONG-CHAIN CELLULOSE
