Value,Description
21,AMERICAN GAS ASSOCIATION EQUATION NUMBER
22,SPECIAL CHARGE OR ALLOWANCE CODE
23,CLIENT NUMBER
24,SHORT-TERM DISABILITY POLICY NUMBER
25,REASON NOT LOWEST COST CODE
26,UNION NUMBER
27,INSUROR POOL IDENTIFICATION NUMBER
28,EMPLOYEE IDENTIFICATION NUMBER
29,FORECLOSURE ACCOUNT NUMBER
2A,IMPORT LICENSE NUMBER
2B,TERMINAL RELEASE ORDER NUMBER
2C,LONG-TERM DISABILITY POLICY NUMBER
2D,AERONAUTICAL EQUIPMENT REFERENCE NUMBER (AERNO)
2E,FOREIGN MILITARY SALES CASE NUMBER
2F,CONSOLIDATED INVOICE NUMBER
2G,AMENDMENT
2H,ASSIGNED BY TRANSACTION SET SENDER
2I,TRACKING NUMBER
2J,FLOOR NUMBER
2K,FOOD AND DRUG ADMINISTRATION (FDA) PRODUCT TYPE
2L,ASSOCIATION OF AMERICAN RAILROADS (AAR) RAILWAY ACCOUNTING RULES
2M,FEDERAL COMMUNICATIONS COMMISSION (FCC) IDENTIFIER
2N,FEDERAL COMMUNICATIONS COMMISSION (FCC) TRADE/BRAND IDENTIFIER
2O,OCCUPATIONAL SAFETY AND HEALTH ADMINISTRATION (OSHA) CLAIM NUMBER
2P,SUBDIVISION IDENTIFIER
2Q,FOOD AND DRUG ADMINISTRATION (FDA) ACCESSION NUMBER
2R,COUPON REDEMPTION NUMBER
2S,CATALOG
2T,SUB-SUBHOUSE BILL OF LADING
2U,PAYER IDENTIFICATION NUMBER
2V,SPECIAL GOVERNMENT ACCOUNTING CLASSIFICATION REFERENCE NUMBER (AC
2W,CHANGE ORDER AUTHORITY
2X,SUPPLEMENTAL AGREEMENT AUTHORITY
2Y,WAGE DETERMINATION
2Z,U.S. CUSTOMS SERVICE (USCS) ANTI-DUMPING DUTY CASE NUMBER
3,CLEARING HOUSE INTERBANK PAYMENT SYSTEM (CHIPS) PARTICIPANT NUMBE
30,UNITED STATES GOVERNMENT VISA NUMBER
31,DOCKET NUMBER
32,CREDIT REPOSITORY CODE
33,LENDER CASE NUMBER
34,LOAN REQUEST NUMBER
35,MULTIFAMILY PROJECT NUMBER
36,UNDERWRITER IDENTIFICATION NUMBER
37,CONDOMINIUM IDENTIFICATION NUMBER
38,MASTER POLICY NUMBER
39,PROPOSAL NUMBER
3A,SECTION OF THE NATIONAL HOUSING ACT CODE
3B,SUPPLEMENTAL CLAIM NUMBER
3C,PAYEE LOAN NUMBER
3D,SERVICER LOAN NUMBER
3E,INVESTOR LOAN NUMBER
3F,SHOW IDENTIFICATION
3G,CATASTROPHE NUMBER
3H,CASE NUMBER
3I,PRECINCT NUMBER
3J,OFFICE NUMBER
3K,PETROLEUM POOL CODE
3L,BRANCH IDENTIFIER
3M,FEDERAL COMMUNICATIONS COMMISSION (FCC) CONDITION CODE
3N,GAS CUSTODIAN IDENTIFICATION
3O,U.S. CUSTOMS SERVICE (USCS) PRE-APPROVAL RULING NUMBER
3P,THIRD PARTY ORIGINATOR NUMBER
3Q,FOOD AND DRUG ADMINISTRATION (FDA) PRODUCT CODE
3R,U.S. CUSTOMS SERVICE (USCS) BINDING RULING NUMBER
3S,PROVINCIAL (CANADIAN) SALES TAX EXEMPTION NUMBER
3T,U.S. CUSTOMS SERVICE (USCS) PRE-CLASSIFICATION RULING NUMBER
3U,PROTRACTION NUMBER
3V,FORMATION IDENTIFIER
3W,U.S. CUSTOMS SERVICE (USCS) COMMERCIAL DESCRIPTION
3X,SUBCONTRACT NUMBER
3Y,RECEIVER ASSIGNED DROP ZONE
3Z,CUSTOMS BROKER REFERENCE NUMBER
4,CANADIAN FINANCIAL INSTITUTION BRANCH AND INSTITUTION NUMBER
40,LEASE SCHEDULE NUMBER - REPLACEMENT
41,LEASE SCHEDULE NUMBER - PRIOR
42,PHONE CALLS
43,SUPPORTING DOCUMENT NUMBER
44,END USE NUMBER
45,OLD ACCOUNT NUMBER
46,OLD METER NUMBER
47,PLATE NUMBER
48,AGENCY'S STUDENT NUMBER
49,FAMILY UNIT NUMBER
4A,PERSONAL IDENTIFICATION NUMBER (PIN)
4B,SHIPMENT ORIGIN CODE
4C,SHIPMENT DESTINATION CODE
4D,SHIPPING ZONE
4E,CARRIER-ASSIGNED CONSIGNEE NUMBER
4F,CARRIER-ASSIGNED SHIPPER NUMBER
4G,PROVINCIAL TAX IDENTIFICATION
4H,COMMERCIAL INVOICE NUMBER
4I,BALANCE-DUE REFERENCE NUMBER
4J,VEHICLE-RELATED SERVICES REFERENCE NUMBER
4K,ACCESSORIAL RAIL DIVERSION REFERENCE NUMBER
4L,LOCATION-SPECIFIC SERVICES REFERENCE NUMBER
4M,SPECIAL MOVE REFERENCE NUMBER
4N,SPECIAL PAYMENT REFERENCE NUMBER
4O,CANADIAN GOODS & SERVICES OR QUEBEC SALES TAX REFERENCE NUMBER
4P,AFFILIATION NUMBER
4Q,CALL SIGN
4R,RULE SECTION
4S,PREFERRED CALL SIGN
4T,NORTH AMERICAN DATUM STANDARD (NADS)
4U,MARKET AREA
4V,EMISSION DESIGNATOR
4W,STUDY
4X,LOG
4Y,SUBHOUSE BILL OF LADING
4Z,U.S. CUSTOMS SERVICE (USCS) COUNTERVAILING DUTY CASE NUMBER
5,CLEARING HOUSE INTERBANK PAYMENT SYSTEM (CHIPS) USER IDENTIFICATI
50,STATE STUDENT IDENTIFICATION NUMBER
51,PICTURE NUMBER
52,SWIFT (MT 100)
53,SWIFT (MT 202)
54,FEDWIRE (FEDERAL WIRE TRANSFER)
55,SEQUENCE NUMBER
56,CORRECTED SOCIAL SECURITY NUMBER
57,PRIOR INCORRECT SOCIAL SECURITY NUMBER
58,CORRECTED BATCH NUMBER
59,PRIOR INCORRECT BATCH NUMBER
5A,OFFENSE TRACKING
5B,SUPPLEMENTAL ACCOUNT NUMBER
5C,CONGRESSIONAL DISTRICT
5D,LINE OF CREDIT CATEGORY
5E,CONSUMER IDENTIFIER
5F,WARRANT
5G,COMPLAINT
5H,INCIDENT
5I,OFFENDER TRACKING
5J,DRIVER'S LICENSE
5K,COMMERCIAL DRIVER'S LICENSE
5L,JURISDICTIONAL COMMUNITY NUMBER
5M,PREVIOUS SEQUENCE
5N,CITATION OF STATUTE
5O,CITATION OF OPINION
5P,NATIONAL CRIMINAL INFORMATION CENTER ORIGINATING AGENCY IDENTIFIC
5Q,STATE CRIMINAL HISTORY REPOSITORY INDIVIDUAL IDENTIFICATION
5R,FEDERAL BUREAU OF INVESTIGATION INDIVIDUAL IDENTIFICATION
5S,PROCESSING AREA
5T,PAYMENT LOCATION
5U,FLOOD DATA IDENTIFIER
5V,COUPON DISTRIBUTION METHOD
5W,ORIGINAL UNIFORM COMMERCIAL CODE FILING NUMBER
5X,AMENDED UNIFORM COMMERCIAL CODE FILING NUMBER
5Y,CONTINUATION UNIFORM COMMERCIAL CODE FILING NUMBER
5Z,UNIFORM COMMERCIAL CODE FILING COLLATERAL NUMBER
6,SYSTEM NUMBER
60,ACCOUNT SUFFIX CODE
61,TAXING AUTHORITY IDENTIFICATION NUMBER
63,PRIOR LOAN NUMBER
64,JURISDICTIONAL COMMUNITY NAME IDENTIFIER
65,TOTAL ORDER CYCLE NUMBER
66,PREVIOUS POLICY NUMBER
67,PREVIOUS CLAIM HISTORY IDENTIFIER
68,DENTAL INSURANCE ACCOUNT NUMBER
69,DENTAL INSURANCE POLICY NUMBER
6A,CONSIGNEE REFERENCE NUMBER
6B,U.S. CUSTOMS SERVICE (USCS) ENTRY NUMBER
6C,U.S. CUSTOMS SERVICE (USCS) ENTRY TYPE CODE
6D,U.S. CUSTOMS SERVICE (USCS) STATEMENT NUMBER
6E,MAP REFERENCE
6F,APPRAISER LICENSE
6G,MAP NUMBER
6H,COMPARABLE PROPERTY VERIFICATION SOURCE
6I,COMPARABLE PROPERTY
6J,CENSUS TRACT
6K,ZONE
6L,AGENT CONTRACT NUMBER
6M,APPLICATION NUMBER
6N,CLAIMANT NUMBER
6O,CROSS REFERENCE NUMBER
6P,GROUP NUMBER
6Q,INSURANCE LICENSE NUMBER
6R,PROVIDER CONTROL NUMBER
6S,PROVIDER ORDER TICKET NUMBER
6T,PILOT LICENSE NUMBER
6U,QUESTION NUMBER
6V,REISSUE CESSION NUMBER
6X,SPECIMEN IDENTIFIER
6Y,EQUIPMENT INITIAL
6Z,SECRETARIA DE COMERCIA Y FAMENTA INDUSTRIAL (SECOFI) NUMBER
7,ADD-ON SYSTEM NUMBER
70,CALENDAR NUMBER
71,(WORKING) SHIFT NUMBER
72,SCHEDULE REFERENCE NUMBER
73,STATEMENT OF WORK (SOW)
74,WORK BREAKDOWN STRUCTURE (WBS)
75,ORGANIZATION BREAKDOWN STRUCTURE
76,MILESTONE
77,WORK PACKAGE
78,PLANNING PACKAGE
79,COST ACCOUNT
7A,PURCHASE ORDER NUMBER INCLUDED IN ON-ORDER POSITION
7B,PURCHASE ORDER NUMBER OF SHIPMENT RECEIVED SINCE LAST REPORTING D
7C,PURCHASE ORDER NUMBER OF ORDER RECEIVED SINCE LAST REPORTING DATE
7D,TESTER IDENTIFICATION
7E,COLLECTOR IDENTIFICATION
7F,REPEAT LOCATION
7G,DATA QUALITY REJECT REASON
7H,ENVIRONMENTAL PROTECTION AGENCY (EPA) TEST TYPE PURPOSE CODE
7I,SUBSCRIBER AUTHORIZATION NUMBER
7J,TOLL BILLING TELEPHONE REFERENCE NUMBER
7K,LIST OF MATERIALS
7L,QUALIFIED MATERIALS LIST
7M,FRAME
7N,PIGGYBACK
7O,TRIPLEBACK
7P,SHEET
7Q,ENGINEERING CHANGE ORDER
7R,REPRESENTATIVE IDENTIFICATION NUMBER
7S,DRAWING TYPE
7T,MASTER CONTRACT
7U,RELATED TRANSACTION REFERENCE NUMBER
7W,INTERCHANGE TRAIN IDENTIFICATION
7X,HOME MORTGAGE DISCLOSURE ACT (HMDA) STATE CODE
7Y,HOME MORTGAGE DISCLOSURE ACT (HMDA) COUNTY CODE
7Z,HOME MORTGAGE DISCLOSURE ACT (HMDA) METROPOLITAN STATISTICAL AREA
8,CARRIER ASSIGNED PACKAGE IDENTIFICATION NUMBER
80,CHARGE NUMBER
81,SYMBOL NUMBER (FOR MILESTONE OR LOB REPORTS)
82,DATA ITEM DESCRIPTION (DID) REFERENCE
83,EXTENDED (OR EXHIBIT) LINE ITEM NUMBER (ELIN)
84,CONTRACTOR DATA REQUIREMENTS LIST (CDRL)
85,SUBCONTRACTOR DATA REQUIREMENTS (SDRL)
86,OPERATION NUMBER
87,FUNCTIONAL CATEGORY
88,WORK CENTER
89,ASSEMBLY NUMBER
8A,HEALTH MAINTENANCE ORGANIZATION (HMO) AUTHORIZATION NUMBER
8B,PREFERRED PROVIDER ORGANIZATION (PPO) AUTHORIZATION NUMBER
8C,THIRD-PARTY ORGANIZATION (TPO) AUTHORIZATION NUMBER
8D,CHEMICAL ABSTRACT SERVICE REGISTRY NUMBER
8E,GUARANTOR LOAN NUMBER
8F,SCHOOL LOAN NUMBER
8G,AUTOMATED CLEARINGHOUSE (ACH) TRACE NUMBER
8H,CHECK LIST NUMBER
8I,FEDWIRE CONFIRMATION NUMBER
8J,SOCIETY FOR WORLDWIDE INTERBANK FINANCIAL TELECOMMUNICATIONS (SWI
8K,DOMINION OF CANADA CODE
8L,INTERNATIONAL STANDARD INDUSTRY CLASSIFICATION CODE (ISIC)
8M,ORIGINATING COMPANY IDENTIFIER
8N,RECEIVING COMPANY IDENTIFIER
8O,AUTOMATED CLEARING HOUSE (ACH) ENTRY DESCRIPTION
8P,ORIGINATING DEPOSITORY FINANCIAL INSTITUTION IDENTIFIER
8Q,RECEIVING DEPOSITORY FINANCIAL INSTITUTION IDENTIFIER
8R,SECURITY TYPE
8S,BROKER IDENTIFICATION
8U,BANK ASSIGNED SECURITY IDENTIFIER
8V,CREDIT REFERENCE
8W,BANK TO BANK INFORMATION
8X,TRANSACTION CATEGORY OR TYPE
8Y,SAFEKEEPING ACCOUNT NUMBER
8Z,ALTERNATE CLAUSE NUMBER
9,CUSTOMS BAR CODE NUMBER
90,SUBASSEMBLY NUMBER
91,COST ELEMENT
92,CHANGE DOCUMENT NUMBER
93,FUNDS AUTHORIZATION
94,FILE IDENTIFICATION NUMBER
95,COMMITTEE ON UNIFORM SECURITY IDENTIFICATION PROCEDURES (CUSIP) N
96,STOCK CERTIFICATE NUMBER
97,PACKAGE NUMBER
98,CONTAINER/PACKAGING SPECIFICATION NUMBER
99,RATE CONFERENCE ID CODE
9A,REPRICED CLAIM REFERENCE NUMBER
9B,REPRICED LINE ITEM REFERENCE NUMBER
9C,ADJUSTED REPRICED CLAIM REFERENCE NUMBER
9D,ADJUSTED REPRICED LINE ITEM REFERENCE NUMBER
9E,REPLACEMENT CLAIM NUMBER
9F,REFERRAL NUMBER
9G,DEPARTMENT OF DEFENSE FORM 250 REQUIREMENT CODE
9H,PACKAGING GROUP NUMBER
9I,AUTOMATED CLEARING HOUSE (ACH) STANDARD ENTRY CLASS
9J,PENSION CONTRACT
9K,SERVICER
9L,SERVICE BUREAU
9M,CLEARING HOUSE INTERBANK PAYMENTS SYSTEM (CHIPS) SEQUENCE NUMBER
9N,INVESTOR
9P,LOAN TYPE
9Q,POOL SUFFIX
9R,JOB ORDER NUMBER
9S,DELIVERY REGION
9T,TENOR
9U,LOAN FEATURE CODE
9V,PAYMENT CATEGORY
9W,PAYER CATEGORY
9X,ACCOUNT CATEGORY
9Y,BANK ASSIGNED BANKERS REFERENCE NUMBER
9Z,CHAMBER OF COMMERCE NUMBER
A0,ADVERTISER NUMBER
A1,ANALYSIS NUMBER/TEST NUMBER
A2,DISABILITY INSURANCE ACCOUNT NUMBER
A3,ASSIGNMENT NUMBER
A4,DISABILITY INSURANCE POLICY NUMBER
A5,EDUCATIONAL INSTITUTION IDENTIFICATION NUMBER
A7,FLEXIBLE SPENDING ACCOUNT (FSA) INSURANCE ACCOUNT NUMBER
A8,FLEXIBLE SPENDING ACCOUNT (FSA) INSURANCE POLICY NUMBER
A9,HEALTH INSURANCE ACCOUNT NUMBER
AA,ACCOUNTS RECEIVABLE STATEMENT NUMBER
AAA,DISTRIBUTOR'S SPLIT AGENT NUMBER
AAB,FUND MANAGER'S REFERENCE NUMBER
AAC,AGENCY HIERARCHICAL LEVEL
AAD,OFFICER LICENSE NUMBER
AAE,PREVIOUS DISTRIBUTOR NUMBER
AAF,INTERVIEWER ID
AAG,MILITARY ID
AAH,OPTION POLICY NUMBER
AAI,PAYROLL ACCOUNT NUMBER
AAJ,PRIOR CONTRACT NUMBER
AAK,WORKSITE NUMBER
AAL,AGENT NUMBER
AAM,TREATY IDENTIFIER
AAN,ASSOCIATED CASE CONTROL NUMBER
AAO,CARRIER ASSIGNED CODE
AAP,DEALER NUMBER
AAQ,DIRECTORY NUMBER
AAR,DISTRIBUTOR ASSIGNED TRANSACTION NUMBER
AAS,DISTRIBUTOR ASSIGNED ORDER NUMBER
AAT,DISTRIBUTOR'S ACCOUNT NUMBER
AAU,GENERAL AGENCY NUMBER
AAV,LABORATORY NUMBER
AAW,AGENCY ASSIGNED NUMBER
AAX,LIST BILL NUMBER
AAY,ACCOUNTING PERIOD REFERENCE
AAZ,PARAMEDICAL ID NUMBER
AB,ACCEPTABLE SOURCE PURCHASER ID
ABA,PAYROLL NUMBER
ABB,PERSONAL ID NUMBER
ABC,POLICY LINK NUMBER
ABD,SECONDARY POLICY NUMBER
ABE,SPECIAL QUOTE NUMBER
ABF,NATIONAL PROPERTY REGISTRY SYSTEM LEVEL 1
ABG,NATIONAL PROPERTY REGISTRY SYSTEM LEVEL 2
ABH,INVESTOR ASSIGNED IDENTIFICATION NUMBER
ABI,MOTOR FUEL CERTIFICATE NUMBER
ABJ,GINNIE MAE (GOVERNMENT NATIONAL MORTGAGE ASSOCIATION) POOL PACKAG
ABK,MORTGAGE ELECTRONIC REGISTRATION SYSTEM ORGANIZATION IDENTIFIER
ABL,SELLER LOAN NUMBER
ABM,SUB-SERVICER LOAN NUMBER
ABN,NATIONAL PROPERTY REGISTRY SYSTEM LEVEL 3
ABO,STATE HAZARDOUS WASTE ENTITY IDENTIFIER
ABP,BANKRUPTCY PROCEDURE NUMBER
ABQ,NATIONAL BUSINESS IDENTIFICATION NUMBER
ABR,"PRIOR DATA UNIVERSAL NUMBER SYSTEM (D-U-N-S) NUMBER, DUN & BRADST"
ABS,VESSEL NAME
ABT,SECURITY INSTRUMENT NUMBER
ABU,ASSIGNMENT RECORDING NUMBER
ABV,BOOK NUMBER
ABW,BUSINESS TAX NUMBER
ABX,NORTH AMERICAN INDUSTRIAL CLASSIFICATION SYSTEM CODE-2
ABY,CENTERS FOR MEDICARE AND MEDICAID SERVICES PLANID
ABZ,EMPLOYMENT VISA
AC,AIR CARGO TRANSFER MANIFEST
ACA,GROWTH FACTOR REFERENCE
ACB,REGION
ACC,STATUS
ACD,CLASS CODE
ACE,SERVICE REQUEST NUMBER
ACF,SUPPLEMENT NUMBER
ACG,PREVIOUS TICKET NUMBER
ACH,ONE CALL AGENCY TICKET NUMBER
ACI,TICKET NUMBER
ACJ,BILL OF MATERIAL REVISION NUMBER
ACK,DRAWING REVISION NUMBER
ACL,APPLICATION TRANSACTION REFERENCE NUMBER
ACM,RELATED OBJECT IDENTIFICATION NUMBER
ACN,COMMON ACCESS REFERENCE NUMBER
ACO,FIRST TRANSFER NUMBER
ACP,CONTINUOUS TRANSFER NUMBER
ACQ,LAST TRANSFER NUMBER
ACR,AUTOMATED CLEARINGHOUSE (ACH) RETURN/NOTIFICATION OF CHANGE (NOC)
ACS,SOCIETY OF PROPERTY INFORMATION COMPILERS AND ANALYSTS
ACT,ACCOUNTING CODE
ACU,GREEN CARD
ACV,AGENCY ASSIGNED EMPLOYEE ID
ACW,PASSPORT
ACX,UNEMPLOYMENT INSURANCE NUMBER
ACY,NORTH AMERICAN INDUSTRIAL CLASSIFICATION SYSTEM CODE-1
ACZ,OCCUPATION CODE
AD,ACCEPTABLE SOURCE DUNS NUMBER
ADA,AGENCY FOR INTERNATIONAL DEVELOPMENT ACQUISITION REGULATION (AIDA
ADB,MASTER PROPERTY NUMBER
ADC,PROJECT PROPERTY NUMBER
ADD,UNIT PROPERTY NUMBER
ADE,ASSOCIATED PROPERTY NUMBER
ADF,ASSOCIATED NUMBER FOR LIMITED COMMON ELEMENT PARKING
ADG,ASSOCIATED NUMBER FOR UNIT PARKING
ADH,ASSOCIATED NUMBER FOR JOINED UNIT NOT RE-SUBDIVIDED
ADI,PROCESSOR IDENTIFICATION NUMBER
ADJ,OCCUPATION CLASSIFICATION CODE
ADK,EMPLOYEE TAX FILING STATUS CODE
ADL,INSURED LOCATION IDENTIFIER
ADM,AIR DIMENSION CODE
ADN,SELF INSURANCE IDENTIFICATION NUMBER
ADO,SELF INSURER ORGANIZATION TYPE
ADP,SELF INSURER AUTHORIZATION TYPE CODE
ADQ,COUNTY BUSINESS REGISTRATION NUMBER
ADR,POSTAL TEMPLATE IDENTIFIER
ADS,REDUCED EARNING WEEK IDENTIFIER
ADT,FULL DENIAL REASON IDENTIFIER
ADU,FEDERAL ENERGY REGULATORY COMMISSION CERTIFICATE OF PUBLIC CONVEN
ADV,SUSPENSION IDENTIFIER
ADW,MANAGED CARE ORGANIZATION CODE
ADX,MANAGED CARE ORGANIZATION IDENTIFICATION NUMBER
ADY,PUBLIC UTILITIES COMMISSION CERTIFICATE OF PUBLIC CONVENIENCE
ADZ,RETAIL MERCHANT'S CERTIFICATION NUMBER
AE,AUTHORIZATION FOR EXPENSE (AFE) NUMBER
AEA,NUMERO DE CEDULA DE IDENTIDAD (CIN) NUMBER
AEB,COMPANY'S REGISTRY OFFICE (CRO) NUMBER
AEC,GOVERNMENT REGISTRATION NUMBER
AED,JUDICIAL NUMBER
AEE,NUMERO DE IDENTIFICACION TRIBUTARIA (NIT)
AEF,PASSPORT NUMBER
AEG,PATRON NUMBER
AEH,REGISTRO INFORMACION FISCAL (RIF)
AEI,REGISTRO UNICO DE CONTRIBUYENTE (RUC)
AEJ,SUPERINTENDENCIA DE INVERSIONES EXTRANJERAS (SIEX) NUMBER
AEK,TOKYO SHOKO RESEARCH BUSINESS IDENTIFIER
AEL,REGISTRO NACIONAL DE CONTRIBUYENTE (RNC)
AEM,DISTRIBUTION CENTER NUMBER
AEN,INSTITUTE OF SECURITY AND FUTURE MARKET DEVELOPMENT (ISFMD) SERIA
AEO,PUBLIC DEED NUMBER
AEP,STOCK EXCHANGE CODE
AEQ,SECRETARY OF STATE ASSIGNED IDENTIFICATION NUMBER
AER,DEPARTMENT WHERE INJURY OCCURRED IDENTIFICATION
AES,BUREAU OF LABOR AND STATISTICS SCHEDULE IDENTIFIER
AET,STATE CHARTER NUMBER
AEU,EMPLOYEE/NON-EMPLOYEE CLASSIFICATION QUALIFIER
AEV,FULL TIME/PART TIME EMPLOYEE CLASSIFICATION QUALIFIER
AEX,PREMIUM AUDIT PRIORITY IDENTIFIER
AEY,PREMIUM AUDIT PURPOSE IDENTIFIER
AEZ,PREMIUM AUDIT TYPE IDENTIFIER
AF,AIRLINES FLIGHT IDENTIFICATION NUMBER
AFA,SPLIT PREMIUM AUDIT CHANGE IDENTIFIER
AFB,SUBLINE OF INSURANCE
AFC,VERIFICATION SOURCE CODE
AFD,UNDERWRITING ALERT REFERENCE CODE
AFE,COMMERCIAL/PRIVATE PASSENGER VEHICLE QUALIFIER
AFF,VEHICLE BUSINESS USE QUALIFIER
AFG,VEHICLE SIZE CLASS QUALIFIER
AFH,VEHICLE RADIUS OF OPERATION QUALIFIER
AFI,TRAILER TYPE QUALIFIER
AFJ,STATE SALES TAX IDENTIFICATION NUMBER
AFK,CARD ISSUER TRANSACTION CODE
AFL,CARD BILLING TYPE CODE
AFM,CLIENT COMPANY CODE
AFN,MERCHANT CATEGORY CODE (MCC)
AFO,CARD ACCOUNT TYPE CODE
AFP,CARD ACCOUNT STATUS CODE
AFQ,CARD ACCOUNT REPORTING LEVEL
AFR,CARD ACCOUNT REPORTING IDENTIFIER
AFS,AMERICAN OSTEOPATHIC ASSOCIATION (AOA) CERTIFICATION NUMBER
AFT,FEE SCHEDULE IDENTIFIER
AFU,UNITED STATES STANDARD METROPOLITAN STATISTICAL AREA (MSA) CODE
AFV,STATE CONTROLLED SUBSTANCE LICENSE NUMBER
AFW,POINT OF ORIGINATION
AFX,POINT OF DESTINATION
AFY,ASSESSMENT NUMBER
AFZ,CERTIFICATE NUMBER
AG,AGENT'S SHIPMENT NUMBER
AGA,STATE OR PROVINCE ASSIGNED BUSINESS REGISTRY NUMBER
AGB,MUNICIPALITY ASSIGNED BUSINESS REGISTRY NUMBER
AGC,CLAVE UNICA DE IDENTIFICACION TRIBUTARIA (CUIT)
AGD,REGISTRO UNICO TRIBUTARIO (RUT)
AGH,LENDER USE
AGI,GUARANTOR USE
AGJ,SCHOOL USE
AGK,RESERVATION SYSTEM CODE
AGL,ORDER ORIGINATION CODE
AGM,FOLIO NUMBER
AGN,CORPORATE IDENTIFICATION CODE
AGO,CADASTRO GERAL DO CONTRIBUINTE (CGC)
AGP,CONJUNCTION TRAVEL TICKET
AGQ,LIST TRACKING IDENTIFIER
AH,AGREEMENT NUMBER
AHC,AIR HANDLING CODE
AI,ASSOCIATED INVOICES
AJ,ACCOUNTS RECEIVABLE CUSTOMER ACCOUNT
AK,SENDING COMPANY AUDIT NUMBER (AUTOMATED CLEARINGHOUSE TRANSFERS)
AL,ACCOUNTING (EQUIPMENT) LOCATION NUMBER
ALC,AGENCY LOCATION CODE
ALG,TITLE COMPANY CODE BOOK REFERENCE
ALH,TITLE DOCUMENT SCHEDULE
ALI,RECORDING NUMBER
ALJ,TITLE POLICY NUMBER
ALR,ALIEN REGISTRATION NUMBER
ALS,ALTERNATIVE LIST ID
ALT,ALTERATION NUMBER
AM,ADJUSTMENT MEMO (CHARGE BACK)
AN,ASSOCIATED PURCHASE ORDERS
AO,APPOINTMENT NUMBER
AP,ACCOUNTS RECEIVABLE NUMBER
APC,AMBULATORY PAYMENT CLASSIFICATION
API,AMERICAN PETROLEUM INSTITUTE (API) DEDUCTION CODE
AQ,ACCESS CODE
AR,ARRIVAL CODE
AS,ACCEPTABLE SOURCE SUPPLIER ID
ASL,ATOMIC SAFETY AND LICENSING BOARD PANEL (ASLBP) NUMBER
ASP,ANIMAL SPECIES
AST,ANIMAL STRAIN
AT,APPROPRIATION NUMBER
ATC,MAINTENANCE AVAILABILITY TYPE
AU,AUTHORIZATION TO MEET COMPETITION NUMBER
AV,HEALTH INSURANCE RATING ACCOUNT NUMBER
AW,AIR WAYBILL NUMBER
AX,GOVERNMENT ACCOUNTING CLASS REFERENCE NUMBER (ACRN)
