Value,Description
BES,BEVERAGE SEGMENT
BEV,BEVERAGE CATEGORY
BLM,BOTTOMHOLE LOCATION METHOD CODE
BND,BRAND GROUP
BPI,BOTTOMHOLE PRESSURE METHOD INDICATOR CODE
BRG,"BRAND GROUP: A GROUPING OF SIMILAR BRANDS, (E.G., JOHNNIE WALKER)"
BW,BASIS WEIGHT SIZE
C2,CONTROLLED SUBSTANCE - CLASS 2
C3,CONTROLLED SUBSTANCE-CLASS 3 (NARCOTIC)
C4,CONTROLLED SUBSTANCE - CLASS 4
C5,CONTROLLED SUBSTANCE - CLASS 5
C6,CONTROLLED SUBSTANCE-CLASS 3N (NON-NARCOTIC)
CCN,COMMON CHEMICAL NAME
CD,COLLATERAL DESCRIPTION
CFC,COMPANY FIELD CODE
CH,CHASSIS
CHF,CHEMICAL FAMILY
CL,COLOR - LOWER BODY
CLT,CASING/LINER/TUBING TYPE
CM,COMPLIANCE METHOD
CMS,COMMERCIAL STATUS
CO,COLLECTION METHOD CODE
CP,COUPLING
CS,COATING OR PAINT SYSTEM CODE
CU,COLOR - UPPER BODY
CW,COATING OR PAINT SYSTEM NAME
DAC,DAMAGE CODE
DAF,DAMAGE FAULT
DE,DRUG EFFICACY STUDY IMPLEMENTATION
DF,DOSAGE FORM
DIR,DIRECTIONAL INDICATOR
DM,DIMENSIONAL
DS,DRUG SCHEDULE
EC,ESCROW CODE
EN,ENGINE WITH TRANSMISSION
EV,ENVIRONMENTAL REQUIREMENT
FA,FAILURE ANALYSIS PROCESS
FC,FOLD CONFIGURATIONS
FCD,FIELD CODE (EIA/DOD)
FDD,FORECAST DEVIATION
FL,FUEL
FLV,FLAVOR
FMR,FORMULA
FQ,QUALITY
GD,GRAIN DIRECTION
GEN,GENERAL DESCRIPTION
GM,GENERAL MERCHANDISE
GS,GOODS
HB,HEALTH AND BEAUTY AIDS
HY,HYDRAULICS
HZ,HAZARDOUS MATERIAL
HZR,HAZARD RATING SYSTEM
ING,INGREDIENT
INJ,INJECTABLES
KI,KIT
LC,LEAD/COPPER SAMPLE TYPE
LO,COORDINATE DESCRIPTION CODE
MA,"MATERIAL STATUS, OUTSIDE PROCESSOR"
MAC,MATERIAL CLASSIFICATION
MB,MARKING
MBU,MINERALS MANAGEMENT SERVICE/BUREAU OF LAND MANAGEMENT (INDIAN LAN
MM,MULTI-MEDIA
MS,MEDICAL SUPPLIES
MSG,MARKET SEGMENT
NH,NON-HAZARDOUS MATERIAL
OC,OPTIONS
OD,ODORIZED
ODR,ODOR
OR,ORIENTATION
OT,OVER-THE-COUNTER DRUG
P6,PERCENTAGE OF ALCOHOL
PD,PHYSICAL FORM: AS DILUTED
PF,PHYSICAL FORM: CONCENTRATE
PFA,PHYSICAL FORM
PFC,PERFORATION CONTINUITY INDICATOR
PFG,PHYSICAL FORM: GAS
PFI,PERFORATION INTERVAL(S)
PFK,PHYSICAL FORM: AEROSOL
PFL,PHYSICAL FORM: LIQUID
PFM,PHYSICAL FORM: EMULSION
PFN,PHYSICAL FORM: SEMISOLID
PFP,PHYSICAL FORM: POWDER
PFS,PHYSICAL FORM: SOLID
PFT,PERFORATION TYPE
PG,PROGRAM
PP,PROCESS/PRODUCTION UNIT
PR,MANUFACTURING PROCESS
PRI,GRAPE VARIETY
PRO,PROPRIETARY
PSC,PIPELINE STREAM
PUB,PUBLIC INFORMATION
PUR,PURE FORM
QAS,QUALITY ASSURANCE STATUS
R3,PROOF
RA,ROUTE OF ADMINISTRATION
RCC,RESERVOIR CODE (COMPANY)
RM,RESULTS METHOD CODE
RR,REJECTION REASON
RSD,REGULATORY (STATE) DISTRICT
RSE,REGULATORY (STATE) ENTITY CODE
RX,PRESCRIPTION DRUG
SC,SOURCE
SE,SERVICES
SEC,SECRET OR CONFIDENTIAL INFORMATION
SF,SERVICE FEATURE
SIZ,SIZING
SLM,SURFACE LOCATION METHOD CODE
SOL,SOLUBILITY
ST,SAMPLE TYPE
STL,STATE CONTROLLED
SYN,SYNONYM
TC,THERAPEUTIC CLASS
TE,THERAPEUTIC EQUIVALENCY EVALUATION
TF,FILTERING
THR,THRESHOLD
TIF,TITLE INSURANCE FORM
TIR,TIRE
TP,TYPEFACE
TR,TRIMMING
TRM,TEST REMARKS
TRN,TRADE NAME
TWF,THEORETICAL WEIGHT FORMULA
TZ,"BUREAU OF ALCOHOL, TOBACCO AND FIREARMS TYPE CODE"
VA,VEHICLE
VC,VOLATILE ORGANIC COMPOUND CONTROL
VI,VINTAGE
WD,WARRANTY DESCRIPTION
WF,WINE FRUIT
WLC,WELL CLASSIFICATION
WT,WASTE
WTT,WELL TEST TYPE
ZZ,MUTUALLY DEFINED
