Value,Description
3E,"EYE, EAR, NOSE AND THROAT FACILITY"
3F,REHABILITATION FACILITY
3G,ORTHOPEDIC FACILITY
3H,CHRONIC DISEASE FACILITY
3I,OTHER SPECIALTY FACILITY
3J,CHILDREN'S GENERAL FACILITY
3K,CHILDREN'S HOSPITAL UNIT OF AN INSTITUTION
3L,CHILDREN'S PSYCHIATRIC FACILITY
3M,CHILDREN'S TUBERCULOSIS AND OTHER RESPIRATORY DISEASES FACILITY
3N,"CHILDREN'S EYE, EAR, NOSE AND THROAT FACILITY"
3O,CHILDREN'S REHABILITATION FACILITY
3P,CHILDREN'S ORTHOPEDIC FACILITY
3Q,CHILDREN'S CHRONIC DISEASE FACILITY
3R,CHILDREN'S OTHER SPECIALTY FACILITY
3S,INSTITUTION FOR MENTAL RETARDATION
3T,ALCOHOLISM AND OTHER CHEMICAL DEPENDENCY FACILITY
3U,GENERAL INPATIENT CARE FOR AIDS/ARC FACILITY
3V,AIDS/ARC UNIT
3W,SPECIALIZED OUTPATIENT PROGRAM FOR AIDS/ARC
3X,ALCOHOL/DRUG ABUSE OR DEPENDENCY INPATIENT UNIT
3Y,ALCOHOL/DRUG ABUSE OR DEPENDENCY OUTPATIENT SERVICES
3Z,ARTHRITIS TREATMENT CENTER
4,SITE OPERATOR
40,RECEIVER
41,SUBMITTER
42,COMPONENT MANUFACTURER
43,CLAIMANT AUTHORIZED REPRESENTATIVE
44,DATA PROCESSING SERVICE BUREAU
45,DROP-OFF LOCATION
46,INVOICING DEALER
47,ESTIMATOR
48,IN-SERVICE SOURCE
49,INITIAL DEALER
4A,BIRTHING ROOM/LDRP ROOM
4B,BURN CARE UNIT
4C,CARDIAC CATHERIZATION LABORATORY
4D,OPEN-HEART SURGERY FACILITY
4E,CARDIAC INTENSIVE CARE UNIT
4F,ANGIOPLASTY FACILITY
4G,CHRONIC OBSTRUCTIVE PULMONARY DISEASE SERVICE FACILITY
4H,EMERGENCY DEPARTMENT
4I,TRAUMA CENTER (CERTIFIED)
4J,EXTRACORPOREAL SHOCK-WAVE LITHOTRIPTER (ESWL) UNIT
4K,FITNESS CENTER
4L,GENETIC COUNSELING/SCREENING SERVICES
4M,ADULT DAY CARE PROGRAM FACILITY
4N,ALZHEIMER'S DIAGNOSTIC/ASSESSMENT SERVICES
4O,COMPREHENSIVE GERIATRIC ASSESSMENT FACILITY
4P,EMERGENCY RESPONSE (GERIATRIC) UNIT
4Q,GERIATRIC ACUTE CARE UNIT
4R,GERIATRIC CLINICS
4S,RESPITE CARE FACILITY
4T,SENIOR MEMBERSHIP PROGRAM
4U,PATIENT EDUCATION UNIT
4V,COMMUNITY HEALTH PROMOTION FACILITY
4W,WORKSITE HEALTH PROMOTION FACILITY
4X,HEMODIALYSIS FACILITY
4Y,HOME HEALTH SERVICES
4Z,HOSPICE
5,CONSTRUCTION CONTRACTOR
50,MANUFACTURER'S REPRESENTATIVE
51,PARTS DISTRIBUTOR
52,PART REMANUFACTURER
53,REGISTERED OWNER
54,ORDER WRITER
55,SERVICE MANAGER
56,SERVICING DEALER
57,SERVICING ORGANIZATION
58,STORE MANAGER
59,PARTY TO APPROVE SPECIFICATION
5A,MEDICAL SURGICAL OR OTHER INTENSIVE CARE UNIT
5B,HISOPATHOLOGY LABORATORY
5C,BLOOD BANK
5D,NEONATAL INTENSIVE CARE UNIT
5E,OBSTETRICS UNIT
5F,OCCUPATIONAL HEALTH SERVICES
5G,ORGANIZED OUTPATIENT SERVICES
5H,PEDIATRIC ACUTE INPATIENT UNIT
5I,PSYCHIATRIC CHILD/ADOLESCENT SERVICES
5J,PSYCHIATRIC CONSULTATION-LIAISON SERVICES
5K,PSYCHIATRIC EDUCATION SERVICES
5L,PSYCHIATRIC EMERGENCY SERVICES
5M,PSYCHIATRIC GERIATRIC SERVICES
5N,PSYCHIATRIC INPATIENT UNIT
5O,PSYCHIATRIC OUTPATIENT SERVICES
5P,PSYCHIATRIC PARTIAL HOSPITALIZATION PROGRAM
5Q,MEGAVOLTAGE RADIATION THERAPY UNIT
5R,RADIOACTIVE IMPLANTS UNIT
5S,THERAPEUTIC RADIOISOTOPE FACILITY
5T,X-RAY RADIATION THERAPY UNIT
5U,CT SCANNER UNIT
5V,DIAGNOSTIC RADIOISOTOPE FACILITY
5W,MAGNETIC RESONANCE IMAGING (MRI) FACILITY
5X,ULTRASOUND UNIT
5Y,REHABILITATION INPATIENT UNIT
5Z,REHABILITATION OUTPATIENT SERVICES
6,DRILLING CONTRACTOR
60,SALESPERSON
61,PERFORMED AT
62,APPLICANT'S EMPLOYER
63,REFERENCE'S EMPLOYER
64,COSIGNER'S EMPLOYER
65,APPLICANT'S REFERENCE
66,APPLICANT'S COSIGNER
67,APPLICANT'S COMAKER
68,OWNER'S REPRESENTATIVE
69,REPAIRING OUTLET
6A,REPRODUCTIVE HEALTH SERVICES
6B,SKILLED NURSING OR OTHER LONG-TERM CARE UNIT
6C,SINGLE PHOTON EMISSION COMPUTERIZED TOMOGRAPHY (SPECT) UNIT
6D,ORGANIZED SOCIAL WORK SERVICE FACILITY
6E,OUTPATIENT SOCIAL WORK SERVICES
6F,EMERGENCY DEPARTMENT SOCIAL WORK SERVICES
6G,SPORTS MEDICINE CLINIC/SERVICES
6H,HOSPITAL AUXILIARY UNIT
6I,PATIENT REPRESENTATIVE SERVICES
6J,VOLUNTEER SERVICES DEPARTMENT
6K,OUTPATIENT SURGERY SERVICES
6L,ORGAN/TISSUE TRANSPLANT UNIT
6M,ORTHOPEDIC SURGERY FACILITY
6N,OCCUPATIONAL THERAPY SERVICES
6O,PHYSICAL THERAPY SERVICES
6P,RECREATIONAL THERAPY SERVICES
6Q,RESPIRATORY THERAPY SERVICES
6R,SPEECH THERAPY SERVICES
6S,WOMEN'S HEALTH CENTER/SERVICES
6T,HEALTH SCIENCES LIBRARY
6U,CARDIAC REHABILITATION PROGRAM FACILITY
6V,NON-INVASIVE CARDIAC ASSESSMENT SERVICES
6W,EMERGENCY MEDICAL TECHNICIAN
6X,DISCIPLINARY CONTACT
6Y,CASE MANAGER
6Z,ADVISOR
7,SPUD CONTRACTOR
70,PRIOR INCORRECT INSURED
71,ATTENDING PHYSICIAN
72,OPERATING PHYSICIAN
73,OTHER PHYSICIAN
74,CORRECTED INSURED
75,PARTICIPANT
76,SECONDARY WARRANTER
77,SERVICE LOCATION
78,SERVICE REQUESTER
79,WARRANTER
7A,PREMISES
7B,BOTTLER
7C,PLACE OF OCCURRENCE
7D,CONTRACTING OFFICER REPRESENTATIVE
7E,PARTY AUTHORIZED TO DEFINITIZE CONTRACT ACTION
7F,FILING ADDRESS
7G,HAZARDOUS MATERIAL OFFICE
7H,GOVERNMENT FURNISHED PROPERTY FOB POINT
7I,PROJECT NAME
7J,CODEFENDANT
7K,CO-OCCUPANT
7L,PRELIMINARY INSPECTION LOCATION
7M,INSPECTION AND ACCEPTANCE LOCATION
7N,PARTY TO RECEIVE PROPOSAL
7O,FEDERALLY CHARTERED FACILITY
7P,TRANSPORTATION OFFICE
7Q,PARTY TO WHOM PROTEST SUBMITTED
7R,BIRTHPLACE
7S,PIPELINE SEGMENT
7T,HOME STATE NAME
7U,LIQUIDATOR
7V,PETITIONING CREDITOR'S ATTORNEY
7W,MERGED NAME
7X,PARTY REPRESENTED
7Y,PROFESSIONAL ORGANIZATION
7Z,REFEREE
8,LIEN HOLDER
80,HOSPITAL
81,PART SOURCE
82,RENDERING PROVIDER
83,SUBSCRIBER'S SCHOOL
84,SUBSCRIBER'S EMPLOYER
85,BILLING PROVIDER
86,CONDUCTOR
87,PAY-TO PROVIDER
88,APPROVER
89,INVESTOR
8A,VACATION HOME
8B,PRIMARY RESIDENCE
8C,SECOND HOME
8D,PERMIT HOLDER
8E,MINORITY INSTITUTION
8F,BAILMENT WAREHOUSE
8G,FIRST APPRAISER
8H,TAX EXEMPT ORGANIZATION
8I,SERVICE ORGANIZATION
8J,EMERGING SMALL BUSINESS
8K,SURPLUS DEALER
8L,POLLING SITE
8M,SOCIALLY DISADVANTAGED INDIVIDUAL
8N,ECONOMICALLY DISADVANTAGED INDIVIDUAL
8O,DISABLED INDIVIDUAL
8P,PRODUCER
8Q,PUBLIC OR PRIVATE ORGANIZATION FOR THE DISABLED
8R,CONSUMER SERVICE PROVIDER (CSP) CUSTOMER
8S,CONSUMER SERVICE PROVIDER (CSP)
8T,VOTER
8U,NATIVE HAWAIIAN ORGANIZATION
8V,PRIMARY INTRA-LATA (LOCAL ACCESS TRANSPORT AREA) CARRIER
8W,PAYMENT ADDRESS
8X,OIL AND GAS CUSTODIAN
8Y,REGISTERED OFFICE
9,NOTE CO-SIGNER
90,PREVIOUS BUSINESS PARTNER
91,ACTION PARTY
92,SUPPORT PARTY
93,INSURANCE INSTITUTE
94,NEW SUPPLY SOURCE
95,RESEARCH INSTITUTE
96,DEBTOR COMPANY
97,PARTY WAIVING REQUIREMENTS
98,FREIGHT MANAGEMENT FACILITATOR
99,OUTER CONTINENTAL SHELF (OCS) AREA LOCATION
9A,DEBTOR INDIVIDUAL
9B,COUNTRY OF EXPORT
9C,COUNTRY OF DESTINATION
9D,NEW SERVICE PROVIDER
9E,SUB-SERVICER
9F,LOSS PAYEE
9G,NICKNAME
9H,ASSIGNEE
9I,REGISTERED PRINCIPAL
9J,ADDITIONAL DEBTOR
9K,KEY PERSON
9L,INCORPORATED BY
9N,PARTY TO LEASE
9O,PARTY TO CONTRACT
9P,INVESTIGATOR
9Q,LAST SUPPLIER
9R,DOWNSTREAM FIRST SUPPLIER
9S,CO-INVESTIGATOR
9T,TELEPHONE ANSWERING SERVICE BUREAU
9U,AUTHOR
9V,FIRST SUPPLIER
9W,ULTIMATE PARENT COMPANY
9X,CONTRACTUAL RECEIPT METER
9Y,CONTRACTUAL DELIVERY METER
9Z,CO-DEBTOR
A1,ADJUSTER
A2,WOMAN-OWNED BUSINESS
A3,LABOR SURPLUS AREA FIRM
A4,OTHER DISADVANTAGED BUSINESS
A5,VETERAN-OWNED BUSINESS
A6,SECTION 8(A) PROGRAM PARTICIPANT FIRM
A7,SHELTERED WORKSHOP
A8,NONPROFIT INSTITUTION
A9,SALES OFFICE
AA,AUTHORITY FOR SHIPMENT
AA1,CHIEF EXECUTIVE OFFICER (CEO)
AA2,FINANCIAL AID OFFICE
AA3,RESPONDENT
AA4,ADMISSION OFFICE
AA5,MULTI-CAMPUS ADMINISTRATIVE UNIT
AA6,HEADMASTER
AA7,BUSINESS OFFICER
AA8,SUPERINTENDENT
AA9,SCHOOL PRINCIPAL
AAA,SUB-ACCOUNT
AAB,MANAGEMENT NON-OFFICER
AAC,INCORPORATED LOCATION
AAD,NAME NOT TO BE CONFUSED WITH
AAE,LOT
AAF,PREVIOUS OCCUPANT
AAG,GROUND AMBULANCE SERVICES
AAH,AIR AMBULANCE SERVICES
AAI,WATER AMBULANCE SERVICES
AAJ,ADMITTING SERVICES
AAK,PRIMARY SURGEON
AAL,MEDICAL NURSE
AAM,CARDIAC REHABILITATION SERVICES
AAN,SKILLED NURSING SERVICES
AAO,OBSERVATION ROOM SERVICES
AAP,EMPLOYEE
AAQ,ANESTHESIOLOGY SERVICES
AAS,PRIOR BASE JURISDICTION
AAT,INCORPORATION JURISDICTION
AAU,MARKER OWNER
AAV,RECLAMATION CENTER
AAW,PARTY PROVIDING FINANCING
AB,ADDITIONAL PICKUP ADDRESS
AB1,PRIVATE SCHOOL SYSTEM
AB2,STATE OPERATED SCHOOL SYSTEM
AB3,VOCATIONAL REGIONS SCHOOL SYSTEM
AB4,CHARTERED SCHOOL DISTRICT
AB5,SCHOOLING OF INDIAN CHILDREN SCHOOL SYSTEM
AB6,UNORGANIZED TERRITORIES SCHOOL SYSTEM
AB7,STATE ADMINISTERED DISTRICT
AB8,TOWNS IN UNIONS SCHOOL SYSTEM
AB9,AGENT TOWNS SCHOOL SYSTEM
ABB,MASTER PROPERTY
ABC,PROJECT PROPERTY
ABD,UNIT PROPERTY
ABE,ADDITIONAL ADDRESS
ABF,SOCIETY OF PROPERTY INFORMATION COMPILERS AND ANALYSTS
ABG,ORGANIZATION
ABH,JOINT OWNER ANNUITANT
ABI,JOINT ANNUITANT OWNER
ABJ,JOINT OWNER ANNUITANT PAYOR
ABK,JOINT OWNER JOINT ANNUITANT
ABL,JOINT OWNER JOINT ANNUITANT PAYOR
ABM,JOINT OWNER PAYOR
ABN,ACRONYM
ABO,NEW ADDRESS
ABP,CHAIRPERSON
ABQ,DECISION MAKER
ABR,FORMER PRESIDENT
ABS,FOUNDER
ABT,IMPORTED FROM LOCATION
ABU,LITERALLY TRANSLATED NAME
ABV,ORIGINAL LOCATION
ABW,PRESIDENT
ABX,RATING ORGANIZATION
AC,AIR CARGO COMPANY
AC1,REGIONAL CENTER
AC2,LOCAL EDUCATION AGENCY (LEA)
AC3,STATE EDUCATION AGENCY
ACB,INITIAL MEDICAL PROVIDER
ACC,CONCURRENT EMPLOYER
ACE,ROUTING POINT
ACF,BORDER CROSSING
ACG,BOBTAIL SERVICE POINT
ACH,AUDITOR
ACI,INSURED LOCATION
ACJ,REFERRAL PROVIDER
ACK,AFFILIATE
ACL,ALLIED HEALTH PROFESSIONAL
ACM,EMERGENCY PROVIDER
ACN,FEDERAL GOVERNMENT
ACO,FELLOWSHIP INSTITUTION
ACP,GOVERNMENT - COMBINED CONTROL
ACQ,GOVERNMENT - FEDERAL - MILITARY
ACR,GOVERNMENT - FEDERAL - OTHER
ACS,GOVERNMENT - FEDERAL - VETERANS
ACT,GOVERNMENT - LOCAL
ACU,GROUP AFFILIATION
ACV,INFORMATION SOURCE
ACW,INTERNSHIP ENTITY
ACX,MEDICAL SCHOOL
ACY,NATIONAL ORGANIZATION
ACZ,NON-PROFIT HEALTH CARE PROVIDER
AD,PARTY TO BE ADVISED (WRITTEN ORDERS)
ADA,NOT FOR PROFIT HEALTH CARE PROVIDER
ADB,FOR PROFIT HEALTH CARE PROVIDER
ADC,OFFICE MANAGER
ADD,ON-CALL PROVIDER
ADE,PHYSICIAN HOSPITAL ORGANIZATION (PHO)
ADF,POINT OF SERVICE (POS)
ADH,RESIDENCY INSTITUTION
ADJ,SHARED SERVICE
ADK,SUPPORTING PERSONNEL
ADL,TRAINING INSTITUTION
ADM,PUBLIC SCHOOL
ADN,PRIVATE SCHOOL
ADO,PUBLIC PRE-K EDUCATION
ADP,PRIVATE PRE-K EDUCATION
ADQ,PRE-K DAY CARE
ADR,CHARTER SCHOOL
ADS,HOME SCHOOL
ADT,PUBLIC ALTERNATIVE SCHOOL
ADU,NEGLECTED/DELINQUENT INSTITUTION
ADV,POST-SECONDARY INSTITUTION
ADW,FOOD SERVICE OPERATOR
ADX,FUTURE ADDRESS
ADY,FORMER REGISTERED ADDRESS
ADZ,TOP PARENT COMPANY IN SAME COUNTRY
AE,ADDITIONAL DELIVERY ADDRESS
AEA,SECOND LEVEL PARENT COMPANY
AEB,AIRPORT AUTHORITY
AEC,COUNCIL OF GOVERNMENTS
AED,FOUNDATION
AEE,PORT AUTHORITY
AEF,PLANNING COMMISSION
AEG,CAR RENTAL LOCATION
AEI,LODGING FACILITY
AEJ,PARTY TO RECEIVE TRANSPORTATION CREDIT
AEK,"PARTY TO RECEIVE PACKING, CRATING, AND HANDLING CREDIT"
AEL,PRIMARY INTERNATIONAL TELECOM CARRIER
AF,AUTHORIZED ACCEPTING OFFICIAL
AG,AGENT/AGENCY
AH,ADVERTISER
AHM,AGENCY HAZARDOUS MATERIAL INFORMATION SYSTEM LOCATION
AI,AIRLINE
AJ,ALLEGED DEBTOR
AK,PARTY TO WHOM ACKNOWLEDGMENT SHOULD BE SENT
AL,ALLOTMENT CUSTOMER
ALA,ALTERNATIVE ADDRESSEE
ALO,ACTIVITY LOCATION
AM,ASSISTANT U.S. TRUSTEE
AN,AUTHORIZED FROM
AO,ACCOUNT OF
AP,ACCOUNT OF (ORIGIN PARTY)
APR,ACTIVITY PROVIDER
AQ,ACCOUNT OF (DESTINATION PARTY)
AR,ARMED SERVICES LOCATION DESIGNATION
AS,POSTSECONDARY EDUCATION SENDER
AT,POSTSECONDARY EDUCATION RECIPIENT
ATA,ALTERNATE TAX AUTHORITY
AU,PARTY AUTHORIZING DISPOSITION
AUO,AUTHORIZING OFFICIAL
AV,AUTHORIZED TO
AW,ACCOUNTANT
AX,PLAINTIFF
AY,CLEARINGHOUSE
AZ,PREVIOUS NAME
B1,CONSTRUCTION FIRM
B2,OTHER UNLISTED TYPE OF ORGANIZATIONAL ENTITY
B3,PREVIOUS NAME OF FIRM
B4,PARENT COMPANY
B5,AFFILIATED COMPANY
B6,REGISTERING PARENT PARTY
B7,REGISTERING NONPARENT PARTY
B8,REGULAR DEALER
B9,LARGE BUSINESS
BA,BATTERY
BAL,BAILIFF
BB,BUSINESS PARTNER
BC,BROADCASTER
BD,BILL-TO PARTY FOR DIVERSION CHARGES
BE,BENEFICIARY
BF,BILLED FROM
BG,BUYING GROUP
BH,INTERIM TRUSTEE
BI,TRUSTEE'S ATTORNEY
BJ,CO-COUNSEL
BK,BANK
BKR,BOOKKEEPER
BL,PARTY TO RECEIVE BILL OF LADING
BLD,BUILDING
BLT,STRUCTURE
BM,BRAKEMAN
BN,BENEFICIAL OWNER
BO,BROKER OR SALES OFFICE
BOW,BODY OF WATER
BP,SPECIAL COUNSEL
BQ,ATTORNEY FOR DEFENDANT PRIVATE
BR,BROKER
BRN,BRAND NAME
BS,BILL AND SHIP TO
BT,BILL-TO-PARTY
BU,PLACE OF BUSINESS
BUS,BUSINESS
BV,BILLING SERVICE
BW,BORROWER
BX,ATTORNEY FOR PLAINTIFF
BY,BUYING PARTY (PURCHASER)
BZ,BUSINESS ASSOCIATE
C0,ASSISTANT CONDUCTOR
C1,IN CARE OF PARTY NO. 1
C2,IN CARE OF PARTY NO. 2
C3,CIRCUIT LOCATION IDENTIFIER
C4,CONTRACT ADMINISTRATION OFFICE
C4A,SECONDARY CONTRACT ADMINISTRATION OFFICE
C5,PARTY SUBMITTING QUOTE
C6,MUNICIPALITY
C7,COUNTY
C8,CITY
C9,CONTRACT HOLDER
CA,CARRIER
CB,CUSTOMS BROKER
CC,CLAIMANT
CD,CONSIGNEE (TO RECEIVE MAIL AND SMALL PARCELS)
CE,CONSIGNEE (TO RECEIVE LARGE PARCELS AND FREIGHT)
CF,SUBSIDIARY/DIVISION
CG,CARNET ISSUER
CH,CHASSIS PROVIDER
CHA,CHANGED ADDRESS
CI,CONSIGNOR
CJ,AUTOMATED DATA PROCESSING (ADP) POINT
CK,PHARMACIST
CL,CONTAINER LOCATION
CLT,BUILDING CLUSTER
CM,CUSTOMS
CMW,COMPANY MERGED WITH
CN,CONSIGNEE
CNP,CONFIRMING PARTY
CNR,CONFIRMATION REQUESTER
CNS,CONFIRMATION SERVICE IDENTIFIER CODE
CO,OCEAN TARIFF CONFERENCE
COD,CO-DRIVER
COL,COLLATERAL ASSIGNEE
COM,COMPLAINANT
COR,CORRECTED NAME
CP,PARTY TO RECEIVE CERT. OF COMPLIANCE
CQ,CORPORATE OFFICE
CR,CONTAINER RETURN COMPANY
CRW,CREW MEMBER
CS,CONSOLIDATOR
CT,COUNTRY OF ORIGIN
CU,COATING OR PAINT SUPPLIER
CV,CONVERTER
CW,ACCOUNTING STATION
CX,CLAIM ADMINISTRATOR
CY,COUNTRY
CZ,ADMITTING SURGEON
D1,DRIVER
D2,COMMERCIAL INSURER
D3,DEFENDANT
D4,DEBTOR
D5,DEBTOR-IN-POSSESSION
D6,CONSOLIDATED DEBTOR
D7,PETITIONING CREDITOR
D8,DISPATCHER
D9,CREDITOR'S ATTORNEY
DA,DELIVERY ADDRESS
DAM,DAMAGED BY
DB,DISTRIBUTOR BRANCH
DC,DESTINATION CARRIER
DCC,CHIEF DEPUTY CLERK OF COURT
DD,ASSISTANT SURGEON
DE,DEPOSITOR
DF,MATERIAL DISPOSITION AUTHORIZATION LOCATION
DG,DESIGN ENGINEERING
DH,DOING BUSINESS AS
DI,DIFFERENT PREMISE ADDRESS (DPA)
DIR,DISTRIBUTION RECIPIENT
DJ,CONSULTING PHYSICIAN
DK,ORDERING PHYSICIAN
DL,DEALER
DM,DESTINATION MAIL FACILITY
DN,REFERRING PROVIDER
DO,DEPENDENT NAME
DP,PARTY TO PROVIDE DISCOUNT
DQ,SUPERVISING PHYSICIAN
DR,DESTINATION DRAYMAN
DS,DISTRIBUTOR
DT,DESTINATION TERMINAL
DU,RESALE DEALER
DV,DIVISION
DW,DOWNSTREAM PARTY
DX,DISTILLER
DY,DEFAULT/FORECLOSURE SPECIALIST
DZ,DELIVERY ZONE
E0,ASSISTANT ENGINEER
E1,PERSON OR OTHER ENTITY LEGALLY RESPONSIBLE FOR A CHILD
E2,PERSON OR OTHER ENTITY WITH WHOM A CHILD RESIDES
E3,PERSON OR OTHER ENTITY LEGALLY RESPONSIBLE FOR AND WITH WHOM A CH
E4,OTHER PERSON OR ENTITY ASSOCIATED WITH STUDENT
E5,EXAMINER
E6,ENGINEERING
E7,PREVIOUS EMPLOYER
E8,INQUIRING PARTY
E9,PARTICIPATING LABORATORY
EA,STUDY SUBMITTER
EAA,ASSISTANT
EAB,CAMPAIGN MANAGER
EAD,CLIENT
EAE,COMMISSIONER
EAF,COMMITTEE
EAG,CONTESTANT
EAH,CONTRIBUTOR
EAI,DEPUTY CHAIRPERSON
EAJ,DEPUTY TREASURER
EAK,DONOR
EAL,ENDORSER
EAM,GUARANTOR
EAN,HEADQUARTERS
EAO,INDEPENDENT CONTRACTOR
EAP,LEADER
EAQ,PARTY PERFORMING LIAISON
EAR,LOBBYING FIRM
EAS,LOBBYIST
EAT,MEDIA CONTACT
EAU,OFFICE HOLDER
EAV,PARTY AUTHORIZED TO ADMINISTER OATHS
EAW,PARTY TO BENEFIT
EAX,PARTY HOLDING INTEREST
EAY,PARTY MAKING PLEDGE
EAZ,PARTY RETURNING CONTRIBUTION
EB,ELIGIBLE PARTY TO THE CONTRACT
EBA,PARTY RETURNING TRANSFER
EBB,LOBBIED PARTY
EBC,POLITICAL ACTION COMMITTEE
EBD,POLITICAL PARTY
EBE,PROPONENT
EBF,PUBLIC OFFICIAL
EBG,RECEIVING COMMITTEE
EBH,AFFILIATED COMMITTEE
EBI,SOURCE
EBJ,SPONSOR
EBK,SPONSORED COMMITTEE
EBL,DESIGNEE
EBM,TEMPORARY RESIDENCE
EBN,TREASURER
EBO,VICE-CHAIRPERSON
EBP,SLATE MAILER ORGANIZATION
EBQ,LODGING LOCATION
EBR,INDEPENDENT EXPENDITURE COMMITTEE
EBS,MAJOR DONOR
EC,EXCHANGER
ED,EXCLUDED PARTY
EE,LOCATION OF GOODS FOR CUSTOMS EXAMINATION BEFORE CLEARANCE
EF,ELECTRONIC FILER
EG,ENGINEER
EH,EXHIBITOR
EI,EXECUTOR OF ESTATE
EJ,PRINCIPAL PERSON
EK,ANIMAL SOURCE
EL,ESTABLISHED LOCATION
EM,PARTY TO RECEIVE ELECTRONIC MEMO OF INVOICE
EN,END USER
ENR,ENROLLER
EO,LIMITED LIABILITY PARTNERSHIP
EP,ELIGIBLE PARTY TO THE RATE
EQ,OLD DEBTOR
ER,NEW DEBTOR
ET,PLAN ADMINISTRATOR
EU,OLD SECURED PARTY
EV,SELLING AGENT
EW,SERVICING BROKER
EX,EXPORTER
EXS,EX-SPOUSE
EY,EMPLOYEE NAME
EZ,NEW SECURED PARTY
F1,COMPANY - OWNED OIL FIELD
F2,ENERGY INFORMATION ADMINISTRATION (DEPARTMENT OF ENERGY) - OWNED
F3,SPECIALIZED MOBILE RADIO SERVICE (SMRS) LICENSEE
F4,FORMER RESIDENCE
F5,RADIO CONTROL STATION LOCATION
