Value,Description
1H,BUILT-UP OVER 75%
1I,BUILT-UP 25 - 75%
1J,BUILT-UP UNDER 25%
1K,GROWTH RATE IS RAPID
1L,CLASS I-LEFT
1M,GROWTH RATE IS STABLE
1N,GROWTH RATE IS SLOW
1O,PROPERTY VALUES ARE INCREASING
1P,PROPERTY VALUES ARE STABLE
1Q,PROPERTY VALUES ARE DECLINING
1R,CLASS I-RIGHT
1S,DEMAND OR SUPPLY IS IN SHORTAGE
1T,DEMAND OR SUPPLY IS IN BALANCE
1U,DEMAND OR SUPPLY IS OVER SUPPLY
1V,MARKETING TIME IS UNDER 3 MONTHS
1W,MARKETING TIME IS 3 TO 6 MONTHS
1X,MARKETING TIME IS OVER 6 MONTHS
1Y,PREDOMINANT OCCUPANCY IS THE OWNER
1Z,PREDOMINANT OCCUPANCY IS THE TENANT
2,PATIENT WAS BED CONFINED BEFORE THE AMBULANCE SERVICE
20,SIDERAILS ARE TO BE ATTACHED TO A HOSPITAL BED OWNED BY THE BENEF
21,PATIENT OWNS EQUIPMENT
22,MATTRESS OR SIDERAILS ARE BEING USED WITH PRESCRIBED MEDICALLY NE
23,PATIENT NEEDS LIFT TO GET IN OR OUT OF BED OR TO ASSIST IN TRANSF
24,PATIENT HAS AN ORTHOPEDIC IMPAIRMENT REQUIRING TRACTION EQUIPMENT
25,ITEM HAS BEEN PRESCRIBED AS PART OF A PLANNED REGIMEN OF TREATMEN
26,PATIENT IS HIGHLY SUSCEPTIBLE TO DECUBITUS ULCERS
27,PATIENT OR A CARE-GIVER HAS BEEN INSTRUCTED IN USE OF EQUIPMENT
28,PATIENT HAS POOR DIABETIC CONTROL
29,A 6-7 HOUR NOCTURNAL STUDY DOCUMENTS 30 EPISODES OF APNEA EACH LA
2A,PATIENT IS RECEIVING ORAL ANTI-FUNGAL THERAPY
2B,PREDOMINANT OCCUPANCY IS VACANT (0-5%)
2C,PREDOMINANT OCCUPANCY IS VACANT (OVER 5%)
2D,DEVELOPER OR BUILDER IS IN CONTROL OF THE HOME OWNERS ASSOCIATION
2E,SITE IS A CORNER LOT
2F,ZONING COMPLIANCE IS LEGAL
2G,ZONING COMPLIANCE IS LEGAL NONCONFORMING (GRANDFATHER USE)
2H,ZONING COMPLIANCE IS ILLEGAL
2I,THERE IS NO ZONING
2J,HIGHEST AND BEST USE AS IMPROVED IS THE PRESENT USE
2K,HIGHEST AND BEST USE AS IMPROVED IS OTHER USE
2L,CLASS II-LEFT
2M,PROPERTY IS LOCATED IN A FEDERAL EMERGENCY MANAGEMENT ADMINISTRAT
2N,"APPRAISAL IS MADE ""AS IS"""
2O,"APPRAISAL IS MADE SUBJECT TO THE REPAIRS, ALTERATIONS, INSPECTION"
2P,APPRAISAL IS MADE SUBJECT TO THE COMPLETION PER PLANS AND SPECIFI
2Q,PROJECT TYPE IS PLANNED UNIT DEVELOPMENT (PUD)
2R,CLASS II-RIGHT
2S,PROJECT TYPE IS CONDOMINIUM
2T,PROPERTY RIGHTS ARE FEE SIMPLE
2U,PROPERTY RIGHTS ARE LEASEHOLD
2V,SUPERVISOR APPRAISER INSPECTED THE PROPERTY PER SUPERVISORY APPRA
2W,PROPERTY WAS SOLD WITHIN LAST 12 MONTHS
2X,APPRAISER SIGNED STATEMENT OF LIMITING CONDITIONS AND DISCLAIMER
2Y,OWNERSHIP INTEREST IN A PROPERTY
2Z,TERMINATION
3,PATIENT WAS BED CONFINED AFTER THE AMBULANCE SERVICE
30,"WITHOUT THE EQUIPMENT, THE PATIENT WOULD REQUIRE SURGERY"
31,PATIENT HAS HAD A TOTAL KNEE REPLACEMENT
32,PATIENT HAS INTRACTABLE LYMPHEDEMA OF THE EXTREMITIES
33,PATIENT IS IN A NURSING HOME
34,PATIENT IS CONSCIOUS
35,THIS FEEDING IS THE ONLY FORM OF NUTRITIONAL INTAKE FOR THIS PATI
36,PATIENT WAS ADMINISTERED PREMIX
37,OXYGEN DELIVERY EQUIPMENT IS STATIONARY
38,CERTIFICATION SIGNED BY THE PHYSICIAN IS ON FILE AT THE SUPPLIER'
39,PATIENT HAS MOBILIZING RESPIRATORY TRACT SECRETIONS
3A,PATIENT IS RECEIVING TOPICAL ANTI-FUNGAL THERAPY
3B,POINTS PAID BY SELLER
3C,POINTS PAID BY BUYER
3D,SELLER CONCESSION
3E,LETTER OF CERTIFICATION
3F,VERBAL REPORT NEEDED
3G,ANY RELATIONSHIP BETWEEN OWNER AND OCCUPANT
3H,MAP AND DIRECTIONS TO REMOTE PROPERTIES TO FOLLOW
3I,GROUND LEASE TO FOLLOW
3J,DISCLOSURE STATEMENT TO FOLLOW
3K,COPY OF PROPERTY LISTING TO FOLLOW
3L,CLASS III-LEFT
3M,COPY OF TITLE REPORT PLAT MAP TO FOLLOW
3N,PROPERTY TAX BILL TO FOLLOW
3O,ENGINEERING OR SOIL REPORT TO FOLLOW
3P,SALES CONTRACT AVAILABLE
3Q,LEAVE WILL BE TAKEN
3R,CLASS III-RIGHT
3S,APPROVED
3T,BALANCE SHEET DOES NOT BALANCE
3U,BANKING DONE THROUGH PARENT COMPANY
3V,BANKING DONE THROUGH RELATED CONCERN
3W,BANKING DONE THROUGH SUBSIDIARY
3X,CAN NOT DETERMINE IF SUBJECT ENGAGED IN BUSINESS
3Y,DETERIORATED
3Z,DETRIMENTAL INFORMATION RECEIVED
4,PATIENT WAS MOVED BY STRETCHER
40,PATIENT OR CAREGIVER IS CAPABLE OF USING THE EQUIPMENT WITHOUT TE
41,PATIENT OR CAREGIVER IS UNABLE TO PROPEL OR LIFT A STANDARD WEIGH
42,PATIENT REQUIRES LEG ELEVATION FOR EDEMA OR BODY ALIGNMENT
43,PATIENT WEIGHT OR USAGE NEEDS NECESSITATE A HEAVY DUTY WHEELCHAIR
44,PATIENT REQUIRES RECLINING FUNCTION OF A WHEELCHAIR
45,PATIENT IS UNABLE TO OPERATE A WHEELCHAIR MANUALLY
46,"PATIENT OR CAREGIVER REQUIRES SIDE TRANSFER INTO WHEELCHAIR, COMM"
47,ADVERTISEMENT RUN CONDITION
48,INDIVIDUAL PAID FOR LAST DAY WORKED
49,FULL WAGES PAID FOR DATE OF INJURY
4A,SERVICES ARE RENDERED WITHIN HOSPICE-ELECTED PERIOD OF COVERAGE
4B,ACCIDENTS
4C,ACCOUNT REPRESENTATIVE TRANSFER
4D,ADDITIONAL COVERAGE
4E,ADVICE TO STOP
4F,AGENT REPLACEMENT
4G,BACKUP WITHHOLDING
4H,CURRENT EMPLOYER
4I,CURRENT OCCUPATION
4J,EMPLOYER REIMBURSEMENT
4K,EMPLOYEE RETIREMENT INCOME SECURITY ACT (ERISA)
4L,EXPECTED CHANGES
4M,EXPERIMENTAL
4N,FOREIGN FLIGHT
4O,FUTURE INVOLVEMENT
4P,"GROUNDING, FINE, REPRIMAND"
4Q,GROUP DISABILITY INSURANCE CONVERSION
4R,GROUP DISABILITY INSURANCE OFFSET
4S,GROUP DISABILITY INSURANCE PARTICIPATION
4T,GROUP DISABILITY INSURANCE TOP UP
4U,HOME EMPLOYMENT
4V,INFORMATION OMITTED
4W,INJURY BENEFITS
4X,ISSUE AT HIGHER PREMIUMS
4Y,ISSUE WITH EXCLUSIONS
4Z,ISSUE WITHOUT BENEFITS
5,PATIENT WAS UNCONSCIOUS OR IN SHOCK
50,CITATION OR TICKET ISSUED
51,INDIVIDUAL IS MEMBER OF POLICYHOLDER'S HOUSEHOLD
52,INDIVIDUAL PERMITTED TO USE VEHICLE
53,INDIVIDUAL WORE SEATBELT
54,CHILD RESTRAINT DEVICE IN VEHICLE
55,CHILD RESTRAINT DEVICE USED
56,INDIVIDUAL INJURED
57,INDIVIDUAL TRANSPORTED TO ANOTHER LOCATION
58,DURABLE MEDICAL EQUIPMENT (DME) PURCHASED NEW
59,DURABLE MEDICAL EQUIPMENT (DME) IS UNDER WARRANTY
5A,TREATMENT IS RENDERED RELATED TO THE TERMINAL ILLNESS
5B,CERTIFIED AFTERMARKET PARTS ASSOCIATION (CAPA) ONLY
5C,CERTIFIED AFTERMARKET PARTS ASSOCIATION (CAPA) PREFERRED
5D,JUVENILE SEEN
5E,MEDICAL TREATMENT
5F,MILITARY AVIATION
5G,NEW GROUP
5H,OTHER COVERAGE OFFSET
5I,OTHER PRINCIPALS BEING INSURED
5J,OWNER ACTIVE IN BUSINESS
5K,PAYROLL DEDUCTION
5L,PREPAID
5M,PREVIOUS APPLICATION
5N,PRIMARY OCCUPATION
5O,RACING ACCIDENT
5P,REPLACEMENT
5Q,RESIDES WITH APPLICANT
5R,GENDER DISTINCT
5S,SIBLING COVERAGE
5T,SICKNESS BENEFITS
5U,SPECIAL DATING
5V,SPOUSAL CONSENT
5W,SUITABILITY ANALYSIS
5X,SUITABLE FOR COVERAGE
5Y,TAXABLE
5Z,THIS COMPANY REPLACEMENT
6,PATIENT WAS TRANSPORTED IN AN EMERGENCY SITUATION
60,TRANSPORTATION WAS TO THE NEAREST FACILITY
61,EMPLOYEE IS EXEMPT
62,CLAIMANT IS COVERED ON THE EMPLOYER'S LONG-TERM DISABILITY PLAN
63,EMPLOYEE'S JOB RESPONSIBILITIES CHANGED DUE TO THE DISABLING COND
64,EMPLOYER HAS A RETURN TO WORK POLICY FOR DISABLED EMPLOYEES
65,OPEN
66,NORMAL
67,CLOSED-MODERATE
68,SEVERE
69,MODERATE
6A,TREATMENT IS RENDERED BY A HOSPICE EMPLOYED PHYSICIAN
6B,UNITED STATES CITIZEN
6C,PERMANENT RESIDENT ALIEN
6D,BORROWER IS FIRST TIME HOMEBUYER
6E,UNEMPLOYMENT CLAIMS
6F,UNEMPLOYMENT INSURANCE ELIGIBILITY
6G,WORK STATUS
6H,WORKERS COMPENSATION ELIGIBLE
6I,FACTORED ON RECOURSE BASIS
6J,FACTORED WITH ADVANCES
6K,FIGURES ARE ACTUAL
6L,FIGURES ARE ANTICIPATED
6M,FIGURES ARE ESTIMATED
6N,FIGURES ARE MODIFIED
6O,FIGURES ARE PROJECTED
6P,GOVERNMENT BUSINESS NUMBER UNAVAILABLE
6Q,GOODWILL ORIGIN PURCHASED FROM BANKRUPT COMPANY
6R,GOODWILL ORIGIN RENTED
6S,HAS NO OWNERSHIP
6T,IMPROVED
6U,INTANGIBLES BREAKDOWN AVAILABLE
6V,INTANGIBLES INCLUDE ORGANIZATIONAL EXPENSE
6W,INTERCOMPANY RELATIONS CONSIST OF LOANS AND ADVANCES
6X,INTERCOMPANY RELATIONS CONSIST OF MERCHANDISE TRANSACTIONS
6Y,INTERCOMPANY RELATIONS CONSIST OF SERVICE TRANSACTIONS
6Z,LOCAL BANKING UTILIZED ON A TRANSFER ACCOUNT BASIS
7,PATIENT HAD TO BE PHYSICALLY RESTRAINED
70,STRAIGHT
71,CONVEX
72,CONCAVE
73,DOUBLE PROTRUSION
74,NO CROSSBITE
75,POSTERIOR
76,ANTERIOR
77,MAXILLARY
78,MANDIBULAR
79,RIGHT
7A,TREATMENT IS RENDERED BY A PRIVATE ATTENDING PHYSICIAN
7B,MEDICATIONS ORDERED ARE BEING ADMINISTERED INTRAMUSCULARLY
7C,MEDICATIONS ORDERED ARE BEING ADMINISTERED INTRAVENOUSLY
7D,MEDICATIONS ORDERED ARE BEING ADMINISTERED ORALLY
7E,MAINTAINS NO INVENTORY
7F,MEDICATIONS ORDERED ARE BEING ADMINISTERED SUBCUTANEOUSLY
7G,MAJORITY
7H,MARKETABLE SECURITIES VALUED AT COST
7I,MARKETABLE SECURITIES VALUED AT LOWER OF COST OR MARKET
7J,INTERIOR ACCESS DENIED
7K,REPAIRS ARE RECOMMENDED
7L,LOAN ORIGINATED UNDER SHARED EQUITY PLAN
7M,TITLE AND OR LEGAL ISSUES EXIST
7N,ENVIRONMENTAL ISSUES EXIST
7O,PROPERTY IS LISTED AS IS
7P,PROPERTY IS LISTED AS REPAIRED
7Q,VACANCY RATE IS GREATER THAN 5 PERCENT TO 10 PERCENT
7R,VACANCY RATE IS GREATER THAN 10 PERCENT TO 20 PERCENT
7S,VACANCY RATE IS GREATER THAN 20 PERCENT
7T,MOST COMPARABLE PROPERTY
7U,ANTICIPATE ISSUES WHICH AFFECT ABILITY TO SECURE FINANCING
7V,POINTS ARE PAID BY SELLER
7W,PROPERTY COVERED BY FLOOD INSURANCE POLICY
7X,PROPERTY COVERED BY EARTHQUAKE INSURANCE POLICY
7Y,POINTS ARE NEGOTIABLE
7Z,PROPERTY IS CURRENTLY LISTED WITH A REAL ESTATE FIRM
8,PATIENT HAD VISIBLE HEMORRHAGING
80,LEFT
81,MAXILLARY MODERATE
82,MANDIBULAR MODERATE
83,MAXILLARY SEVERE
84,MANDIBULAR SEVERE
85,INCOME HAS BEEN VERIFIED
86,PERSON HAS BEEN INTERVIEWED
87,RENT HAS BEEN VERIFIED
88,EMPLOYER HAS BEEN VERIFIED
89,POSITION HAS BEEN VERIFIED
8A,TREATMENT IS CURATIVE
8B,INCOME OR ASSETS OF ANOTHER USED
8C,DISCLOSURE OF SOMEONE ELSE'S LIABILITIES REQUIRED
8D,"PROPERTY IMPROVEMENTS ""TO BE MADE"""
8E,"PROPERTY IMPROVEMENTS ""HAVE BEEN MADE"""
8F,DISTANT SUBURBAN
8G,SELF EMPLOYED
8H,LIABILITY TO BE SATISFIED
8I,ARE ASSETS/LIABILITIES REPORTED JOINTLY
8J,LOCATION IS FARM
8K,LOCATION IS RESORT
8L,SHORTAGE EXIST FOR COMPETING LISTINGS
8M,COMPETING LISTINGS ARE IN BALANCE
8N,OVERSUPPLY EXIST FOR COMPETING LISTINGS
8O,INCENTIVES ARE OFFERED
8P,LISTED PROPERTY HAS BEEN INSPECTED
8Q,SALE PROPERTY HAS BEEN INSPECTED
8R,GENERAL MARKETING CONDITION IS DEPRESSED
8S,GENERAL MARKETING CONDITION IS SLOW
8T,GENERAL MARKETING CONDITION IS STATIC
8U,GENERAL MARKETING CONDITION IS IMPROVING
8V,GENERAL MARKETING CONDITION IS EXCELLENT
8W,EMPLOYMENT CONDITIONS ARE STABLE
8X,EMPLOYMENT CONDITIONS ARE DECLINING
8Y,EMPLOYMENT CONDITIONS ARE INCREASING
8Z,OVERIMPROVEMENT CONDITION EXISTS
9,AMBULANCE SERVICE WAS MEDICALLY NECESSARY
90,INQUIRY HAS BEEN VERIFIED
91,OUTSTANDING JUDGMENTS
92,DECLARED BANKRUPTCY IN PAST 7 YEARS
93,FORECLOSURE OR DEED IN LIEU IN PAST 7 YEARS
94,PARTY TO LAWSUIT
95,"OBLIGATED ON A LOAN FORECLOSED, DEED IN LIEU OF JUDGMENT"
96,CURRENTLY DELINQUENT OR IN DEFAULT
97,"OBLIGATED TO PAY ALIMONY, CHILD SUPPORT OR MAINTENANCE"
98,PART OF DOWN PAYMENT BORROWED
99,CO-MAKER OR ENDORSER ON A NOTE
9A,TREATMENT IS PALLIATIVE
9B,INVOLUNTARY COMMITTAL
9C,LACK OF AVAILABLE EQUIPMENT
9D,LACK OF APPROPRIATE FACILITY WITHIN REASONABLE DISTANCE TO TREAT
9E,SUDDEN ONSET OF DISORIENTATION
9F,"SUDDEN ONSET OF SEVERE, INCAPACITATING PAIN"
9G,CONTINUOUS HEMORRHAGE FROM ANY SITE WITH ABNORMAL LAB VALUES
9H,PATIENT REQUIRES INTENSIVE IV THERAPY
9I,PATIENT REQUIRES VOLUME EXPANDERS
9J,PATIENT REQUIRES PROTECTIVE ISOLATION
9K,PATIENT REQUIRES FREQUENT MONITORING
9L,PATIENT REQUIRES EXTENDED POST-OPERATIVE OBSERVATION
9M,FORECLOSURE PROCEEDINGS HAVE BEGUN
9N,UNDERIMPROVEMENT CONDITION EXISTS
9O,MARKETABILITY OF PROPERTY IS EXCELLENT
9P,MARKETABILITY OF PROPERTY IS GOOD
9Q,MARKETABILITY OF PROPERTY IS FAIR
9R,MARKETABILITY OF PROPERTY IS POOR
9S,FEES ARE CURRENT
9T,FEES INCLUDE TENNIS
9U,FEES INCLUDE POOL
9V,FEES INCLUDE INSURANCE
9W,FEES INCLUDE LANDSCAPE
9X,FEES INCLUDE OTHER AMENITIES
9Y,MOST LIKELY BUYER IS OWNER OCCUPANT
9Z,MOST LIKELY BUYER IS INVESTOR
A0,LIABILITY COVERAGE WILL TRANSFER
A1,MOST LIKELY BUYER IS OTHER PERSON OR ENTITY
A2,POTENTIAL FINANCING IS FANNIE MAE
A3,SUPPRESS PAPER ENDORSEMENT
A4,DO NOT SUPPRESS PAPER ENDORSEMENT
A5,ESCROW
A6,TEACHING MINOR
A7,SUB-SERVICER SUBMITTED
A8,FIRST MORTGAGE
A9,SECOND MORTGAGE
AA,AMPUTATION
AB,ADDRESS SKIP BEGIN
AC,ADDRESS CORRECTED
AD,AUTOMATIC DRILL TIME CALCULATED
AE,AUTOMATIC EDGING TIME CALCULATED
AF,AUTOMATICALLY SELECT
AFM,ACCEPTING FAMILY MEMBERS
AG,AGITATED
AH,AUTOMATICALLY SEARCH AND LIST
AI,ADDRESS INCORRECT
AJ,ASSUMABLE
AK,POTENTIAL FINANCING IS CASH
AL,AMBULATION LIMITATIONS
AM,POTENTIAL FINANCING IS OUTSIDE LENDER
AN,ADDRESS INCOMPLETE
AO,ACCEPT CERTIFICATION WITHOUT CHANGES
AP,ALLEY IS PUBLIC
AQ,POTENTIAL FINANCING IS FEDERAL HOUSING ADMINISTRATION
AR,ADDRESS SKIP RESOLVED
AS,ADDRESS SKIP EXHAUST
AT,ACCEPT STATEMENT OF LIMITING CONDITIONS WITHOUT CHANGES
AU,AUTOMATIC UNDERSIDE TIME CALCULATED
AV,AVAILABLE - NOT USED
AW,ACCEPT CERTIFICATION WITH CHANGES
AX,ACCEPT STATEMENT OF LIMITING CONDITIONS WITH CHANGES
AY,ADJACENT TRACK OCCUPIED
AZ,POTENTIAL FINANCING IS VETERANS AFFAIRS
B0,UNINSURED MOTORIST COVERAGE WILL TRANSFER
B1,MORTGAGE IN FORECLOSURE
B2,REAL ESTATE OWNED (REO) MORTGAGE
B3,POTENTIAL FINANCING IS CONTRACT FOR DEED
B4,ONLY THE EXTERIOR HAS BEEN INSPECTED
B5,REAL ESTATE OWNED PROPERTY OR FORECLOSURE PROPERTY
B6,NUMBER OF COMPARABLE LISTINGS IS NORMAL
B7,NUMBER OF COMPARABLE LISTINGS IS AN OVERSUPPLY
B8,NUMBER OF COMPARABLE LISTINGS IS A SHORTAGE
B9,PROPERTY MANAGEMENT EXPENSES OUTSTANDING
BA,BORROWER LETTER ATTEMPT
BB,BUILDING OR MOBILE HOME IS IN A COASTAL BARRIER RESOURCES AREA
BC,BORROWER TELEPHONE CONTACT
BD,BUSINESS PENDING
BE,BORROWER LETTER CONTACT
BF,MARKETABLE SECURITIES VALUED AT MARKET
BG,APPROPRIATE IMPROVEMENT CONDITION EXISTS
BH,NAME UNKNOWN TO LOCAL AUTHORITIES
BI,NO MANUFACTURING DONE ON PREMISES
BJ,OCCASIONAL
BK,OFFICER OR OWNER IN OTHER BUSINESSES
BL,"BOWEL LIMITATIONS, BLADDER LIMITATIONS, OR BOTH (INCONTINENCE)"
BM,OLD
BN,OPERATES ON PART TIME BASIS
BO,PARENT FINANCIAL STATEMENT USED
BP,BORROWER PAYMENT RECEIVED
BPD,BENEFICIARY IS PARTIALLY DEPENDENT
BQ,PRODUCT INFORMATION AVAILABLE
BR,BEDREST BRP (BATHROOM PRIVILEGES)
BS,REVENUE DERIVED FROM COMMISSIONS
BT,BORROWER TELEPHONE ATTEMPT
BTD,BENEFICIARY IS TOTALLY DEPENDENT
BU,REVENUE DERIVED FROM DONATIONS
BV,REVENUE DERIVED FROM FEES
BW,REVENUE DERIVED FROM GRANTS
BX,REVENUE DERIVED FROM TAXES
BY,SPRINKLER EQUIPPED
BZ,STATEMENT REQUESTED FROM GOVERNMENT REGISTRY
C0,COLLISION COVERAGE WILL TRANSFER
C1,ADVANCES FROM PROPERTY MANAGEMENT EXPENSES OUTSTANDING
C2,FINAL DEMAND LETTER SENT
C3,LENDER REQUEST FOR ASSISTANCE
C4,MORTGAGE HAS LENDER-PURCHASED MORTGAGE INSURANCE
C5,INSUFFICIENT FUNDS
C6,CREDIT ENHANCED MORTGAGE
C7,CORPORATE APPOINTMENT
C8,SPECIAL SERVICING REQUIRED
C9,CLIENT SPECIFICALLY REQUESTED CONSIDERATION OF SPECIAL FINANCING
CA,CANE REQUIRED
CB,COMPLETE BEDREST
CC,COLLECTION CARD WAS LEFT
CD,CALL TO DIRECTORY ASSISTANCE FOR REFERENCE TELEPHONE
CE,CO-SIGNER TELEPHONE ATTEMPT
CF,CO-SIGNER TELEPHONE CONTACT
CFD,CLAIM IS FRAUDULENT
CG,CO-SIGNER DELINQUENCY LETTER SENT
CH,CO-SIGNER FINAL DEMAND LETTER SENT
CI,CALL TO DIRECTORY ASSISTANCE FOR CO-SIGNER TELEPHONE
CJ,VALID BORROWER ADDRESS OR PHONE ATTEMPT WITH PREVIOUS HOLDER
CK,CONVERTIBLE
CL,CLAIMANT HAD A PRE-EXISTING INJURY
CM,COMATOSE
CN,COMMON ELEMENTS ARE LEASED TO OR BY THE HOME OWNERS' ASSOCIATION
CNJ,CUMULATIVE INJURY
CO,CONTRACTURE
CP,CASE PENDING
CQ,CALLABLE
CR,CRUTCHES REQUIRED
CS,COMMUNITY PARTICIPATES IN NATIONAL FLOOD INSURANCE PROGRAM
CT,COMMON ELEMENTS ARE COMPLETED
CU,CURB AND GUTTER ARE PUBLIC
CV,COOPERATIVE
CW,COOLING WATER IS LOW
CX,CERTIFICATION STATUS
CY,CAR SPACES ARE ADEQUATE
CZ,CAR SPACES ARE INADEQUATE
D0,COMPREHENSIVE COVERAGE WILL TRANSFER
D1,ISSUE CHECK PAYABLE TO BORROWER AND RETURN TO SERVICER
D2,ISSUE CHECK PAYABLE TO SERVICER AND RETURN TO SERVICER
D3,ISSUE CHECK PAYABLE TO BORROWER AND SEND TO BORROWER
D4,ISSUE CHECK PAYABLE TO SERVICER OR BORROWER AND RETURN TO SERVICE
D5,ISSUE CHECK PAYABLE TO OTHER PAYEE
D6,POSITIVE
D7,NEGATIVE
D8,TAXES ARE TYPICAL FOR THE AREA AND PRICE RANGE
D9,IMPROVEMENT CONFORMS TO ZONING REGULATIONS
DA,CALL TO DIRECTORY ASSISTANCE FOR BORROWER TELEPHONE
DB,DEFERMENT OR FORBEARANCE BEGIN
DC,DECLINED
DD,BORROWER FURNISHED DEMOGRAPHIC DATA
DE,DEFERMENT OR FORBEARANCE END
DF,FUNDS AVAILABLE FOR UNSECURED CREDITORS
DFR,DEDUCTIBLE AMOUNT FULLY RECOVERED
DG,DYNAMIC BRAKES ARE OUT
DH,DEBTOR HAS BEEN DOMICILED
DI,DISORIENTED
DJ,DYNAMIC BRAKES ARE OPERATIONAL
DK,CONSTRUCTION WARRANTY
DL,CONSTRUCTION WARRANTY TRANSFERABLE
DM,MAINTENANCE DRUG UNDER CLIENT'S BENEFIT PLAN
DN,PAYMENT REDUCED BECAUSE MAXIMUM ALLOWABLE COST EXCEEDED
DNR,DEDUCTIBLE AMOUNT NOT FULLY RECOVERED
DO,BENEFITS TERMINATED PRIOR TO SERVICE DATE
DP,DEPRESSED
DQ,DRUG PART OF FORMULARY DATA BASE
DR,SUBJECT NOT ENGAGED IN BUSINESS
DS,ALL DOOR SEALS ARE INTACT
DT,FILING FEE ATTACHED
DU,SUBJECT NOT ENGAGED IN BUSINESS AT REQUESTED ADDRESS
DV,SUSPENDED
DW,TOTAL
DX,UNABLE TO RESPOND
DY,DYSPNEA WITH MINIMAL EXERTION
DZ,USES OWN FACILITIES
E0,FIGURES ARE TOTAL
E1,FIXED ASSET BREAKDOWN UNDISCLOSED
E2,FOR THE FISCAL YEAR
E3,FOR THE PERIOD
E4,FORMED BY CONSOLIDATION
E5,FORMED BY MERGER
E6,PRIOR BANKRUPTCY CASE FILED IN LAST 6 YEARS
E7,DEBTOR IS NOT REPRESENTED BY AN ATTORNEY
E8,A PENDING CASE HAS BEEN FILED
E9,GUARANTEED BY PARENT COMPANY
EA,HAS AUTHORITY FOR ALL PURCHASES
EB,HAS AUTHORITY TO PURCHASE SUPPLIES
EC,EQUIPMENT CERTIFIED
ED,HAS BUSINESS INTERRUPTION INSURANCE
EE,HAS CLASS OF STOCK
EF,HAS EXTENDED COVERAGE INSURANCE
EG,HAS FIRE INSURANCE
EH,HAS JOINT AUTHORITY
EI,HAS LIFE INSURANCE
EJ,EXISTENCE OF PRELIMINARY FLOOD DETERMINATION
EK,EXISTENCE OF COMMUNITY PARTICIPATION IN THE NATIONAL FLOOD INSURA
EL,ENDURANCE LIMITATIONS
EM,HAS MARRIAGE CONTRACT
EN,ELECTRICITY ON
EO,EQUIPMENT IS OVERHAULED
EP,EXERCISES PRESCRIBED
EQ,HAS NO PAR VALUE
ER,ENGINE START-UP PERFORMED WITH NO PROBLEMS REPORTED
ES,ENGINE START-UP PERFORMED WITH PROBLEMS REPORTED
ET,ELECTRICAL CONTROL SYSTEM SHUT DOWN
EU,HAS OTHER INSURANCE
EV,HAS PAR VALUE
