Value,Description
RP,RETIREMENT PLAN TYPE
RR,REINSTATEMENT
RS,REASON LAST SEEN
RT,REGISTRATION TYPE
RU,RESULTS
RV,REVENUE TREND
S1,INVESTMENT TREND
S2,ROYALTY TREND
S3,PURCHASES TREND
S4,LABOR INFRACTION
S5,DEBENTURES
SA,SOURCE FUND
SD,STARTING DETAILS
SE,SUMMARY AND EVALUATION
SI,SHOWING INSTRUCTIONS
SJ,"SUITS, JUDGMENTS & LIENS"
SL,SUPPLEMENT NOTE OR LINE
SN,SKILLED NURSING
SP,STATEMENT PREPARATION
SR,SALES TREND
SS,SUSPENSION
ST,SPEECH THERAPY
SU,SUBSTANCE USE
SW,REPORTED STATEMENT OF WITNESS
SZ,SIZE
TB,TOBACCO
TE,TESTS
TF,TARGET FUND
TH,THERAPY
TI,ACTION
TM,TERMS
TN,TREND
TP,TENANT PAYS NOTES
TR,TREATMENT
TW,TWO TO FOUR UNITS
TX,TAX SERVICE
UA,PRODUCTION CAPACITY
UB,ACTUAL PRODUCTION
UC,BRANCH TREND
UD,RETAIL LOCATIONS
UE,NET PROFIT
UF,ORDINARY PROFIT
UG,DECLARED PROFIT TO LOCAL TAX OFFICE
UH,MARKET TREND
UI,PRE TAX PROFIT
UJ,NET WORTH
UK,DEBT TO EQUITY
UL,EQUITY RETURN
UM,STABILITY
UN,EFFICIENCY
UO,OUTLOOK
UP,UPDATE
UQ,CORPORATE REGISTRATION
VA,VOTER REGISTRATION APPLICATION
VD,VOTER REGISTRATION APPLICATION DISPOSITION
VO,VIOLATION
WA,WARNING
WB,PROGNOSIS
WD,TREATMENT PLAN
WE,WORK RESTRICTIONS
WF,WITNESS STATEMENT
WG,CONDITIONS AFFECTING TOTAL EMPLOYEES AND HOURS
WH,INJURY WORK RELATED
WI,ILLNESS WORK RELATED
WK,CONTROVERT REASON
WL,SUPERVISOR'S COMMENTS
WM,WILLFUL MISCONDUCT
WN,SUPERVISOR'S EXCEPTION
WO,CLAIM RELATED WORK ASSIGNMENT CHANGES
WP,30 DAY DELAY REASON
WQ,EMPLOYEE COMMENT
WR,EMPLOYEE COMMENT NOT PROVIDED REASON
WS,MEDICAL RECORDS NOT ATTACHED REASON
WT,WORK EXPOSURES AND DURATION
X1,LETTER OF CREDIT OVERDRAWN
X2,CARGO RECEIPT NOT SIGNED
X3,CUSTOMS STATEMENT MISSING FROM INVOICE
X4,PURCHASE ORDER NOT ON LETTER OF CREDIT (EXCEPT MASTERS)
X5,REDUCED DRAFT
X6,TIME DRAFTS
X7,DEMAND FOR PAYMENT
X8,EARLY PRESENTATION OF DOCUMENTS
YR,PHYSICIAN - PATIENT REPORT INCONSISTENCY
YT,PHYSICIAN TEST RESULTS
ZZ,MUTUALLY DEFINED
