Value,Description
FR,PATIENT FOLLOW-UP REQUIRED
G,CANCEL ENTIRE ORDER/ITEM
GR,GRANT
H,MASTER-IN-BOND (MIB) ARRIVAL
HM,PROCESS MANUALLY
HR,HOLD UNTIL RELEASED
I,REISSUE
I1,FOUND NOT GUILTY
IA,DEACTIVATE
IM,INCREASE
IN,INTERIM
IS,ISSUE
IT,INITIATE
J,RECORD
JA,JAILED
JO,JOIN
JU,JUDGMENT
K,IN PRODUCTION SEND AND RECEIVE
KA,REGISTRATION CONFIRMED
L,IN DEVELOPMENT/SEND
LC,LEFT AT CONSIGNEE
LQ,LIQUIDATE
M,IN DEVELOPMENT/RECEIVE
ME,MERGE
MO,MOOTING
N,IN DEVELOPMENT/SEND AND RECEIVE
NA,NO ACTION REQUIRED
NC,"PROCESS ROUTINELY, NOT CRITICAL"
ND,NO CHANGE
NP,NOT PRESENT
NS,DO NOT SEND
O,IN TEST/SEND
OD,ORDER
OP,OPEN
OR,USE DATE OR METER CRITERIA (WHICHEVER OCCURS FIRST)
OT,OTHER UNLISTED ACTION
P,IN TEST/RECEIVE
P1,SENTENCED TO PROBATION
PA,TARIFF PUBLISHER ADD
PB,PARTIAL TRANSFER OF CLAIM
PC,PREVIOUSLY CONVERTED
PD,TARIFF PUBLISHER DELETE
PF,PRELIMINARY FINAL
PI,PROVIDE ADDITIONAL INFORMATION
PJ,PROGRESS PAYMENT
PO,PROPOSED
PP,PARTIAL PATIENT INFORMATION
PR,PRESENT
PS,PROPOSAL
PT,PROPOSAL TRACE
PU,PUBLISH CHANGES
PV,PROVISIONAL PAYMENT
Q,IN TEST/SEND AND RECEIVE
R,IN PRODUCTION RECEIVE
R1,REOPENED
R2,SEND RECORD NOW
R3,SEND RECORD AT END OF THE TERM
R4,SEND RECORD AFTER DEGREE IS POSTED
R5,SEND VOCATIONAL RECORD ONLY
R6,TRANSFER
R7,ASSUMPTION
R8,TERMINATE
R9,REINSTATE
RA,REMOVE
RB,RESECURE
RC,RETURNED TO CARRIER FACILITY
RD,RATE AND DIVISION ADJUSTMENT
RE,RELEASED
RF,RETURNED TO SHIPPER'S FACILITY (OTHER THAN ORIGINAL SHIPPING LOCA
RG,REFER
RH,RECALL
RI,RESTRICTED
RJ,RATE ADJUSTMENT
RK,RATE ADJUSTMENT WITH A SEQUENCE CHANGE
RL,RESCHEDULE
RM,REMAND
RN,REJECT PROPOSAL WITH COUNTER PROPOSAL TO FOLLOW
RO,RETURNED TO ORIGINAL SHIPPING LOCATION
RP,REQUEST TO PUBLISH
RQ,TARIFF PUBLISHER REISSUE
RR,REVERSE AND REMAND
RS,REPORT STATUS
RT,RESTRAIN
RU,RETURN
RV,REVOKE
RW,RESCIND
RX,REPLACE
RZ,REJECT - HEADER LEVEL ERRORS
S,RE-RECORD
S1,SECURE
S2,SUSPENDED
SA,SATISFY
SB,SUBROGATE
SC,SCREEN
SD,SEAL
SE,SETTLE
SL,SCHEDULE
SR,SERVE
SS,SUSTAIN
SU,SUSPEND
SV,SEVER
SZ,SEIZE
T,STATUS QUERY
TD,TEMPORARILY DENY
TE,OPPOSE
TG,TEMPORARILY GRANT
TN,ANNUL
TP,"TEMPORARILY GRANT, IN PART"
TR,TRIM
TS,DISALLOW
TU,TAKE UNDER ADVISEMENT
U,REJECT
V,RESPOND
VA,VACATE
W,REVERSE
W1,RECONCILE HISTORICAL RECORDS
WD,WITHDRAWN
WI,WINTERIZE
WQ,ACCEPT
WV,WAIVE
X,RECOMMEND
Y,NOT RECOMMEND
Z,MUTUALLY DEFINED
