Value,Description
G,PAYEE IDENTIFICATION NUMBER
GA,PRIMARY AGENT IDENTIFICATION
GC,GAS*CODE
HC,CENTERS FOR MEDICARE AND MEDICAID SERVICES
HN,HEALTH INSURANCE CLAIM (HIC) NUMBER
HS,HOUSE (CANADIAN GRAIN ELEVATOR)
I,SECONDARY MARKETING INVESTOR ASSIGNED NUMBER
ID,UCC EDI COMMUNICATIONS ID (COMM ID)
II,STANDARD UNIQUE HEALTH IDENTIFIER FOR EACH INDIVIDUAL IN THE UNIT
IP,U.S. CUSTOMS CARRIER INITIATIVE PROGRAM (CIP) PARTICIPANT IDENTIF
J,MORTGAGE ELECTRONIC REGISTRATION SYSTEM ORGANIZATION IDENTIFIER
K,CENSUS SCHEDULE K
L,INVESTOR ASSIGNED IDENTIFICATION NUMBER
LC,AGENCY LOCATION CODE (U.S. GOVERNMENT)
LD,NISO Z39.53 LANGUAGE CODES
LE,ISO 639 LANGUAGE CODES
LI,LABELER IDENTIFICATION CODE (LIC)
LN,LOAN NUMBER
M,CERTIFICATE NUMBER
M3,DISBURSING STATION
M4,DEPARTMENT OF DEFENSE ROUTING IDENTIFIER CODE (RIC)
M5,JURISDICTION CODE
M6,DIVISION OFFICE CODE
MA,MAIL STOP
MB,MEDICAL INFORMATION BUREAU
MC,MEDICAID PROVIDER NUMBER
MD,MANITOBA DEPARTMENT OF MINES AND RESOURCES
MI,MEMBER IDENTIFICATION NUMBER
MK,MARKET
ML,MULTIPLE LISTING SERVICE VENDOR - MULTIPLE LISTING SERVICE IDENTI
MN,MORTGAGE IDENTIFICATION NUMBER
MO,MAJOR ORGANIZATIONAL ENTITY
MP,MEDICARE PROVIDER NUMBER
MR,MEDICAID RECIPIENT IDENTIFICATION NUMBER
N,INSURED'S UNIQUE IDENTIFICATION NUMBER
NA,NATIONAL ASSOCIATION OF REALTORS - MULTIPLE LISTING SERVICE IDENT
ND,MODE DESIGNATOR
NI,NATIONAL ASSOCIATION OF INSURANCE COMMISSIONERS (NAIC) IDENTIFICA
NO,NATIONAL CRIMINAL INFORMATION CENTER ORIGINATING AGENCY
NR,NON RESIDENT ALIEN REGISTRATION NUMBER
OC,OCCUPATION CODE
OP,ON-LINE PAYMENT AND COLLECTION
PA,SECONDARY AGENT IDENTIFICATION
PB,PUBLIC IDENTIFICATION
PC,PROVIDER COMMERCIAL NUMBER
PI,PAYOR IDENTIFICATION
PP,PHARMACY PROCESSOR NUMBER
PR,PIER
RA,REGULATORY AGENCY NUMBER
RB,REAL ESTATE AGENT
RC,REAL ESTATE COMPANY
RD,REAL ESTATE BROKER IDENTIFICATION
RE,REAL ESTATE LICENSE NUMBER
RI,OFFICE OF REGULATORY INFORMATION SYSTEMS (ORIS) CODE
RP,RAMP
RT,RAILROAD TRACK
S,TITLE INSURANCE POLICY NUMBER
SA,TERTIARY AGENT IDENTIFICATION
SB,SOCIAL INSURANCE NUMBER
SD,SASKATCHEWAN DEPARTMENT OF ENERGY MINES AND RESOURCES
SF,SUFFIX CODE
SI,STANDARD INDUSTRY CODE (SIC)
SJ,STATE OR PROVINCE JURISDICTION
SK,STATE/PROVINCIAL LOTTERY LICENSE NUMBER
SL,STATE LICENSE NUMBER
SP,SPECIALTY LICENSE NUMBER
ST,STATE/PROVINCE LICENSE TAG
SV,SERVICE PROVIDER NUMBER
SW,SOCIETY FOR WORLDWIDE INTERBANK FINANCIAL TELECOMMUNICATIONS (SWI
TA,TAXPAYER ID NUMBER
TC,INTERNAL REVENUE SERVICE TERMINAL CODE
TL,TRANSPORT4 LOCATION CODE
TS,TRANSPORT4 SHIPPER CODE
TZ,DEPARTMENT CODE
UC,CONSUMER CREDIT IDENTIFICATION NUMBER
UI,UNIT IDENTIFICATION CODE
UL,GLOBAL LOCATION NUMBER (GLN)
UP,UNIQUE PHYSICIAN IDENTIFICATION NUMBER (UPIN)
UR,UNIFORM RESOURCE LOCATOR (URL)
US,UNIQUE SUPPLIER IDENTIFICATION NUMBER (USIN)
UT,UNIT
WR,WINE REGION CODE
WS,EDUCATION LANGUAGE CODES
X1,NATIONAL CENTER FOR EDUCATION STATISTICS UNIT IDENTIFICATION NUMB
XV,CENTERS FOR MEDICARE AND MEDICAID SERVICES PLANID
XX,CENTERS FOR MEDICARE AND MEDICAID SERVICES NATIONAL PROVIDER IDEN
XY,DISTRICT ASSIGNED NUMBER
ZC,CONTRACTOR ESTABLISHMENT CODE
ZN,ZONE
ZY,TEMPORARY IDENTIFICATION NUMBER
ZZ,MUTUALLY DEFINED
