Value,Description
NP,DO NOT POOL
NPR,NO PLACARDS REQUIRED
NS,NOTIFY SHIPPER BEFORE RECONSIGNMENT
NSV,NOSE SIDE VANNING
NT,DO NOT TRANSFER CONTENTS
NW,IN CASE OF FIRE DO NOT USE WATER
NX,NOT FOR EXPORT
OAH,STOW AWAY FROM HEAT
OBL,BLOCK STOWAGE
OCA,CARGO ABOARD
OCL,CARRIER LOAD AND CONSIGNEE UNLOAD
OCN,OVER HEIGHT CONTAINER
OCS,COMPLETING SHIPMENT
OCV,DELIVERY VERIFICATION NOT REQUIRED
ODI,STOW WITH DOORS FACING INWARD
OEH,EXEMPT COMMODITY
OFH,IN FRONT OF HOUSE STOWAGE
OFU,FUMIGATION
OHC,HARMLESS
OIL,OIL FIELD SERVICE
ONC,USE NO HOOKS
ONS,NOT RESTRICTED CARGO
OOB,CARGO ON BOARD CERTIFICATION REQUIRED
OOD,ON DECK STOWAGE
OOL,CARRIER LOAD AND CARRIER UNLOAD
OPR,PERISHABLE
OPT,PARTIAL SHIPMENT
ORS,RECEIPT/ISSUE OVERTIME NORMAL BUSINESS HOURS
OS,COMMODITY LOADED LESS THAN OR EQUAL TO THE CAR ORDERED
OSB,STOW BELOW DECK
OST,STOW BETWEEN DECKS
OTC,TEMPERATURE CONTROL
OTD,TIME OF DELIVERY AND SIGNATURE REQUIRED
OTH,ON TOP IN-HATCH STOWAGE
OTO,ON TOP ON-DECK STOWAGE
OTS,TOTAL SHIPMENT
OUC,UNDER CONTAINER ON-DECK STOWAGE
OUW,BELOW WATER LINE STOWAGE
OV,OVERWEIGHT
OVR,OVERFLOW
OWC,OVER WIDTH CONTAINER
OWR,ONE WAY RATES APPLIED
PAJ,PUMPING EQUIPMENT
PAV,"PICKUP OF SHIPMENTS ON SATURDAY, SUNDAY, AND/OR HOLIDAYS REQUIRIN"
PB,PERISHABLE IN BOX CAR
PBC,PALLET LABEL BAR CODE
PD,PRIVATELY CONTROLLED PRIVATE EQUIPMENT SUBJECT TO DEMURRAGE
PDS,PICKUP AND DELIVERY FROM STORAGE IN TRANSIT
PDY,PICKUP AND DELIVERY BEYOND SERVICE AREA
PER,SPECIAL PERMITS
PFH,PROTECT FROM HEAT
PG,POISONOUS GAS
PHR,PER HOUR RATES APPLIED
PI,ICED PRIOR TO LOADING
PIR,PIER TIME
PLT,PALLETS/SKIDS/PLATFORMS
PMM,P.M. DELIVERY REQUIREMENT
PMR,PER MILE RATES APPLY
PMS,PICKUP OF SHIPMENTS REQUIRING SAME DAY DELIVERY SERVICE
PMT,PICKUP OF SHIPMENTS REQUIRING SAME DAY DELIVERY SERVICE AND/OR DE
POC,PIANO/ORGAN CARRY
POS,POSITIONING AT ORIGIN
PPD,PICKUP AND DELIVERY SERVICE FOR PERISHABLES
PRL,PRELODGE
PRT,STUFFING CHARGE
PS,PRODUCT PROTECTION SERVICE
PSG,PROTECTIVE SERVICE SECURITY WITH ARMED GUARDS
PSS,PROTECTIVE SECURITY SERVICE
PTS,PROTECTIVE TARP FOR SECURITY PURPOSES
PUC,PICKUP
PUD,PICKUP AND DELIVERY
PUK,PACK AND UNPACK
PUP,PUP TRAILER RATES APPLY
PVB,BONDED PRIVATELY OWNED VEHICLE
PVD,DETENTION OF PRIVATELY OWNED VEHICLE
PVI,INOPERABLE PRIVATELY OWNED VEHICLE
PVL,LOADING/UNLOADING OF PRIVATELY OWNED VEHICLE
PVP,PRIVATE OWNED VEHICLE PROCESSING
PVS,STOP-OFFS FOR PRIVATELY OWNED VEHICLE SHIPMENT
PVT,PRIVATELY OWNED VEHICLE IN TRUCKAWAY SERVICE
PW,ATTACHMENT - PREPAID WAYBILL
PYS,PRIORITY SERVICE
RA,RETURN AUTHORIZATION
RB,RENDER BILL FOR CHARGES
RC,RAILROAD CONTROLLED PRIVATE EQUIPMENT SUBJECT TO DEMURRAGE
RCC,RECONSIGNMENT
RCL,REDELIVERY
RDH,RAILHEAD HANDLING
RDR,ROADRAILER SERVICE
RE,SHIPPER STEAM SHIP RELEASED
REP,RESPOTTING
RES,RESIDENTIAL DELIVERY
RFM,REEFER MAINTENANCE
RIE,RELEASED VALUE CHARGE IN EXCESS OF CARRIER MAXIMUM LIABILITY
RIS,RAIL INSPECTION SERVICE
RLS,RELOCATION OF VEHICLE
RM,RADIOACTIVE MATERIAL
RMC,RETURN OF EMPTY CONTAINER
RMP,RETURN MOVEMENT OF PALLET
RMS,RAIL SURVEILLANCE
RO,RUSH ORDER
RPD,REEFER CARGO PERCENT DIFFERENTIAL
RR,REAR RIDER
RRR,ROUND TRIP SERVICE
RS,INSPECT HOURLY IF CAR STOPPED
RSP,RESHIPMENT
RSS,RESTRICTED SPEEDS
RSV,RESERVATIONS
RT,RECORD FOR TRANSIT
RWR,REWEIGHT REQUESTED
SAS,SHIPMENT HOLDOVER ON WEEKENDS
SAT,SATURDAY PICKUP OR DELIVERY
SB,SHIPPER LOAD/CARRIER COUNT
SC,SHOVE TO REST AND COVER
SCC,SPECIAL CONTAINERS
SCL,SHIPPER LOAD AND CONSIGNEE UNLOAD
SD,SUBJECT TO SPECIAL DETENTION RULES/CHARGES
SDL,SPLIT DELIVERY
SDS,SPECIAL DROMEDARY SERVICE
SE,ATTACHMENT - SHIPPER'S EXPORT DOCUMENT
SEC,SPECIAL EQUIPMENT CHARGE
SED,SHIPPER EXPORT DECLARATION REQUIRED
SEE,"STAIRS, ELEVATOR, EXCESS CARRY"
SER,SERVICE CHARGE APPLIES
SEV,SECURITY ESCORT VEHICLE SERVICE
SFB,SINGLE FACTOR ORIGINATION/DESTINATION
SFD,SINGLE FACTOR ORIGINATION/PORT OF DEBARKATION
SFE,SINGLE FACTOR PORT OF EMBARKATION/DESTINATION
SFT,SPECIAL TRAIN MOVEMENT
SGL,SINGLE SHIPMENT
SH,SHIFTABLE LOAD
SHH,SHIPMENT HOLDOVER ON HOLIDAYS
SHL,SHIPPER LOAD
SHW,SHIPMENT HOLDOVER ON WEEKDAYS
SI,SHIP TO CROSS DOCK OR POOL
SJ,SHIP TO FURTHEST DESTINATION FIRST
SK,REQUIRES SHELF COUPLERS
SKT,SKIRTING AND UNSKIRTING
SLC,SHIPPER LOAD AND COUNT
SM,ATTACHMENT - SHIPPER'S MANIFEST
SMP,SMALL PACKAGE
SNM,TRANSMIT A SHIP NOTICE/MANIFEST TRANSACTION SET
SNS,SATELLITE SURVEILLANCE SERVICE
SNT,SHIPMENT FROM NON-TEMP STORAGE
SOC,STOP-OFF
SOL,SHIPPER LOAD AND CARRIER UNLOAD
SP,ATTACHMENT - SHIPPER'S PACKING INSTRUCTIONS
SPA,SPECIAL ALLOWANCE
SPC,SPECIAL PERMIT
SPR,SPREADER SERVICE
SPT,SPOT FOR STORAGE - NO SHIPMENT
SPU,SPLIT PICKUP
SR,SPEED RESTRICTED
SRG,STORAGE
SRS,SURVEYING ROUTES
SSC,"STRIPPING, SORTING & CONSOLIDATION"
SSN,SUBSTITUTE SERVICE NOT TO BE USED
SSR,SAFE HAVEN SECURE HOLDING REFUSAL
SSU,POLE LASHING EQUIPMENT (PLE) SURCHARGE
ST,STACK TRAIN
STA,CONDUCTIVITY/ANTI-STATIC ADDITIVE
STD,STOP-OFF AT DESTINATION
STO,STOWAGE
STP,STOP-OFF AT ORIGINATION
STR,SIGNATURE AND TALLY RECORD
SUA,SPOT FOR UNLOADING FROM A END
SUB,SPOT FOR UNLOADING FROM B BRAKE END
SUP,SUPERVISOR REQUESTED
SVS,STORAGE OF VEHICLES
SW,STRETCH WRAP
TA,CARS TEMPORARILY ARTICULATED
TC,"TRAILER, CONSOLIDATOR LOAD"
TDC,TRUCKLOAD-DOUBLE OPERATOR-COMMON CARRIER
TDP,TRUCKLOAD-DOUBLE OPERATOR-PADDED VAN
TER,TERMINAL HANDLING CHARGES
TF,"TRAILER, FACTORY LOAD"
TLS,TENDERED AS TRUCKLOAD (TRUCKLOAD SERVICE REQUESTED)
TMS,MULTI-TANK SURVEILLANCE SERVICE
TMV,TENDERING OF MULTIPLE VEHICLES
TN,TURN CAR
TOF,TRAILER ON FLAT CAR
TOW,MOTOR TOW AWAY SERVICE
TPS,THIRD PARTY SERVICE
TRA,TRACTOR ONLY
TRK,TRUCK RATES APPLICABLE
TRL,TRAILER PREPARATION - SPECIAL
TRM,TERMINATION
TRN,TRANSFER PRODUCT
TRP,TIRE REPAIR AND REPLACE
TRS,TRADE SHOW
TRT,TRACTOR AND TRAILER
TS,TRANSIT SHIPMENT
TSC,TRUCKLOAD-SINGLE OPERATOR-COMMON CARRIER
TSP,TRUCKLOAD-SINGLE OPERATOR-PADDED VAN
TSS,TANK SURVEILLANCE SERVICE
TT,TEAM TRACK DELIVERY
TV,TIME VOLUME RATES ONLY
UB,UNLOAD AT BUMPER (CIRCUS RAMP)
UFC,UNDER CARRIAGE FURNISHED BY CARRIER
UI,UNITIZED
UL,UNLOAD FROM LEFT SIDE OF CAR
UN,UNLOAD AS PLACARDED
UP,UNPROTECTED PERISHABLE
UPK,UNPACKING
UR,UNLOAD FROM RIGHT SIDE OF CAR
URC,UNLOADING OR RELOADING
US,"SHIPPER CERTIFIES GROSS WEIGHT UNDER 240,000 POUNDS"
UT,UNIT TRAIN
UTL,UTILITIES DISCONNECT AND CONNECT
VAC,VACUUM SERVICE
VAN,ROEE VAN TYPE TRUCK
VCL,VAN CLEANING
VFN,VEHICLES FURNISHED BUT NOT USED
VIS,VEHICLES INOPERABLE
VN,VERIFICATION WEIGH
VSO,STOP-OFF DELIVERY OF PERSONAL VEHICLES
VT,VENTILATION INSTRUCTIONS
VTS,VEHICLES IN TRUCKAWAY
WB,WIDE-BODY PICKUP TRUCK (APPLIES TO FINISHED VEHICLE LOADING
WBB,WHARFAGE - BREAKBULK
WCT,WHARFAGE - CONTAINER
WD,WAIVED INSPECTION - SET DIRECT
WDS,WATERFRONT DELIVERY
WE,WEIGH EMPTY
WFG,WHARFAGE
WH,ATTACHMENTS - HIGH WIDE NOTICE
WI,WAIVE INSPECTION
WM,MANIFEST MUST ACCOMPANY WAYBILL
WO,WEIGH TO CHECK FOR OVERLOAD
WRB,WAR RISK CREW BONUS
WRI,WAR RISK INSURANCE
WTG,WAITING TIME AUTHORIZED
WTV,WEIGHT VERIFICATION
WW,WASTE WATER
XP,EXPORT
XT,CROSS TOWN
ZZZ,MUTUALLY DEFINED
